"","training time","random forest error","best k","clutch error"
"1",54.027,71.5476,18,60.978
"18",53.587,73.1084,14,64.346
"2",311.328,78.6804,20,66.876
"34",57.2660000000001,72.7764,18,61.368
"50",42.7940000000001,71.2464,18,65.934
"19",274.877,83.7926,21,69.25
"24",59.9769999999999,73.1114,6,63.08
"29",42.98,72.2282,14,67.736
"8",313.64,81.114,21,65.68
"13",273.465,79.3166,21,70.07
"45",48.5940000000001,74.2866,21,65.138
