"","training time","random forest error","best k","clutch error"
"1",313.306,76.5536,2,75.866
"18",301.751,75.85,2,80.03
"2",583.191,76.143,2,75.222
"34",304.786,76.5754,2,76.066
"50",348.502,83.1514,2,82.824
"19",555.292,75.177,2,77.644
"24",293.863,75.8544,2,80.038
"29",330.16,82.0626,2,87.514
"8",576.762,75.928,2,75.06
"13",604.419,82.5902,2,81.636
"45",355.943,79.3698,2,78.13
