"","training time","random forest error","best k","clutch error"
"1",25.324,71.024,40,56.696
"18",24.945,68.1944,50,62.064
"2",85.016,72.802,58,63.966
"34",21.215,71.8944,45,56.064
"50",83.5339999999999,80.7976,44,75.694
"19",83.839,69.5084,57,61.294
"24",21.699,69.4774,51,55.218
"29",83.322,80.032,43,75.462
"8",21.125,73.3606,45,55.654
"13",81.291,81.9354,43,77.754
"45",21.933,84.3388,40,73.938
