"","training time","random forest error","best k","clutch error"
"1",65.464,35.8606,195,23.666
"18",66.6800000000001,33.5628,197,25.146
"2",277.116,43.1124,195,36.78
"34",41.9449999999999,37.034,191,22.61
"50",115.11,46.856,208,29.518
"19",275.983,34.8324,202,32.92
"24",40.4759999999999,33.3554,201,25.614
"29",117.992,46.5714,203,34.704
"8",188.98,39.4708,198,26.368
"13",253.893,55.9972,207,33.624
"45",36.4470000000001,42.0062,207,28.306
