runtime,in01,in02,in03,in04,in05,in06,in07,in08,in09,in10,in11,in12,in13,in14
594,0,2000,800,0.01,-360,-330,-360,-330,50,80,60,80,0,0
1595,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
711,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,20,-5
682,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,30,-20
597,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,30,30
809,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,-10
741,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
634,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
614,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,20,30
591,0,2000,1300,0.01,-360,-330,-360,-330,50,80,60,80,0,0
256,0,1800,1267,0.015,-360,-330,-360,-330,50,80,50,70,0,0
630,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,10,-5
776,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
781,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
724,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
596,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
602,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
627,0,2000,1290,0.01,-360,-330,-360,-330,50,80,60,80,0,0
578,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
777,0,2000,1250,0.01,-360,-330,-360,-330,80,80,60,80,40,20
658,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,18,18
709,0,2000,1250,0.01,-360,-330,-354,-330,50,80,60,80,10,10
658,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,30,-20
642,0,2000,1250,0.01,-360,-336,-360,-340,30,50,50,70,20,20
713,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
637,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,30,40
669,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,-30
635,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
712,0,2000,1750,0.01,-360,-330,-360,-330,50,80,60,80,0,0
579,0,2000,1750,0.01,-360,-330,-360,-330,50,80,60,80,30,20
617,0,2000,1250,0.01,-360,-324,-360,-330,50,80,50,80,15,0
656,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,20,20
573,0,2000,300,0.01,-799,-235,-600,-595,87.5,78,27,30,20,0
703,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,-40,0
645,0,2000,500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
589,0,2000,1250,0.01,-350,-320,-350,-320,60,70,50,70,20,30
773,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
693,0,2000,1250,0.01,-360,-330,-360,-330,65,80,50,80,20,0
670,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
296,800,1400,1250,0.01,-360,-330,-360,-330,50,75,50,80,10,-20
476,0,1500,1200,0.01,-360,-330,-360,-330,50,80,60,80,0,0
609,0,2000,1200,0.01,-360,-330,-360,-330,50,80,50,70,0,0
593,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,15,-5
604,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,-100,-100
869,0,2000,1250,0.01,-360,-330,-360,-330,60,80,60,80,0,0
601,0,2000,1250,0.01,-400,-376,-380,-340,60,80,40,80,15,15
726,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
617,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,30,-20
674,0,2000,600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
659,0,2000,1250,0.01,-366,-330,-360,-340,50,80,60,80,0,35
331,600,1600,1100,0.01,-360,-330,-360,-330,50,80,60,80,10,0
568,0,1500,1100,0.01,-460,-430,-460,-430,60,90,60,80,29,24
691,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
796,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30000,20000
480,300,1600,1100,0.01,-360,-330,-360,-330,50,80,60,80,10,0
645,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,50,100
618,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
603,0,2000,1700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
640,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,40,40
611,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,50,50
576,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
628,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
652,0,2000,800,0.01,-360,-330,-360,-330,55,80,60,80,30,0
558,0,1500,700,0.01,-360,-330,-360,-330,50,80,60,80,30,20
529,300,2000,900,0.01,-360,-330,-360,-330,50,80,60,80,15,0
697,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,10,-30
657,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,0,10
791,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,15,5
735,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,187.83,401.54
635,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,-360,-330
619,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
764,0,2000,1500,0.01,-360,-330,-360,-330,50,80,50,70,0,0
599,0,2000,1250,0.01,-360,-324,-360,-330,50,80,50,80,50,-50
735,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,10,-10
754,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,11,10
751,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,0,-40
720,0,2000,1250,0.01,-360,-324,-360,-340,50,80,50,70,30,20
755,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,20,-10
657,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
638,0,2000,1250,0.01,-360,-324,-360,-330,50,80,40,70,20,17
572,200,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
860,0,2000,1800,0.01,-400,-424,-360,-390,70,90,60,90,-30,20
764,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,30,20
687,0,2000,700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
680,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
607,0,2000,1250,0.01,-354,-330,-350,-330,60,80,50,70,0,-20
856,0,2000,1250,0.01,-366,-330,-360,-330,50,80,60,90,20,5
658,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
691,0,2000,1250,0.01,-360,-300,-308,-300,-312,80,-312,70,0,-20
604,0,2000,1250,0.01,-360,-330,-360,-330,60,85,50,80,16000,0
565,300,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,30,-20
748,0,2000,1200,0.01,-360,-336,-360,-330,60,80,50,80,30,10
558,200,2000,300,0.01,-360,-330,-360,-330,50,80,60,80,0,0
622,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,50,-20
790,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,30,-20
724,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,-20
596,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,90
643,0,2000,1250,0.01,-360,-330,-354,-330,50,80,60,80,30,-20
684,0,2000,1250,0.01,-360,-330,-360,-330,70,80,60,80,40,20
647,0,2000,600,0.01,-360,-330,-360,-330,50,80,60,80,30,20
227,0,700,1250,0.01,-360,-330,-360,-330,55,80,60,80,15,0
594,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,1200,0
719,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,15,-10
763,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,15
669,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,500,250
811,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
657,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,15000,0
739,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,29,20
584,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
619,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,0
756,0,2000,400,0.01,-360,-330,-360,-330,50,80,60,80,0,0
771,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,30,-20
409,300,1600,400,0.01,-360,-330,-360,-330,50,80,60,80,45,0
658,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
706,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,30,-50
576,0,2000,700,0.01,-260,-235,-600,-595,60,78,27,30,20,0
660,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,40,-20
643,0,2000,1450,0.01,-360,-330,-360,-330,50,80,60,80,0,0
631,0,2000,1100,0.01,-360,-330,-360,-330,50,80,60,80,15,0
629,0,2000,1800,0.01,-360,-330,-360,-330,50,80,50,70,0,0
674,0,2000,1200,0.01,-360,-330,-354,-330,50,80,60,80,-20,-10
720,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
706,0,2000,750,0.01,-360,-330,-360,-330,50,80,60,80,0,0
601,0,2000,1750,0.01,-360,-330,-360,-330,50,80,60,80,0,0
656,0,2000,1700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
731,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
845,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
671,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,12,-2
778,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
619,0,2000,1250,0.01,-366,-330,-360,-340,50,80,60,80,0,25
599,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
713,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,10,-100
982,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
627,0,2000,1250,0.01,-312,-300,-310,-300,50,60,50,60,30,0
631,0,2000,600,0.01,-360,-324,-360,-340,50,80,60,80,-100,-150
751,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,-20
1011,0,2000,1250,0.01,-354,-330,-360,-330,60,80,50,80,30,-20
659,0,2000,900,0.01,-360,-330,-360,-330,50,80,60,80,0,0
723,0,2000,1800,0.01,-400,-424,-360,-390,70,90,60,90,30,-20
675,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
658,0,2000,800,0.01,-360,-324,-360,-340,50,80,50,70,18.267725,-5.9111312
637,0,2000,1250,0.01,-360,-336,-360,-340,30,50,50,70,30,10
590,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
490,0,1500,1000,0.01,-300,-280,-300,-280,50,80,50,70,0,0
717,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,23,20
620,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
677,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,15,-15
641,0,2000,1000,0.01,-366,-330,-360,-330,50,80,60,90,20,20
586,0,2000,500,0.01,-265.47366,-235,-600,-595,-103.9188333,78,27,30,20,0
951,0,2000,1250,0.01,-366,-330,-360,-330,50,80,60,90,30,10
582,0,2000,1000,0.01,-360,-330,-360,-330,55,80,60,80,15,0
626,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,5,-15
594,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
642,0,2000,1250,0.01,-360,-336,-360,-340,30,50,50,70,30,30
642,0,2000,1800,0.01,-360,-330,-360,-330,50,80,60,80,0,0
682,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30000,20000
742,0,2000,1250,0.01,-400,-376,-380,-340,60,80,40,80,18,10
651,0,2000,1400,0.01,-360,-330,-360,-330,50,80,60,80,0,0
862,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
608,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
625,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,-20,30
781,0,2000,1250,0.01,-336,-300,-320,-300,50,80,60,80,30,0
633,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,900,0
639,0,2000,500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
617,0,2000,1250,0.01,-360,-330,-360,-330,-240,-220,-240,-220,0,0
788,0,2000,1450,0.01,-360,-330,-360,-330,50,80,60,80,30,20
644,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
624,0,2000,1250,0.01,-366,-330,-360,-330,50,80,60,90,20,10
636,0,2000,1400,0.01,-360,-330,-360,-330,50,80,50,70,0,0
610,0,2000,1750,0.01,-360,-330,-360,-330,50,80,50,70,0,0
778,0,2000,600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
612,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,15,15
606,0,2000,1600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
624,0,2000,1250,0.01,-360,-330,-360,-330,50,80,30,80,30,20
644,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,-10,-15
624,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,70,0
591,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
731,0,2000,1250,0.01,-360,-330,-354,-330,50,80,60,80,0,-10
759,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,25,20
692,0,2000,1250,0.01,-366,-330,-360,-330,50,80,60,90,20,15
629,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,1500,800
545,300,2000,700,0.01,-360,-330,-360,-330,50,80,60,80,30,20
658,0,2000,1250,0.01,-360,-330,-360,-330,60,80,50,80,45,30
631,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
962,0,3200,1250,0.01,-420,-408,-440,-436,50,60,50,55,0,0
577,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,50,50
757,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,30,-100
765,0,2000,1750,0.01,-360,-330,-360,-330,50,80,60,80,0,0
616,0,2000,900,0.01,-360,-330,-360,-330,50,80,60,80,0,0
524,0,1750,1350,0.01,-325,-300,-325,-300,50,80,50,70,0,0
657,0,2000,1200,0.01,-360,-330,-360,-330,50,80,60,80,-90,-60
811,0,2000,1250,0.01,-400,-376,-380,-340,60,80,40,80,16,10
57,0,2000,1250,1,-360,-330,-360,-330,50,80,60,80,30,20
592,0,2000,1250,0.01,-360,-1630,-360,-330,50,80,50,70,1000,0
712,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
659,0,2000,1200,0.01,-360,-330,-360,-330,50,80,60,80,10,30
610,0,2000,600,0.01,-360,-330,-360,-330,55,80,60,80,15,0
633,0,2000,1400,0.01,-360,-330,-360,-330,50,80,60,80,0,0
702,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,10000,20000
662,0,2000,1100,0.01,-360,-330,-360,-330,50,80,60,80,0,0
808,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
668,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
755,0,2000,900,0.01,-360,-330,-360,-330,50,80,60,80,0,0
668,0,2000,1000,0.01,-360,-330,-360,-330,50,80,50,70,30,10
630,0,2000,1600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
643,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,1000,2000
718,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,21,21
840,0,2000,1250,0.01,-360,-330,-360,-330,50,80,55,80,50,50
668,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,50,10
619,0,2000,600,0.01,-360,-324,-360,-340,50,80,60,80,50,0
635,0,2000,1700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
701,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
590,0,2000,1250,0.01,-380,-330,-335,-330,50,80,50,70,0,0
834,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,-20
610,0,2000,800,0.01,-360,-330,-360,-330,50,80,60,80,0,0
649,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
747,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,30,-10
611,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,20,10
567,0,1800,1200,0.01,-300,-320,-300,-320,50,80,50,70,0,0
665,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
654,0,2000,1250,0.01,-360,-330,-360,-330,60,85,50,80,36,4
887,0,2000,1250,0.01,-366,-330,-360,-330,50,80,60,90,20,15
798,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,40
617,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,30,20
574,0,2000,900,0.01,-177.9517,-235,-600,-595,-99.91883333,78,27,30,20,0
685,0,2000,900,0.01,-360,-330,-360,-330,50,80,60,80,30,20
651,0,2000,1200,0.01,-360,-330,-360,-330,50,80,60,80,0,0
608,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,1500,100
609,0,2000,1250,0.01,-400,-376,-380,-340,60,80,40,80,30,10
619,0,2000,1750,0.01,-360,-330,-360,-330,50,80,60,80,0,0
595,0,2000,1100,0.01,-366,-330,-340,-330,50,80,60,80,5,-2
682,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,16,10
848,0,2000,1250,0.01,-360,-324,-360,-330,50,80,50,80,30,-30
767,0,2000,1100,0.01,-366,-330,-340,-330,50,80,60,80,5,10
628,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,50,-15
565,200,2000,1700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
636,0,2000,750,0.01,-360,-330,-360,-330,50,80,50,70,0,0
640,0,2000,600,0.01,-360,-324,-360,-340,50,80,50,70,60,10
612,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
600,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
655,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,0,-15
636,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
627,0,2000,1250,0.01,-360,-330,-360,-330,60,85,50,80,38441,6441
1068,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
729,0,2000,1250,0.01,-360,-324,-360,-340,50,80,60,80,30,-20
622,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,-330,0
646,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
701,0,2000,1250,0.01,-384,-360,-360,-330,70,90,50,80,-20,30
769,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
597,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
684,0,2000,1250,0.01,-360,-330,-360,-330,50,75,60,90,0,30
108,800,1000,900,0.01,-360,-330,-360,-330,50,80,60,80,0,0
696,0,2000,1800,0.01,-360,-330,-360,-330,50,80,60,80,0,0
681,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,10,-40
813,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,10,-20
927,0,2000,1250,0.01,-360,-330,-360,-330,50,75,60,90,30,-20
731,0,2000,1400,0.01,-360,-330,-360,-330,50,80,60,80,0,0
688,0,2000,1000,0.01,-360,-330,-360,-330,50,80,50,70,100,0
1001,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
419,300,1600,400,0.01,-360,-330,-360,-330,50,80,60,80,20,0
733,0,2000,900,0.01,12,10,13,12,10,7.23,13,10,0,0
644,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
802,0,2000,1250,0.01,-366,-330,-360,-330,50,80,60,90,10,5
557,0,2000,300,0.01,-264701.7,-235,-600,-595,103.92,78,27,30,20,0
652,0,2000,1600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
697,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,30,20
585,0,2000,1100,0.01,-360,-330,-360,-330,50,80,60,80,0,0
631,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,-20
616,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30000,20000
589,0,2000,1100,0.01,-300,-270,-360,-330,55,80,50,80,10,3
745,0,2000,750,0.01,-360,-330,-360,-330,50,80,50,70,0,0
691,0,2000,1750,0.01,-360,-330,-360,-330,50,80,60,80,30,20
725,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
627,0,2000,1100,0.01,-360,-330,-360,-330,50,75,50,80,10,0
659,0,2000,850,0.01,-360,-330,-360,-330,50,80,60,80,0,0
717,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30000,20000
714,0,2000,1250,0.01,-360,-324,-360,-330,50,80,50,80,30,-30
616,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
627,0,2000,1750,0.01,-360,-330,-360,-330,50,80,60,80,0,0
604,0,2000,1250,0.01,-360,-330,-360,-330,60,80,50,80,30,-20
623,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,10,-80
715,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,40,20
768,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
690,0,2000,1250,0.01,-360,-330,-354,-330,50,80,60,80,10,20
728,0,2000,1200,0.01,-360,-330,-354,-330,50,80,60,80,20,20
592,0,2000,1250,0.01,-390,-330,-340,-330,50,80,50,70,0,0
442,300,1600,1000,0.01,-360,-330,-360,-330,50,80,60,80,15,-5
658,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
586,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
613,0,2000,1270,0.01,-360,-330,-360,-330,50,80,60,80,0,0
671,0,2000,250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
756,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,22,22
575,0,2000,700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
674,0,2000,1450,0.01,-360,-330,-360,-330,50,80,60,80,0,0
611,0,2000,1100,0.01,-354,-330,-360,-330,50,70,50,80,-30,20
720,0,2000,1250,0.01,-366,-330,-350,-330,50,80,60,80,20,20
790,0,2000,1250,0.01,-360,-330,-360,-330,60,85,50,80,30,10
723,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,0,20
640,0,2000,1100,0.01,-366,-330,-340,-330,50,80,60,80,15,-2
722,0,2000,1000,0.01,-360,-330,-360,-330,55,80,45,80,20,-20
629,0,2000,1250,0.01,-360,-324,-360,-330,50,80,40,70,20,-10
636,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,500,1000
750,0,2000,1250,0.01,-336,-300,-320,-300,50,80,60,80,30,5
892,0,2000,1250,0.01,-500,-470,-500,-470,130,170,150,170,0,0
723,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,26,20
662,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,20
587,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
5,100,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
868,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,30,20
746,0,2000,100,0.01,-360,-330,-360,-330,50,80,60,80,0,0
777,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
774,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,30,0
730,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,14,10
609,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,200,100
719,0,2000,700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
620,0,2000,1500,0.01,-360,-330,-360,-330,50,80,50,70,0,0
613,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,-30
630,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,20,-30
675,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,20,-20
811,0,2000,1750,0.01,-360,-330,-360,-330,50,80,50,70,0,0
627,0,2000,1750,0.01,-360,-330,-360,-330,50,80,50,70,0,0
705,0,2000,1200,0.01,-360,-330,-360,-330,60,80,50,80,60,10
573,0,2000,300,0.01,-260,-235,-600,-598,60,78,27,30,20,0
662,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
643,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
651,0,2000,1300,0.01,-360,-330,-360,-330,50,80,60,80,0,0
688,0,2000,1250,0.01,-360,-324,-360,-340,50,80,50,70,30,20
579,0,1500,1100,0.01,-342,-330,-340,-330,70,80,70,80,0,15
571,0,2000,500,0.01,-236.02366,-235,-600,-595,-102.58,78,27,30,20,0
607,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
667,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,0,0
606,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
741,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,30,20
584,0,2000,600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
694,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,40,-10
830,0,2000,1100,0.01,-360,-330,-360,-330,-300,-275,-360,-330,30,-20
651,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,10,-70
641,0,2000,1100,0.01,-360,-330,-360,-330,50,80,50,70,0,0
744,0,2000,750,0.01,-360,-330,-360,-330,50,80,60,80,-10,0
825,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
603,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
607,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,30
731,0,2000,1250,0.01,-360,-330,-360,-330,60,80,50,80,0,0
665,0,2000,1250,0.01,-360,-324,-360,-330,50,80,40,70,10,-10
589,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,1500,0
733,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,-15,-20
761,0,2000,1250,0.01,-12,-12,-10,-10,10,10,10,10,15,0
694,0,2000,1100,0.01,-360,-330,-360,-330,50,80,60,80,15,-10
622,0,2000,1100,0.01,-366,-330,-340,-330,50,80,60,80,3,-2
713,0,2000,750,0.01,-360,-330,-360,-330,50,80,60,80,0,0
622,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,30000,20000
642,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,-20
331,900,1300,1250,0.01,-360,-330,-360,-330,50,75,50,80,-30,-20
760,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,0,-70
614,0,2000,700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
836,0,2000,1250,0.01,-360,-330,-360,-330,100,60,70,40,0,0
710,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,10,-10
607,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
662,0,2000,1000,0.01,-366,-330,-360,-330,50,80,60,80,0,20
744,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
591,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
648,0,2000,1250,0.01,-400,-376,-380,-340,60,80,40,80,50,40
601,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,5,1
617,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,1,5
