runtime,in01,in02,in03,in04,in05,in06,in07
261,143,1.5,0.7,0.0015,0,1,0
256,9.473684211,1.5,0.8,0.0015,0.001,0.7,0
242,50,1.5,0.8,0.0015,0.001,1,0
256,48.69,1.5,0.8,0.0015,0.001,1,0
237,41,1,1,0.0015,0,1,0
217,25.68421053,1,1,0.0015,0,1,0
263,100,1.5,0.8,0.0015,0,1,0
234,96.74,1.5,0.8,0.0015,0,1,0
245,32.5,1.5,0.8,0.0015,0.0005,1,0
240,48.43,1.5,0.8,0.0015,0.001,1,0
248,48.36792,1.5,0.8,0.0015,0,1,0
241,48.85,1.5,0.8,0.0015,0.001,1,0
376,48.4,1.5,0.8,0.0015,0,1,0
6,48.58366449,1.5,0.8,0.0015,0.005,1,0
234,145.1017895,1.5,0.8,0.0015,0,1,0
257,49.2,1.5,0.8,0.0015,0.002,1.5,0
264,40,1.5,0.8,0.0015,0.001,0.0075,0
221,48.693,1.5,0.8,0.0015,0.001,1,0
267,49,1.5,0.8,0.0015,0.001,1,0
14760,1,1.5,0.8,0.0015,0,1,0
312,49.4,1.5,0.8,0.0015,0,1,0
292,46.2,1.5,0.8,0.0015,0.001,1,0
254,36.55,1.5,0.8,0.0015,0.002,1,0
247,48.15789474,1.5,0.8,0.0015,0,0.01,0
297,49,1.5,0.8,0.0015,0,1,0
296,145.5,1.5,0.8,0.0015,0,1,0
249,57,1.5,0.8,0.0015,0.001,1,0
235,90,1.5,0.8,0.0015,0.005,1,0
3,46.26315789,1.5,0.8,0.0015,0,1,0
224,52.63157895,1.5,0.8,0.0015,0.001,100,0
248,149.6,1.5,0.8,0.0015,0,1,0
4,96.68,1.5,0.8,0.0015,0,1,0
254,96.6,1.5,0.8,0.0015,0,1,0
267,49,1.5,0.8,0.0015,0.0005,1,0
241,48.372,1.5,0.8,0.0015,0,1,0
260,70,1.5,0.8,0.0015,0.001,1,0
242,144.15,1.5,0.8,0.0015,0,1,0
236,48,1.5,0.8,0.0015,0.01,1,0
229,6.6,1.5,0.8,0.0015,0.002,100,0
224,43.3,1.5,0.8,0.0015,0.003,1,0
250,49,1.5,0.8,0.0015,0.001,1,0
263,45.52631579,1.5,0.8,0.0015,0,1,0
249,48.09,1.5,0.8,0.0015,0.001,1,0
238,49.5,1.5,0.8,0.0015,0.002,1,0
267,46.2,1.5,0.8,0.0015,0.002,1,0
281,48.37,1.5,0.8,0.0015,0.002,1,0
256,48.36791053,1.5,0.8,0.0015,0,1,0
220,48.4,1.5,0.8,0.0015,0.001,1,0
284,48.68421053,1.5,0.8,0.0015,0,1,0
290,48,1.5,0.8,0.0015,0.01,0.0000001,0
265,73.68421053,1,0.8,0.0015,0,1,0
244,49.3,1.5,0.8,0.0015,0.001,1,0
226,43.15789474,1.5,0.8,0.0015,0.001,1,0
278,178.9473684,1.5,0.8,0.0015,0.001,1,0
243,46.42105263,1.5,0.8,0.0015,0.001,0.0000001,0
255,60,1.5,0.8,0.0015,0,1,0
227,7.4,1.5,0.8,0.0015,0.001,1,0
194,48.47,1.5,0.8,0.0015,0.001,0.00075,0
258,78.94736842,1.5,1,0.0015,0,1,0
218,48.36798305,1.5,0.8,0.0015,0.1,1,0
272,145.3842105,1.5,0.8,0.0015,0,1,0
224,144,1.5,0.8,0.0015,0,1,0
253,89.47368421,1.5,0.8,0.0015,0.001,1,0
253,50,1.5,0.8,0.0015,0,7,0
274,47.1,1.5,0.8,0.0015,0.002,1,0
304,18,1.5,0.8,0.0015,0,1,0
277,47.4,1.5,0.8,0.0015,0.002,1,0
240,145.11,1.5,0.8,0.0015,0,1,0
341,48.93,1.5,0.8,0.0015,0.001,1,0
307,580,1.5,0.8,0.0015,0,1,0
233,16,1.5,0.8,0.0015,0.01,1,0
316,30,1.5,0.8,0.0015,0.001,1,0
286,146.7,1.5,0.8,0.0015,0,1,0
265,49.286,1.5,0.8,0.0015,0.001,1,0
10,0,1.5,0.8,0.0015,0.001,1,0
250,47.20815,1.5,0.8,0.0015,0.002,1,0
266,40.5,1.5,0.8,0.0015,0.002,1,0
321,51.4,1.5000001,0.8,0.0015,0.1,1,0
249,65,1.5,0.8,0.0015,0.001,10,0
343,50.8,1.5,0.8,0.0015,0.003,1,0
3,48.36798305,1.5,0.8,0.0015,0.001,1,0
260,100,1.5,0.8,0.0015,0,5,0
290,49.84210526,1.5,0.8,0.0015,0.001,1,0
285,48.36105556,1.5,0.8,0.0015,0.001,1,0
243,48.1,1.5,0.8,0.0015,0.001,0.01,0
247,96.736,1.5,0.8,0.0015,0,0.0001,0
215,48.94736842,1.5,0.8,0.0015,0.001,1,0
306,145.1,1.5,0.8,0.0015,0,0.1,0
272,96.7,1.5,0.8,0.0015,0,1,0
240,48.3716,1,1,0.0015,0,1,0
9,48.93485,1.5,0.8,0.0015,0.001,1,0
208,49,1.5,0.8,0.0018,0,10,0
293,48.5,1.5,0.8,0.0015,0.001,1,0
261,195.1,1,1,0.0015,0,1,0
281,48.31,1.5,0.8,0.0015,0.002,1,0
287,7.6,1.5,0.8,0.0015,0,1,0
241,48.5,1.5,0.8,0.0015,0.002,1,0
275,48,1.5,0.8,0.0015,0.1,1,0
247,144.6,1.5,0.8,0.0015,0,0.3,0
261,7.7,1.5,0.8,0.0015,0,10,0
301,200,1.5,0.8,0.0015,0,1,0
3,47.7,1.5,0.8,0.0015,0.001,1,0
4,48.77777778,1.5,0.8,0.0015,0.005,1,0
305,52,1.5,0.8,0.0015,0.001,1,0
326,145.2,1.5,0.8,0.0015,0,1,0
268,48.32,1.5,0.8,0.0015,0.001,1,0
259,65,1.5,0.8,0.0015,0,1,0
248,46.5,1.5,0.8,0.0015,0.001,1,0
233,39.42063158,1.5000001,0.8,0.0015,0.001,1,0
258,144,1.5,0.8,0.0015,0,1,0
316,30.53684211,1.5,0.8,0.0015,0,1,0
261,48.36,1.5,0.8,0.0015,0,0.01,0
310,48.36718421,1.5,0.8,0.0015,0.001,1,0
323,48.35,1.5,0.8,0.0015,0.001,1,0
270,241.5,1.5,0.8,0.0015,0,1,0
278,48.5,1.5,0.8,0.0015,0.001,1,0
223,48.37,1.5,0.8,0.0015,0,0.02,0
266,7.698003589,1.5,0.8,0.0015,0,100,0
4,48.6,1.5,0.8,0.0015,0.001,1,0
230,96.5,1.5,0.8,0.0015,0.001,4,0
262,48.375,1.5,0.8,0.0015,0.002,1,0
228,36.26789474,2,0.8,0.0015,0,1,0
394,47.35315789,1.5,0.8,0.0015,0.002,1,0
262,96.73591579,1.5,0.8,0.0015,0,1,0
264,47.4,1.5,0.8,0.0015,0.001,1,0
258,49,1.5,0.8,0.0015,0,1,0
305,55,6,0.8,0.0015,0,1,0
219,96.735,1.5,0.8,0.0015,0,0.001,0
240,48.668,1.5,0.8,0.0015,0.001,1,0
239,96,1.5,0.8,0.0015,0,1,0
421,42.57852632,1.5,0.8,0.0015,0.001,1,0
208,60,1,1,0.0015,0,10,0
259,75,1.5,0.8,0.0015,0.001,1,0
305,144.9736842,1.5,0.8,0.0015,0,1,0
284,48.4,1.5,0.8,0.0015,0.002,1,0
375,49,1.5,0.8,0.006,0,1,0
224,48.2,1.5,0.8,0.0015,0,1,0
290,48,1.5,0.8,0.0015,0.001,1,0
315,40,1.5,0.8,0.0015,0.01,1,0
5,560,1.5,0.8,0.0015,0,1,0
258,150,1.5,0.8,0.0015,0,1,0
259,48.5,1.5,0.8,0.0015,0.001,1,0
247,50,1.5,0.8,0.0015,0,1,0
256,23.0945,1.5,0.8,0.0015,0,1,0
309,48.73684211,1.5,0.8,0.0015,0.001,1,0
251,48.9,1.5,0.8,0.0015,0.003,1,0
239,144.2,1,1,0.0015,0,1,0
232,47.55,1.5,0.8,0.0015,0.001,1,0
310,48.36796,1.5,0.8,0.0015,0.001,1,0
285,48.16,1.5,0.8,0.0015,0.001,0.01,0
270,54,1.5,0.8,0.0015,0.001,0.0075,0
270,82.09736842,1.5,0.8,0.0015,0.001,1,0
292,47,1.5,0.8,0.0015,0.001,1,0
240,26,1,1,0.0015,0,1,0
6,7.73,1.5,0.8,0.0015,0.001,1,0
100,47.3,1.5,0.8,0.0015,0.002,1,0
252,96.6,1.5,0.8,0.0015,0,1,0
331,48.55,1.5,0.8,0.0015,0,1,0
218,16.6,1.5,0.8,0.0015,0,1,0
274,47.49997625,1.5,0.8,0.0015,0.001,1,0
233,46.6,1.5,0.8,0.0015,0.001,1,0
248,48.2,1.5,0.8,0.0015,0.001,1,0
347,48.47368421,1.5,0.8,0.0015,0,0.01,0
229,48.8,1.5,0.8,0.0015,0.001,1,0
216,60,1.5,0.8,0.0015,0.001,1,0
293,48,1.5,0.8,0.0015,0,1,0
315,145.07,1.5,0.8,0.0015,0,1,0
260,55,1.5,0.8,0.0015,0.001,1,0
4,0,1.5,0.8,0.0015,0,1,0
241,25.73684211,1,1,0.0015,0,1,0
4,37.4,1.5,0.8,0.0015,0.001,1,0
254,109,1.5,0.8,0.0015,0.01,1,0
3,48,1.5,0.8,0.0015,0,1,0
229,48.36798305,1.5,0.8,0.0015,0,1,0
287,48.1,1.5,0.8,0.0015,0.002,1,0
235,48.5,1.5,0.8,0.0015,0.007,1,0
352,113.1578947,1.5,0.8,0.0015,0.001,1,0
312,48.5,1.5,0.8,0.0015,0.001,1,0
261,48.2,1.5,0.8,0.0015,0.001,1,0
276,48.34,1.5,0.8,0.0015,0,1,0
293,48.367975,1.5,0.8,0.0015,0.001,1,0
227,145.1041684,15,0.8,0.0015,0,1,0
243,48,1.5,0.8,0.0015,0.001,0.0000001,0
223,48.34,1.5,0.8,0.0015,0,1,0
4,48.3731,1.5,0.8,0.0015,0,1,0
695,60,1,1,0.0015,0,1,0
232,47.65263158,1.5,0.8,0.0015,0.002,1,0
262,48.26315789,1.5,0.8,0.0015,0,1,0
219,60,1.5,0.8,0.0015,0.002,1,0
279,95.96315789,1.5,0.8,0.0015,0,1,0
257,36.15105263,2,0.8,0.0015,0,1,0
395,3747.368421,1,0.8,0.0015,0,1,0
7,48.7,1.5,0.8,0.0015,0.001,1,0
270,145.5052632,1.5,0.8,0.0015,0.001,1,0
332,48.56,1.5,0.8,0.0015,0.001,0.01,0
317,43,1.5,0.8,0.0015,0.001,1,0
349,5,1.5,0.8,0.0015,3,1,0
232,145.01,1,1,0.0015,0,1,0
3241,96.37368421,1.5,0.8,0.0015,0.001,1,0
283,170,1.5,0.8,0.0015,0,1,0
5,47.3,1.5,0.8,0.0015,0.002,1,0
273,7.6,1.5,0.8,0.0015,0,1,0
254,90,1.5,0.8,0.0015,0,1,0
234,47.3,1.5,0.8,0.0015,0.005,1,0
6,48.4,1.5,0.8,0.0015,0,1,0
261,40,1.5,0.8,0.0015,0,1,0
243,49,1.5,0.8,0.0015,0,1,0
263,46.31578947,1.5,0.8,0.0015,0,1,0
223,17,1.5,0.8,0.0015,0,10,0
273,48.25,1.5,0.8,0.0015,0.001,1,0
310,48,1.5,0.8,0.0015,0,1,0
234,46.3,1.5,0.8,0.0015,0.001,1,0
213,47.2,1.5,0.8,0.0015,0,0.3,0
266,96.73592632,1.5,0.8,0.0015,0,1,0
972,48.59473684,1.5,0.8,0.0015,0.0005,1,0
298,47,1.5,0.8,0.0015,0,1,0
229,70,1.5,0.8,0.0015,0,1,0
280,46.5,1.5,0.8,0.0015,0,1,0
244,48.3783,1.5,0.8,0.0015,0,1,0
226,48.6,1.5,0.8,0.0015,0.001,1,0
276,47.75,1.5,0.8,0.0015,0.001,0.01,0
5,48.02631579,1.5,0.8,0.0015,0.00125,1,0
285,100,1.5,0.8,0.0015,0,1,0
258,75,1.5,0.8,0.0015,0.001,1,0
238,29.52631579,1.5,0.8,0.0015,0,1,0
247,49.24789474,1.5,0.8,0.0015,0.0015,1,0
5,48.3756,1.5,0.8,0.0015,0,1,0
257,7.708,1.5,0.8,0.0015,0,1,0
255,48.4,1.5,0.8,0.0015,0.001,1,0
354,47.78995,1.5,0.8,0.0015,0.001,1,0
258,48.3645,1.5,0.8,0.0015,0.001,1,0
225,46.9,1.5,0.8,0.0015,0.001,1,0
251,8.421052632,1.5,0.8,0.0015,0,1,0
251,145.1038,1.5,0.8,0.0015,0,1,0
255,48.93655556,1.5,0.8,0.0015,0.001,1,0
270,46,1.5,0.8,0.0015,0.003,1.5,0
259,48.6,1.5,0.8,0.0015,0.003,1,0
4,0,1.5,0.8,0.0015,0.001,1,0
279,141.6315789,1.5,0.8,0.0015,0.001,1,0
218,48.3,1.5,0.8,0.0015,0,1,0
218,96.7,1.5,0.8,0.0015,0,1,0
248,7.698,1.5,0.8,0.0015,0,1,0
286,74.51052632,1,0.8,0.0015,0,1,0
311,1619.691967,1.5,0.8,0.0015,0,1,0
231,97.8359661,1.5,0.8,0.0015,0.001,1,0
312,48.4678,1.5,0.8,0.0015,0.001,1,0
230,49.73684211,1.5,0.8,0.0015,0,1,0
260,48.8,1.5,0.8,0.0015,0.001,1,0
293,48.8,1.5,0.8,0.0015,0.002,1,0
6,48.368,1.5,0.8,0.0015,0,1,0
236,60,1,1,0.0015,0,0.01,0
222,300,1.5,0.8,0.0015,0.001,1,0
275,48.36798304,1.5,0.8,0.0015,0,0.5,0
278,30,1.5,0.8,0.0015,0.001,1,0
297,48.32105263,1.5,0.8,0.0015,0,1,0
271,48.37157895,1.5,0.8,0.0015,0,1,0
256,0.473684211,1.5,0.8,0.0015,0,0.0000001,0
365,95.63157895,1.5,0.8,0.0015,0.001,1,0
222,60,1.5,0.8,0.0015,0.001,1,0
257,99.85,1.5,0.8,0.0015,0,1,0
282,80,1.5,0.8,0.0015,0.002,1,0
311,49.05263158,1.5,0.8,0.0015,0.1,1,0
372,47.72,1.5,0.8,0.0015,0.002,1,0
3,49.6,1.5,0.8,0.0015,0.005,1,0
223,14,1.5,0.8,0.0015,0.002,1,0
231,54.5,1.5,0.8,0.0015,0.002,1,0
324,48.17894737,1.5,0.8,0.0015,0,1,0
260,25,30,0.8,0.0015,0,1,0
231,141,1.5,0.8,0.0015,0,1,0
291,7.691,1.5,0.8,0.0015,0,1,0
400,47.4,1.5,0.8,0.0015,0.001,1,0
245,53.37,1.5,0.88,0.0015,0,1,0
218,145.11,1.5,0.8,0.0015,0,1,0
361,46.09,1.5,0.8,0.0015,0.001,1,0
241,145.103948,1.5,0.8,0.0015,0,1,0
335,145.103949,1.5,0.8,0.0015,0,1,0
288,47.3,1.5,0.8,0.0015,0.001,1,0
286,47,1.5,0.8,0.0015,0.001,1,0
267,49,1.5,0.8,0.0015,0.001,1,0
230,96.736,1.5,0.8,0.0015,0,0.00002,0
291,49.368,1.5,0.8,0.0015,0.001,1,0
341,51.5,1.5,0.8,0.0015,0.001,1,0
347,47.7,1.5,0.8,0.0015,0.002,1,0
235,48.16,1.5,0.8,0.0015,0,1,0
234,38,1.5,0.8,0.0015,0.001,1,0
293,47.262,1.5,0.8,0.0015,0.1,5,5
238,6.6,1.5,0.8,0.0015,0.003,100,0
249,47.5,1.5,0.8,0.0015,0.001,1,0
254,47,1.5,0.8,0.0015,0.001,1,0
219,109.5,1.5,0.8,0.0015,0,1,0
320,24.18399152,1.5,0.8,0.0015,0,1,0
247,90,1.5,0.8,0.0015,0.001,1,0
236,145.04,1.5,0.8,0.0015,0,1,0
381,45,1.5,0.8,0.0015,0,1,0
386,48,1.5,0.8,0.0015,0.05,1,0
257,7.631578947,1.5,0.8,0.0015,0,1,0
263,49,1.5,0.8,0.0015,0.001,1,0
263,15,1.5,0.8,0.0015,0.0005,1,0
257,48.7,1.5,0.8,0.0015,0.001,0.5,0
217,53,1.5,0.8,0.0015,0,1,0
242,48.3,1.5,0.8,0.0015,0.001,1,0
75,42.62473684,1.5,0.8,0.0015,0,1,0
3393,34,1.5,0.8,0.0015,0.001,1,0
234,44.6,1.5,0.8,0.0015,0.002,1,0
244,41.89952632,1.5,0.8,0.002,0,1,0
246,49.52631579,1.5,0.8,0.0015,0,1,0
289,48.4,1.5,0.8,0.0015,0,1,0
237,49.89473684,1.5,0.8,0.0015,0.001,0.0000001,0
365,7.57,1.5,0.8,0.0015,0.001,1,0
235,47.65,1.5,0.8,0.0015,0.001,1,0
285,96,1.5,0.8,0.0015,0.003,1,0
218,104,1.5,0.8,0.0015,0.02,1,0
341,48.36828947,1.5,0.8,0.0015,0.001,1,0
120,49.6,1.5,0.8,0.0015,0.001,1,0
244,49.7,1.5,0.8,0.0015,0,1,0
253,124.29,1.5,0.8,0.0015,0.001,1,0
292,48.34631579,1.5,0.8,0.0015,0,0.00075,0
273,96.46,1.5,0.8,0.0015,0,1,0
248,41.05263158,1.5,0.8,0.0015,0.001,1,0
226,80,1.5,0.8,0.0015,0.101,1,0
281,48.368,1.5,0.8,0.0015,0,0.000075,0
232,50.73684211,1.5,0.8,0.0015,0.001,1,0
238,48.27894737,1.5,0.8,0.0015,0,1,0
221,145.106,1.5,0.8,0.0015,0,1,0
256,99.1,1,1,0.0015,0,1,0
411,48.5,1.5,0.8,0.0015,0,1,0
253,48.52105263,1.5,0.8,0.0015,0,1,0
220,42.5,1.5,0.8,0.0015,0.001,1,0
250,14,1.5,0.8,0.0015,0,1,0
293,49.25,1.5,0.8,0.0015,0,1,0
272,48.22,1.5,0.8,0.0015,0.1,1,0
287,48.37,1.5,0.8,0.0015,0.003,1,0
290,94.8,1.5,0.8,0.0015,0,1,0
220,145.105,1.5,0.8,0.0015,0,1,0
287,48.7,1.5,0.8,0.0015,0.001,1,0
241,10,1.5,0.8,0.0015,0,1,0
250,95.5,1.5,0.8,0.0015,0.001,1,0
262,51,1.5,0.8,0.0015,0,1,0
248,8947.368421,1.5,0.8,0.0015,0.001,0.00002,0
255,3684.210526,1.5,0.8,0.0015,0,1,0
237,48.27,1.5,0.8,0.0015,0.001,1,0
5,47.1,1.5,0.8,0.0015,0,1,0
282,48.32789474,1.5,0.8,0.0015,0.001,1,0
306,41,1.5,0.8,0.0015,0,1,0
5,161.9047619,1.5,0.8,0.0015,0.001,1,0
293,15,1.5,0.8,0.0015,0,1,0
4,96.6,1.5,0.8,0.0015,0.003,1,0
280,48.15789474,1.5,0.8,0.0015,0.001,1,0
5,72.51088421,1,0.8,0.0015,0,1,0
223,48.4,1.5,0.8,0.0015,0.001,1,0
311,48.06,1.5,0.8,0.0015,0.001,1,0
267,48.37,1.5,0.8,0.0015,0,1,0
261,150,1.5,0.8,0.0015,0.001,1,0
249,96,1.5,0.8,0.0015,0,10,0
222,47.6963,1.5,0.8,0.0015,0.002,1,0
6,36.24631579,2,0.8,0.0015,0,1,0
288,49.02842105,1.5,0.8,0.0015,0.001,1,0
260,147,1.5,0.8,0.0015,0,1,0
338,96.74,1.5,0.8,0.0015,0,0.001,0
301,48.665,1.5,0.8,0.0015,0,1,0
284,47.6,1.5,0.8,0.0015,0.002,1.5,0
226,48.44,1,1,0.0015,0,1,0
258,161.6710474,1,1,0.0015,0.01,1,0
230,95,1.5,0.8,0.0015,0.002,1,0
247,146.05,1.5,0.8,0.0015,0,1,0
285,47.2,1.5,0.8,0.0015,0.001,1,0
223,41.57894737,1.5,0.8,0.0015,0.001,1,0
298,76,1.5,0.8,0.0015,0,1,0
224,45,1.5,0.8,0.0015,0.1,1,0
5,145.103948,1.5,0.8,0.0015,0,1,0
364,48.36,1.5,0.8,0.0015,0,1,0
278,48.3645,1.5,0.8,0.0015,0.002,1,0
249,50.008,1.5,0.8,0.0015,0,1,0
234,49.47368421,1.5,0.8,0.0015,0.002,1,0
3,48.95,1.5,0.8,0.0015,0.003,1,0
276,48.25,1.5,0.8,0.0015,0.01,1,0
233,101,1.5,0.8,0.0015,0,1,0
253,145.0910526,1.5,0.8,0.0015,0,1,0
262,144.9,1.5,0.8,0.0015,0,2,0
220,44.8,1.5,0.8,0.0015,0.001,1,0
247,37,1.5,0.8,0.0015,0.001,1,0
343,72.3,1,0.8,0.0015,0,1,0
247,43,1.5,0.8,0.0015,0.001,1,0
300,460,1.5,0.8,0.0015,0,1,0
275,49.5,1.5,0.8,0.0015,0,1,0
448,47.867,1.5,0.8,0.0015,0.001,1,0
260,145.05,1.5,0.8,0.0015,0,1,0
250,4768.421053,1.5,0.8,0.0015,0,1,0
261,48.91052632,1.5,0.8,0.0015,0.0005,1,0
246,49.386,1.5,0.8,0.0015,0.002,1,0
266,45,1.5,0.8,0.0015,0.001,1,0
234,10.52631579,1.5,0.8,0.0015,0,1,0
235,48.39736842,1.5,0.8,0.0015,0.001,1,0
216,41.88108421,1.5,0.6,0.0015,0,1,0
15918,4,1.5,0.8,0.0015,0,1,0
310,84.21052632,1.5,0.8,0.0015,0.001,1,0
227,55,1.5,0.8,0.0015,0,1,0
2996,144.8,1.5,0.8,0.0015,0.001,1,0
253,49.98,1.5,0.8,0.0015,0,1,0
226,49.36,1.5,0.8,0.0015,0.002,1,0
4,48.37,1.5,0.8,0.0015,0,1,0
250,7.698,1.5,0.8,0.0015,0.001,1,0
269,48.84210526,1.5,0.8,0.0015,0.002,1,0
264,48,1.5,0.8,0.0015,0.003,1,0
271,96.51052632,1.5,0.8,0.0015,0,1,0
269,48,1.5,0.8,0.0015,0.001,1,0
4,0,1.5,0.8,0.0015,0,1,0
394,3,1,1,0.0015,0,1,0
241,48.4,1.5,0.8,0.0015,0.001,0.0000001,0
236,59.25014211,1.5,0.8,0.001,0,1,0
260,49,1.5,0.8,0.0015,0,1,0
319,95.7,1.5,0.8,0.0015,0.001,1,0
269,50,1.5,0.8,0.0015,0,1,0
374,48.367983,1.5,0.8,0.0015,0,1,0
218,23.094,1.5,0.8,0.0015,0,1,0
228,113,1.5,0.8,0.0015,0,1,0
6,49.48421053,1.5,0.8,0.0015,0.002,1,0
236,144.94,1.5,0.8,0.0015,0,1,0
257,96.75,1,1,0.0015,0,1,0
258,145.05,1.5,0.8,0.0015,0,1,0
293,48.3794,1.5,0.8,0.0015,0,1,0
302,96.35263158,1.5,0.8,0.0015,0,1,0
313,47,1.5,0.8,0.0015,0.002,1,0
276,300,1.5,0.8,0.0015,0,1,0
311,7.63,1.5,0.8,0.0015,0,1,0
234,50,1.5,0.8,0.0015,0.007,1,0
264,48.57894737,1.5,0.8,0.0015,0,1,0
224,46,1.5,0.8,0.0015,0,1,0
240,48.65,1.5,0.8,0.0015,0.001,1,0
285,48.5,1.5,0.8,0.0015,0.001,1,0
247,47.89473684,1.5,0.8,0.0015,0,1,0
235,60,1.5,0.8,0.0015,0.001,1,0
217,47.67,1.5,0.8,0.0015,0.001,1,0
244,144.8,1.5,0.8,0.0015,0,1,0
328,149,1.5,0.7,0.0015,0,1,0
3,48.35,1.5,0.8,0.0015,0.001,1,0
233,51.2,1.5,0.8,0.0015,0.005,1,0
308,147,1.5,0.8,0.0015,0,1,0
283,48.36,1.5,0.8,0.0015,0.002,1,0
218,48.7,1.5,0.8,0.0015,0.005,1,0
268,144.4,1.5,0.8,0.0015,0,1,0
269,48.374,1.5,0.8,0.0015,0.001,1,0
326,47.7,1.5,0.8,0.0015,0.002,1,0
290,48.37,1.5,0.8,0.0015,0,1,0
260,49.4,1.5,0.8,0.0015,0.003,1,0
260,49.3,1.5,0.8,0.0015,0.01,1,0
231,102,1.5,0.8,0.0015,0,1,0
255,60,1.5,0.8,0.0015,0,1,0
6,48.366,1.5,0.8,0.0015,0,1,0
298,91.05263158,1.5,0.8,0.0015,0,1,0
243,48.1,1.5,0.8,0.0015,0.002,1,0
266,49.9,1.5,0.8,0.0015,0.002,1,0
261,40,1.5,0.8,0.0015,0,1,0
245,49.8,1.5,0.8,0.0015,0.001,1,0
296,50,1.5,0.8,0.0015,0,1,0
280,10,1.5,0.8,0.0015,0,1,0
263,48.7,1.5,0.8,0.0015,0.002,1,0
232,94.63157895,1.5,0.8,0.0015,0.001,1,0
228,25,1.5,0.8,0.0015,0.001,1,0
261,7.698368421,1.5,0.8,0.0015,0,1,0
382,49.65,1.5,0.8,0.0015,0.004,1,0
280,145,1.5,0.8,0.0015,0.002,1,0
266,49.4,1.5,0.8,0.0015,0.001,1,0
244,49,1.5,0.8,0.0015,0,1,0
247,47.11578947,1.5,0.8,0.0015,0.002,1,0
4,49,1.5,0.8,0.0015,0.001,1,0
285,48.8,1.5,0.8,0.0015,0.002,1,0
239,49,1.5,0.8,0.0015,0.02,1,0
225,144,1,1,0.0015,0,1,0
223,48.8,1.5,0.8,0.0015,0.001,1,0
246,95.5,1.5,0.8,0.0015,0.0015,1,0
270,48.1,1.5,0.8,0.0015,0.001,1,0
228,14.6,1.5,0.8,0.0015,0,1,0
252,47.73684211,1.5,0.8,0.0015,0.001,1,0
234,41,1.5,0.8,0.0015,0.001,1,0
281,48.35105263,1.5,0.8,0.0015,0,1,0
223,49,1.5,0.8,0.0015,0.002,1,0
231,145.13,1.5,0.8,0.0015,0,1,0
246,145.103949,1.5,0.8,0.0015,0,1,0
262,49.85,1.5,0.8,0.0015,0.001,0.01,0
235,53.10526316,1.5,0.8,0.0015,0.005,1,0
269,47,1.5,0.8,0.0015,0.001,1,0
238,48.58,1.5,0.8,0.0015,0.001,1,0
238,100.3,1.5,0.8,0.0015,0,1,0
237,94.73684211,1.5,0.8,0.002,0,1,0
375,48,1.5,0.8,0.0015,0,1,0
304,2.631578947,1.5,0.8,0.0015,0,1,0
277,21,1.5,0.8,0.0015,0,1,0
302,48.24,1.5,0.8,0.0015,0.001,1,0
236,96.7,1.5,0.8,1.5,0,1,0
254,200,1.5,0.8,0.0015,0.001,1,0
235,145.1038947,1.5,0.8,0.0015,0,1,0
315,52.5,1.5,0.8,0.0015,0.002,1,0
245,150,1.5,0.8,0.0015,0,1,0
304,48.35,1.5,0.8,0.0015,0.005,0.00000001,0
5,28.42105263,1.5,0.8,0.0015,0,1,0
361,145.2,1.5,0.8,0.0015,0,1,0
3,47.6,1.5,0.8,0.0015,0.001,1,0
278,47.6,1.5,0.8,0.0015,0.002,1,0
258,48.36,1.5,0.8,0.0015,0.01,1,0
317,145.1,1.5,0.8,0.0015,0,0.01,0
265,50.3,1.5,0.8,0.0015,0.001,0.01,0
3,48.368,1.5,0.8,0.0015,0,1,0
250,54,1.5,0.8,0.0015,0.002,1,0
387,75,1.5,0.8,0.0015,1,1,0
295,144.51,1.5,0.8,0.0015,0.002,1,0
222,48.36798305,1.5,0.8,0.0015,0.005,1,0
232,96.25,1.5,0.8,0.0015,0,1,0
233,145.02,1.5,0.8,0.0015,0,1,0
253,160.9696526,1,1,0.0015,0.005,1,0
244,96.7,1.5,0.8,0.0015,0.0015,1,0
310,48.28,1.5,0.8,0.0015,0,1,0
230,145.2263158,1.5,0.8,0.0015,0,1,0
83,49.43,1.5,0.8,0.0015,0.002,1,0
227,45.37,1.5,0.8,0.001501,0,1,0
272,48.26,1.5,0.8,0.0015,0,1,0
271,47.55,1.5,0.8,0.0015,0.001,1,0
3,54,1.5,0.8,0.0015,0,1,0
3567,96.26842105,1.5,0.8,0.0015,0.001,1,0
233,92.54545455,1.5,0.8,0.0015,0,1,0
245,150.4,1.5,0.8,0.0015,0,1,0
242,60,6,0.8,0.0015,0,1,0
220,52,1.5,0.8,0.0015,0.003,1,0
245,86.25,1.5,0.8,0.0015,0,1,0
255,49.5,1,1,0.0015,0,1,0
295,48.31578947,1.5,0.8,0.0015,0,1,0
281,47.4,1.5,0.8,0.0015,0.002,1,0
245,48.42894737,1.5,0.8,0.0015,0.001,1,0
251,46.42105263,1.5,0.8,0.0015,0,1,0
242,95.4,1.5,0.8,0.0015,0,1,0
236,47.60526316,1.5,0.8,0.0015,0.001,1,0
239,48.1,1.5,0.8,0.0015,0.001,1,0
259,800,1.5,0.8,0.0015,0,1,0
264,105,1.5,0.8,0.0015,0,1,0
244,96.67,1,1,0.0015,0,1,0
344,58.94736842,1.5,0.8,0.0015,0,1,0
244,4,1.5,0.8,0.0015,0.001,1,0
