runtime,in01,in02,in03,in04,in05,in06,in07
273,144.5,1.5,0.8,0.0015,0.001,1,0
288,115,1.5,0.8,0.0015,0,1,0
254,400,1.5,0.8,0.0015,0,1,0
266,48,1.5,0.8,0.0015,0,1,0
265,48.15789474,1.5,0.8,0.0015,0,1,0
265,47.5,1.6,0.8,0.0015,0,10,0
337,48.36786842,1.5,0.8,0.0015,0.001,1,0
344,48.55263158,1.5,0.8,0.0015,0,1,0
274,69,1.5,0.8,0.0015,0.001,1,0
310,7.7,1.5,0.8,0.0015,0,1,0
277,36,1.5,0.8,0.0015,0.001,1,0
238,3,1.5,0,0.0015,0,1,0
189,49,1.5,0.8,0.0015,0.002,1,0
258,48.36363636,1.5,0.8,0.0015,0,1,0
218,48.8,1.5,0.8,0.0015,0.003,1,0
258,25,1,1,0.0015,0,1,0
3,48.9,1.5,0.8,0.0015,0.001,1,0
289,48.36795263,1.5,0.8,0.0015,0,1,0
7,10000,1.5,0.8,0.0015,0,1,0
274,48.5,1.5,0.8,0.0015,0.001,1,0
253,8953.684211,1.5,0.8,0.0015,0,1,0
241,48.3657,1.5,0.8,0.0015,0,1,0
258,47.7892,1.5,0.8,0.0015,0.001,1,0
263,10,1.5,0.8,0.0015,0,1,0
281,45.6,1.5,0.8,0.0015,0.001,1,0
216,48.367983,1.5,0.8,0.0015,0,0.001,0
257,47.692,1.5,0.8,0.0015,0.002,1,0
220,48.47,1.5,0.8,0.0015,0.001,1,0
297,53.94736842,1.5,0.8,0.0015,0,1,0
301,48.73684211,1.5,0.8,0.0015,0.002,1,0
275,48.8,1.5,0.8,0.0015,0.002,1.5,0
384,60,1.5,0.8,0.0015,0.002,1,0
270,50.4,1.5,0.8,0.0015,0.001,1,0
261,99.95,1.5,0.8,0.0015,0.009,1,0
254,102,1.5,0.8,0.0015,0.001,1,0
244,48.968,1.5,0.8,0.0015,0.001,1,0
230,93,1.5,0.8,0.0015,0.001,1,0
291,48.362,1.5,0.8,0.0015,0.002,1,0
238,16,1.5,0.8,0.0015,0.002,1,0
290,48.2,1.5,0.8,0.0015,0.002,1.5,0
247,20,1.5,0.8,0.0015,0.001,1,0
251,16.66666667,1.5,0.8,0.0015,0.003,1,0
248,48.36842105,1.5,0.8,0.0015,0,1,0
249,36.15,1.5,0.8,0.0015,0.002,1,0
236,10.89473684,1.5,0.8,0.0015,0,1,0
264,48.36,1.5,0.8,0.0015,0,1,0
270,145.4,1.5,0.8,0.0015,0,1,0
350,48.32105263,1.5,0.8,0.0015,0.001,1,0
254,12.63157895,1.5,0.8,0.0015,0.001,1,0
263,7.689473684,1.5,0.8,0.0015,0,1,0
254,48.3644,1.5,0.8,0.0015,0,1,0
256,52,1.5,0.8,0.0015,0,1,0
250,4806,1.5,0.8,0.0015,0.001,1,0
287,96.74,1.5,0.8,0.0015,0.001,1,0
242,145.0857895,1.5,0.8,0.0015,0,1,0
229,96.73599,1.5,0.8,0.0015,0,1,0
252,48.935115,1.5,0.8,0.0015,0.001,1,0
224,47.63157895,1.5,0.8,0.0015,0.001,1,0
250,145.104,1.5,0.8,0.0015,0,1,0
338,78.94736842,1.5,0.8,0.0015,0,1,0
311,48,1.5,0.8,0.0015,0,1,0
379,15.3956,1.5,0.8,0.0015,0,1,0
228,48.37,1.5,0.8,0.0015,0,1,0
259,6842.105263,1.5,0.8,0.0015,0,1,0
232,49.1,1.5,0.8,0.0015,0.005,1,0
3,48.3646,1.5,0.8,0.0015,0,1,0
7,49.36,1.5,0.8,0.0015,0.001,1,0
285,47.2,1.5,0.8,0.0015,0.002,1.5,0
235,31.6228,1.5,0.8,0.0015,0,1,0
228,95.5,1.5,0.8,0.0015,0,1,0
319,40,1.5,0.8,0.0015,0,1,0
289,151,1.5,0.8,0.0014,0,1,0
328,48.37,1.5,0.8,0.0015,0.001,1,0
310,48.35,1.5,0.8,0.0015,0,1,0
220,40.35,1.5,0.8,0.0015,0.003,1,0
244,93,1.5,0.8,0.0015,0,1,0
220,16.8,1.5,0.8,0.0015,0,1,0
249,47.6,1.5,0.8,0.0015,0.003,1,0
255,78.94736842,1.5,0.8,0.002,0,1,0
246,50.52631579,1.5,0.8,0.0015,0.001,0.7,0
279,145.1,1.5,0.8,0.0015,0,0.1,0
3,49.6,1.5,0.8,0.0015,0.001,1,0
313,10.52631579,1.5,0.8,0.0015,0,1,0
219,47.5,1.5,0.8,0.0015,0,1,0
227,51,1.5,0.8,0.0015,0.005,1,0
293,95.41052632,1.5,0.8,0.0015,0,1,0
269,161.148,1,1,0.0015,0.001,1,0
287,54,1.5,0.8,0.0015,0,1,0
6,46,1.5,0.8,0.0015,0.003,1,0
6,48.3,1.5,0.8,0.0015,0,1,0
193,42.4,1.5000001,0.8,0.0015,0.01,1,0
260,48.05,1.5,0.8,0.0015,0.001,1,0
291,49,1,1,0.0015,0,1,0
232,28.89,1.5,0.8,0.0015,0.001,1,0
267,240,5,0.8,0.0015,0,0.8,360
266,65,1.5,0.8,0.0015,0,1,0
248,130,1.5,0.8,0.0015,0,1,0
260,90,1.5,0.8,0.0015,0,1,0
249,96.94736842,1.5,0.8,0.0015,0,1,0
318,52,1.5,0.8,0.0015,0,1,0
257,50.9,1.5,0.8,0.0015,0,1,0
344,49.6,1.5,0.8,0.0015,0.002,1,0
276,48.35798305,1.5,0.8,0.0015,0.001,1,0
291,104.5578947,1.5,0.8,0.0015,0,1,0
250,144,1.5,0.8,0.0015,0,1,0
17370,70,1.5,1,0.0015,0,3,0
249,97.7,1.5,0.8,0.0015,0.001,1,0
319,49,1.5,0.8,0.0015,0,1,0
73,145.1039,1.5,0.8,0.0015,0,0.1,0
316,43,1.5,0.8,0.0015,0,1,0
264,145.5,1.5,0.8,0.0015,0.001,1,0
235,48.22,1.5,0.8,0.0015,0.001,0.01,0
278,100,1.5,0.8,0.0015,0.001,1,0
316,31.57894737,1.5,0.8,0.0015,0.001,1,0
262,150,1.5,0.8,0.0015,0.001,1,0
240,54,1.5,0.8,0.0015,0.001,1,0
309,49.5,1.5,0.8,0.0015,0,1,0
304,144.8,1.5,0.8,0.0015,0.001,1,0
358,27,1.5,0.8,0.0015,0,1,0
257,24,1.5,0.8,0.0015,0.001,1,0
343,48.4,1.5,0.8,0.0015,0.001,1,0
253,47,1.5,0.8,0.0015,0,1,0
256,145.2,1.5,0.8,0.0015,0.001,1,0
302,96.74,1.5,0.8,0.0015,0,0.01,0
275,47.3,1.5,0.8,0.0015,0,1,0
258,48.3703,1,1,0.0015,0,1,0
372,107.8947368,1.5,0.8,0.0015,0.0001,1,0
226,48,1.6,0.8,0.0015,0,10,0
237,48.3,1.5,0.8,0.0015,0,1,0
249,47.9,1.5,0.8,0.0015,0.01,1,0
271,2000,1.5,0.8,0.0015,0.001,1,0
213,55,1.5,0.8,0.0015,0.001,1,0
355,47.8,1.5,0.8,0.0015,0.002,1,0
285,30,1.5,0.8,0.0015,0,1,0
238,35,1.5,0.8,0.0015,0,0.01,0
227,48.15789474,1.5,0.8,0.0015,0.001,1,0
227,46.1,1.5,0.8,0.0015,0.003,1,0
291,47.5,1.5,0.8,0.0015,0.003,1,0
256,48.356,1.5,0.8,0.0015,0.001,1,0
5,0,1.5,0.8,0.0015,0.003,1,0
207,48.9,1.5,0.8,0.0015,0.003,1,0
340,200,1.5,0.8,0.0015,0,1,0
252,92,1.5,0.8,0.0015,0,1,0
282,73.68421053,1.5,0.6,0.0015,0,1,0
338,145.1,1.5,0.8,0.0015,0,1,0
235,48.5,1.5,0.8,0.0015,0.001,1,0
249,60,1.5,0.8,0.0015,0,1,0
284,30.31578947,1.5,0.8,0.0015,0,1,0
287,15,1.5,0.8,0.0015,0.001,1,0
255,145.104,1.5,0.8,0.0015,0.003,1,0
249,15.26315789,1.5,0.8,0.0015,0.001,1,0
409,49.01578947,1.5,0.8,0.0015,0.0005,1,0
258,49,1.5,0.8,0.0015,0,1,0
293,49,1.5,0.8,0.0015,0.001,1,0
221,144,1.5,0.8,0.0015,0,1,0
239,43.68421053,1.5,0.8,0.0015,0.001,1,0
260,20,1.5,0.8,0.0015,0.003,1,0
242,75,1.5,0.8,0.0015,0.001,4,0
252,23.08315789,1.5,0.8,0.0015,0,1,0
216,48.88888889,1.5,0.8,0.0015,0,1,0
245,48.43,1.5,0.8,0.0015,0,1,0
232,47.3,1.5,0.8,0.0015,0.002,1,0
279,48.9,1.5,0.8,0.0015,0,1,0
221,48.33,1.5,0.8,0.0015,0,0.3,0
216,60,1.5,0.8,0.0015,0,0,0
248,49.31578947,1.5,0.8,0.0015,0.001,1,0
269,24.25,1.5,0.2,0.0015,0,1,0
251,45.42105263,1.5,0.8,0.0015,0.001,1,0
355,122.3684211,1.5,0.8,0.0015,0,1,0
240,48.5,1.5,0.8,0.0015,0.001,1,0
260,48.37368421,1.5,0.8,0.0015,0.001,1,0
264,23.0937,1.5,0.8,0.0015,0,1,0
352,80,1.5,0.8,0.0015,0.001,1,0
224,96.8,1.5,0.8,0.0015,0,0.3,0
263,48.5,1.5,0.8,0.0015,0,1,0
211,54,1.5,0.8,0.0015,0,1,0
268,48.6,1.5,0.8,0.0015,0.001,1,0
354,48.4,1.5,0.8,0.0015,0.002,1,0
364,23,1.5,0.8,0.0015,0,1,0
240,4210.526316,1.5,0.8,0.0015,0,1,0
278,142,1.5,0.8,0.0015,0.001,1,0
279,52,1.5,0.8,0.0015,0,1,0
336,48.368,1.5,0.8,0.0015,0,10,0
264,97.7,1.5,0.8,0.0015,0,1,0
247,55.2,1.5,0.8,0.0015,0,1,0
358,49.1,1.5,0.8,0.0015,0.001,1,0
3,16.66666667,1.5,0.8,0.0015,0.005,1,0
299,12,1.5,0.8,0.0015,0,1,0
259,36.5,1.5,0.8,0.0015,0.001,1,0
261,17.58421053,1.5,0.8,0.0015,0,1,0
273,138.564,1.5,0.8,0.0015,0,1,0
254,47.3,1.5,0.8,0.0015,0.002,1,0
2780,37,1.5,0.8,0.0015,0.001,1,0
271,48.93445,1.5,0.8,0.0015,0.001,1,0
253,20,1.5,0.8,0.0015,0.001,1,0
260,48.367,1.5,0.8,0.0015,0,1,0
273,48.34568421,1.5,0.8,0.0015,0,1,0
248,42.10526316,1.5,0.8,0.0015,0,1,0
231,24.05,1.5,0.2,0.0015,0,1,0
329,42,1.5,0.8,0.0015,0.001,1,0
320,48.9,1.5,0.8,0.0015,0.003,1,0
382,7.698,1.5,0.8,0.0015,0,1,0
247,40.9,1.5,0.8,0.0015,0.003,1,0
286,46,1.5,0.8,0.0015,0,1,0
270,24.2,1.5,0.2,0.0015,0,1,0
297,146.3684211,1.5,0.8,0.0015,0.001,1,0
276,66.84210526,1.5,0.8,0.0015,0.002,1,0
6,55,1.5,0.8,0.0015,0,1,0
285,60,1.5,0.8,0.0015,0.003,1,0
221,42.8,1.5,0.8,0.0015,0.001,1,0
330,48.975,1.5,0.8,0.0015,0.001,1,0
222,46.62,1.5,0.8,0.0015,0.005,1,0
325,48.367,1.5,0.8,0.0015,0.001,1,0
243,48.36,1.5,0.8,0.0015,0.001,1,0
307,75,1.5,0.8,0.0015,0,1,0
297,47.26315789,1.5,0.8,0.0015,0.01,0.0000001,0
241,96.73585526,1.5,0.8,0.0015,0,1,0
223,147,1.5,0.8,0.0015,0,1,0
241,48.35,1.5,0.8,0.0015,0.01,1,0
239,96.73592705,1.5,0.8,0.0015,0,1,0
317,50,1.5,0.8,0.0015,0,1,0
231,49.25,1.5,0.8,0.0015,0.001,1,0
306,100,1.5,0.8,0.0015,0,1,0
236,48.4,1.5,0.8,0.0015,0,0.01,0
253,48,1.5,0.8,0.0015,0.003,1,0
258,48.9,1.5,0.8,0.0015,0,1,0
235,43.63115789,1.5000001,0.8,0.0015,0.001,1,0
225,145.5,1.5,0.8,0.0015,0,1,0
284,43.4,1.5,0.8,0.0015,0.001,1,0
347,50,1.5,0.8,0.0015,0.004,1,0
243,48.6,1.5,0.8,0.0015,0.001,1,0
378,96.8,1.5,0.8,0.0015,0,1,0
231,7.1,1.5,0.8,0.0015,0.002,100,0
298,50,1.5,0.8,0.0015,0.0005,1,0
225,120,1.5,0.8,0.0015,0.501,1,0
4,7.697105263,1.5,0.8,0.0015,0,1,0
218,48.361,1.5,0.8,0.0015,0.001,0.00075,0
248,48.363,1.5,0.8,0.0015,0,0.01,0
331,48.35,1.5,0.8,0.0015,0.003,1,0
259,25,1.5,0.8,0.0015,0.0005,1,0
305,47.52631579,1.5,0.8,0.0015,0.001,1,0
245,50,1.5,0.8,0.0015,0.001,1,0
290,52,1.5,0.8,0.0015,0.001,1,0
368,47,1.5,0.8,0.0015,0.001,1,0
229,57,1.5,1,0.0015,0.0015,1,0
264,42,1.5,0.8,0.0015,0,1,0
234,45.5,1.5,0.8,0.0015,0.002,1,0
262,101.5789474,1.5,0.8,0.0015,0,1,0
8,48.57894737,1.5,0.8,0.0015,0.002,1,0
316,144.901,1.5,0.8,0.0015,0.001,1,0
3,96,1.5,0.8,0.0015,0,1,0
246,30,1.5,0.8,0.0015,0,1,0
310,47.6,1.5,0.8,0.0015,0.001,1,0
230,49.57684211,1.5,1,0.0015,0,1,0
240,6.5,1.5,0.8,0.0015,0.003,100,0
193,42.10526316,1.5,0.8,0.0015,0.001,1,0
245,54.21052632,1.5,0.8,0.0015,0.001,1,0
245,97.8,1,1,0.0015,0,1,0
230,145.08,1.5,0.8,0.0015,0,1,0
493,49.62,1.5,0.8,0.0015,0.004,1,0
234,49.6,1.5,0.8,0.0015,0,1,0
235,96.73588158,1.5,0.8,0.0015,0,1,0
269,48.36798305,1.5,0.8,0.0015,0,1,0
243,48.38,1.5,0.8,0.0015,0.001,1,0
345,145.2,1.5,0.8,0.0015,0,1,0
312,48.1,1.5,0.8,0.0015,0.003,1,0
254,60,1.5,0.8,0.0015,0,5,0
301,80,12,0.8,0.0015,0,1,0
237,28.42105263,1.5,0.8,0.0015,0.001,0.7,0
275,48.4,1,1,0.0015,0,1,0
267,48.375,1.5,0.8,0.0015,0.003,1,0
345,52.4,1.5000001,0.8,0.0015,0.01,1,0
7,0,1.5,0.8,0.0015,0,1,0
265,49.1,1.5,0.8,0.0015,0.002,1,0
233,41.87493684,1.5,0.8,0.002,0,1,0
234,4210.526316,1.5,0.8,0.0015,0,1,0
296,46.31578947,1.5,0.8,0.0015,0.00125,1,0
233,145,1.6,0.8,0.0015,0,1,0
290,50,1.5,0.8,0.0015,0,1,0
233,24.5,1.5,0.8,0.003,0,1,0
311,49.5,1.5,0.8,0.0015,0.0015,1,0
260,10000,1.5,0.8,0.0015,0,1,0
3,48.36,1.5,0.8,0.0015,0.002,1,0
261,96.62631579,1.5,0.8,0.0015,0,1,0
399,80,1.5,0.8,0.0015,0.01,1,0
269,42.10526316,1.5,1,0.0015,0,1,0
244,145.1,1.5,0.8,0.0015,0,1,0
365,145.4,1.5,0.8,0.0015,0,1,0
354,93.52631579,1.5,0.8,0.0015,0.001,1,0
266,45,1.5,0.8,0.0015,0,1,0
335,95,2.5,0.8,0.0015,0,1,0
407,46.0377,1.5,0.8,0.0015,0.001,1,0
259,96.4,1.5,0.8,0.0015,0,1,0
228,48.55263158,1.5,0.8,0.0015,0.002,1,0
238,46.08421053,1.5,0.8,0.0015,0.001,1,0
281,48.37368421,1.5,0.8,0.0015,0,1,0
258,48.4,1.5,0.8,0.0015,0.001,1,0
267,48.89473684,1.5,0.8,0.0015,0,1,0
245,144.9,1.5,0.8,0.0015,0,1,0
262,48.36793684,1.5,0.8,0.0015,0,1,0
267,20,1.5,0.8,0.0015,0.001,1,0
212,99.47368421,1.5,0.8,0.0015,0.001,100,0
332,48.35894737,1.5,0.8,0.0015,0,0.00075,0
227,50.37,1.5,0.8,0.0015,0.001,0.01,0
362,100,1.5,0.8,0.0015,0,1,0
304,50,1.5,0.8,0.0015,0.001,1,0
348,44.4,1.5000001,0.8,0.0015,0.01,1,0
246,60,1.5,0.8,0.0015,0,1,0
244,63.15789474,1,0.8,0.0015,0,1,0
235,48.3675,0.8,1.5,0.0015,0,1,0
325,49,1.5,0.8,0.0015,0.001,1,0
264,3198.947368,1.5,0.8,0.0015,0,1,0
259,70,1,1,0.0015,0.1,1,0
940,48.17894737,1.5,0.8,0.0015,0.0005,1,0
274,48.3605,1.5,0.8,0.0015,0,0.01,0
223,41,1.5,0.8,0.0015,0,1,0
245,59.82,1.5,0.8,0.001,0,1,0
252,96,1.5,0.8,0.0015,0,5,0
282,20,1.5,0.8,0.0015,0.01,1,0
268,48.08,1.5,0.8,0.0015,0.001,0.01,0
294,145.05,0.8,1.5,0.0015,0,1,0
241,50.63736842,1.5,0.8,0.0015,0.001,1,0
255,59.76210526,1.5,0.8,0.001,0,1,0
297,42.05263158,1.5,0.8,0.0015,0.001,1,0
243,98.10526316,1.5,0.8,0.0015,0,1,0
284,48.4,1.5,0.8,0.0015,0,1,0
245,47.42105263,1.5,0.8,0.0015,0.002,1,0
236,46,1.5,0.8,0.0015,0.002,1,0
4,48.3626,1.5,0.8,0.0015,0,1,0
243,49,1.5,0.8,0.0015,0.002,1,0
252,144.3684211,1.5,0.8,0.0015,0,1,0
309,155,1.4,0.8,0.0015,0,1,0
5,0,1.5,0.8,0.0015,0.001,0.8,360
245,47.3,1.5,0.8,0.0015,0,1,0
348,48.93465,1.5,0.8,0.0015,0.001,1,0
406,95,1.5,0.8,0.0015,0.005,1,0
4,23.09401077,1.5,0.8,0.0015,0,1,0
5,47.15,1.5,0.8,0.0015,0.002,1,0
4,43,1.5,0.8,0.0015,0.0015,1,0
250,23.08421053,1.5,0.8,0.0015,0,1,0
294,145.104,1.5,0.8,0.0015,0,1,0
397,43,1.5,0.8,0.0015,0.002,1,0
6,48.55,1.5,0.8,0.0015,0.002,1,0
236,5.5,1.5,0.8,0.0015,0,1,0
6,48.38421053,1.5,0.8,0.0015,0.001,1,0
279,47.55263158,1.5,0.8,0.0015,0.0005,1,0
227,48.71307335,1.5,0.8,0.0015,0.005,1,0
232,145.104,1.5,0.8,0.0015,0,10,0
225,47.5,1.5,0.8,0.0015,0.002,1,0
213,115.7894737,1.5,0.8,0.0015,0.001,1,0
223,48.36822105,1.5,0.8,0.0015,0,1,0
1360,50,1.5,0.8,0.0015,0,1,0
317,51.2,1.5,0.8,0.0015,0.002,1,0
267,50,1.5,0.8,0.0015,0,1,0
248,41.93026316,1.5,0.8,0.002,0,1,0
274,48.37,1.5,0.8,0.0015,0.003,1,0
238,60,1.5,0.8,0.0015,0,10,1
277,41.26947368,1.5,0.6,0.0015,0,1,0
302,48.365,1.5,0.8,0.0015,0,1,0
227,10,1.5,0.8,0.0015,0.001,1,0
311,145,1.5,0.8,0.0015,0,1,0
271,51.37,1.5,0.8,0.0015,0,1,0
252,5.263157895,1.5,0.8,0.0015,0.001,1,0
233,55,1.5,0.8,0.0015,0,5,0
234,20,1.5,0.8,0.0015,0,1,0
267,145.18,1.5,0.8,0.0015,0,1,0
241,48,1.5,0.8,0.0015,0.002,1,0
236,49.6,1.5,0.8,0.0015,0.0015,1,0
3,49,1.5,0.8,0.0015,0.001,1,0
238,48.36799,1.5,0.8,0.0015,0,1,0
3,48.6,1.5,0.8,0.0015,0.002,1,0
264,55.8,1.5,0.8,0.0015,0.001,1,0
235,83.33333333,1.5,0.8,0.0015,0.005,1,0
383,144.75,1.5,0.8,0.0015,0,1,0
276,146.8,1.5,0.8,0.0015,0,1,0
363,44,1.5,0.8,0.0015,0.002,1,0
227,50.5,1.5,1,0.8,0.002,1,0
275,48,1,1,0.0015,0.0005,1,0
399,60,1.5,0.8,0.0015,0,1,0
214,45.6,1.5,0.8,0.0015,0.003,1,0
205,60,1,1,0.0015,0,1,0
312,48,1.5,0.8,0.0015,0,1,0
269,70,1.5,0.8,0.0015,0,5,0
386,10,1.5,0.8,0.0015,0.005,1,0
269,62.89473684,1.5,0.8,0.0015,0,1,0
6,1578.947368,1.5,0.8,0.0015,0.001,0.00002,0
269,48.36,1.5,0.8,0.0015,0.001,1,0
227,48.364,1.5,0.8,0.0015,0.001,1,0
398,25,1.5,0.8,0.0015,0.5,1,0
5,0,1.5,0.8,0.0015,0.05,1,0
3,0,1.5,0.8,0.0015,0.001,1,0
288,96.736,1.5,0.8,0.0015,0,700,0
63,144,0.8,1,0.0015,0,1,0
336,50.26315789,1.5,0.8,0.0015,0.001,1,0
233,15.38315789,1.5,0.8,0.0015,0,1,0
3,96.737,1.5,0.8,0.0015,0,1,0
247,19.10526316,1,1,0.0015,0,1,0
328,48.7,1.5,0.8,0.0015,0.001,1,0
225,48,1.5,0.8,0.0015,0.001,1,0
4,7.7,1.5,0.8,0.0015,0,1,0
322,39,1.5,0.8,0.0015,0,1,0
265,23.09401077,1.5,0.8,0.0015,0,1,0
223,48.2,1.5,0.8,0.0015,0.001,1,0
234,160.6743158,1,1,0.0015,0.005,1,0
6,23.094,1.5,0.8,0.0015,0,1,0
231,60,1.5,0.8,0.0015,0.001,1,0
290,47.5,1.5,0.8,0.0015,0.001,1,0
5,72.58402105,1,0.8,0.0015,0,1,0
238,50.01052632,1.5,0.8,0.0015,0.002,1,0
237,145.1,1.5,0.8,0.0015,0,1,0
221,95.5,1.5,0.8,0.0015,0.0015,1,0
398,57,1.5,0.8,0.0015,0,1,0
3,82,1.5,0.8,0.0015,0.001,1,0
279,48.48,1.5,0.8,0.0015,0,1,0
276,94.21052632,1.5,0.8,0.0015,0,1,0
245,145.1,1.5,0.8,0.0015,0.001,0.5,0
265,49.2,1.5,0.8,0.0015,0.002,1,0
3,47,1.5,0.8,0.0015,0.003,1,0
186,20,1.5,0.8,0.0015,0.001,1,0
298,64.73684211,1.5,0.8,0.0015,0.03,1,0
344,46.65,1.5,0.8,0.0015,0.005,1,0
256,42.85714286,1.5,0.8,0.0015,0,0.001,0
5,145,1.5,0.8,0.0015,0.001,1,0
250,-0.631578947,1.5,0.8,0.0015,0.001,0.0000001,0
264,146,1.5,0.8,0.0015,0,1,0
3,46.6,1.5,0.8,0.0015,0,1,0
269,47.8,1.5,0.8,0.0015,0.001,1,0
13,0,1.5,0.8,0.0015,0.005,1,0
336,47.775,1.5,0.8,0.0015,0.001,1,0
246,58.4,1.5,0.8,0.0015,0,1,0
3,43,1.5,0.8,0.0015,0,1,0
247,49.6,1.5,0.8,0.0015,0.001,0.5,0
255,60,1.5,0.8,0.0015,0,1,0
295,46.5,1.5,0.8,0.0015,0.002,1,0
305,46.88947368,1.5,0.8,0.0015,0.003,1,0
286,47.7,1.5,0.8,0.0015,0.002,1,0
224,48.45,1.5,0.8,0.0015,0,1,0
288,50.7,1.5,0.8,0.0015,0.001,0.01,0
258,46.97,1.5,0.8,0.0015,0,1,0
236,48.5,1.5,0.8,0.0015,0.001,1,0
249,96.73510526,1.5,0.8,0.0015,0,1,0
304,99.283,1.5,0.8,0.0015,0,1,0
227,48.3,1.5,0.8,0.0015,0,1,0
297,47.42063158,1.5000001,0.8,0.0015,0.001,1,0
257,48.42631579,1.5,0.8,0.0015,0.001,1,0
314,146,1.5,0.8,0.0015,0,1,0
3,48.33,1.5,0.8,0.0015,0.01,1,0
242,67,1.5,0.8,0.0015,0.001,1,0
3,96.735971,1.5,0.8,0.0015,0,1,0
330,48.27368421,1.5,0.8,0.0015,0.002,1,0
226,44.8,1.5,0.8,0.0015,0,1,0
386,60,1.5,0.8,0.0015,0,1,0
226,91,1.5,0.8,0.0015,0,3,0
228,45.2,1.5,0.8,0.0015,0,1,0
249,69,1.5,0.8,0.0015,0.001,1,0
290,48.3655,1.5,0.8,0.0015,0.001,1,0
277,48.377,1.5,0.8,0.0015,0.001,0.00075,0
288,40.1,1.5,0.8,0.0015,0.003,1,0
259,48.19,1.5,0.8,0.0015,0.001,0.01,0
300,47.10526316,1.5,0.8,0.0015,0,1,0
267,7.71,1.5,0.8,0.0015,0,1,0
216,145.11,1.5,0.8,0.0015,0,1,0
235,98.76,1.5,0.8,0.0015,0,1,0
233,145.06,1.5,0.8,0.0015,0,1,0
295,49.36263158,1.5,0.8,0.0015,0.001,1,0
249,48.378,1.5,0.8,0.0015,0.001,1,0
292,7.696,1.5,0.8,0.0015,0,1,0
268,48.6,1.5,0.8,0.0015,0.002,1,0
312,47.6,1.5,0.8,0.0015,0,1,0
250,144.95,1,1,0.0015,0,1,0
233,145.1489474,1.5,0.8,0.0015,0,1,0
257,153.96,1.5,0.8,0.0015,0,5,5
291,144.2631579,1.5,0.8,0.0015,0,1,0
218,37.5,1.5,0.8,0.0015,0.001,1,0
302,72.36798305,1.5,0.8,0.0015,0.001,1,0
242,145.1,1,1,0.0015,0,1,0
198,48.40526316,1.5,0.8,0.0015,0,1,0
235,48.278,1.5,0.8,0.0015,0,1,0
328,190,1.5,0.8,0.0015,0.1,1,0
278,43.06526316,1.5,0.8,0.0015,0,1,0
217,48.5,1.5,0.8,0.0015,0.001,1,0
224,7,1.5,0.8,0.0015,0.002,100,0
138,49.3,1.5,0.8,0.0015,0.002,1,0
242,48.4,1,1,0.0015,0,1,0
235,49.4,1.5,0.8,0.0015,0.002,1,0
227,22,1.5,0.8,0.0015,0.001,1,0
237,49.7,1.5,0.8,0.0015,0.001,1,0
317,92.5,1.5,0.8,0.0015,0.001,1,0
283,10,1.5,0.8,0.0015,0,1,0
224,55,1.5,0.8,0.0015,0.001,1,0
257,47.7,1.5,0.8,0.0015,0.001,1,0
253,55.78947368,1.5,0.8,0.0015,0.002,1,0
279,47.15789474,1.5,0.8,0.0015,0.002,1,0
250,63.15789474,1.5,0.8,0.0015,0.001,1,0
251,54,1.5,0.8,0.0015,0,1,0
307,96,1.5,0.8,0.0015,0.001,1,0
302,48.4,1.5000001,0.8,0.0015,0.05,1,0
284,55,1.5,0.8,0.0015,0,1,0
3,160.2006316,1,1,0.0015,0.01,1,0
245,48.6,1.5,0.8,0.0015,0,1,0
225,59.2,1.5,0.8,0.0015,0.001,1,0
290,48.36598305,1.5,0.8,0.0015,0.001,1,0
346,51,1.5,0.8,0.0015,0.001,1,0
255,66.66666667,1.5,0.8,0.0015,0.001,1,0
385,500,1.5,0.8,0.0015,0,1,0
224,145.1039,1.5,0.8,0.0015,0,1,0
261,155,1.5,0.8,0.0015,0,1,0
246,48.37,1.5,0.8,0.0015,0.001,0.01,0
254,96.71,1.5,0.8,0.0015,0,1,0
213,31.57894737,1.5,0.8,0.0015,0.001,1,0
221,25,1.5,0.8,0.0015,0,1,0
317,48.25789474,1.5,0.8,0.0015,0,1,0
249,48.15263158,1.5,0.8,0.0015,0,1,0
258,48.38,1.5,0.8,0.0015,0.003,1,0
323,47.8,1.5,0.8,0.0015,0.003,1,0
312,60,1.5,0.8,0.002,0.001,1,0
260,15.39315789,1.5,0.8,0.0015,0,1,0
264,15.4,1.5,0.8,0.0015,0,1,0
248,96.6868,1,1,0.0015,0,1,0
222,95.6,1.5,0.8,0.0015,0.001,1,0
397,23.094,1.5,0.8,0.0015,0,1,0
230,46.8,1.5,0.8,0.0015,0.001,1,0
238,60,1.5,0.8,0.0015,0,1,0
258,48,1.5,0.8,0.0015,0,2,0
233,51.11111111,1.5,0.8,0.0015,0.001,1,0
266,30.4,1.5,0.8,0.0015,0,1,0
265,134.2105263,1.5,0.8,0.0015,0.01,1,0
274,48.3,1.5,0.8,0.0015,0.001,1,0
400,47.2,1.5,0.8,0.0015,0.001,1,0
242,60,1.5,0.8,0.0015,0.001,1,0
257,49.1,1.5,0.8,0.0015,0.001,1,0
299,47.5,1.5,0.8,0.0015,0.001,1,0
260,97.14210526,1.5,0.8,0.0015,0,1,0
178,145.2,0.8,1.5,0.0015,0,1,0
252,96.736,1.5,0.8,0.0015,0.001,5,0
262,48,1.5,0.8,0.0015,0.003,1,0
275,48,1.5,0.8,0.0015,0,1,0
241,48.2,1.5,0.8,0.0015,0,1,0
