runtime,in01,in02,in03,in04,in05,in06,in07,in08,in09,in10,in11,in12
8,-0.038,0.2,0.56,0,-0.01,0.41,0.05,0,0.03,0.7,0.48,0
3,0.1,0.18,0.04,0,-0.1,0.4,0.3,0,-0.1,0.38,0.15,0
5,0.1,0.05,0.4,0,-0.1,0.3,0.2,0,0.1,0.8,0.34,0
4,0.1,0.25,0,0,-0.1,0.5,0.1,0,0.1,0.8,0.5,0
4,0.1,0.28,0.07,0,-0.1,0.53,0.38,0,-0.1,0.76,0.11,0
4,0.1,0.31,0.1,0,-0.1,0.4,0.35,0,0.1,0.8,0.2,0
5,0.05,0.2,0.3,0,-0.05,0.4,0.3,0,0.05,0.5,0.1,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.25,0,0.1,0.8,0.1,0
5,-0.1,-0.12,0.35,0,-0.03,0.45,0.35,0,0.03,0.8,0.15,0
4,-0.1,0.43,0.55,0,-0.1,0.52,0.49,0,-0.1,0.09,0.47,0
5,0.1,0.2,0.1,0,-0.1,0.4,0.25,0,0.1,1,0.6,0
7,0.1,0.24,0.1,0,-0.1,0.5,0.21,0,0.1,0.8,0.1,0
7,0.1,0.26,0.1,0,-0.1,0.57,0.27,0,-0.1,0.8,0.14,0
6,0.1,0.2,0.05,0,-0.1,0.5,0.15,0,-0.1,0.77,0.1,0
5,0.1,0.17,0.25,0,-0.1,0.47,0.25,0,0.1,0.57,0.48,0
5,0.1,0.2,0.25,0,0,0.5,0.2,0,0,0.8,0.1,0
6,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.6,0.5,0
7,0.1,0.3,0.19,0,-0.1,0.48,0.34,0,0.1,0.5,0.04,0
5,0.06,0.2,0.1,0,-0.1,0.45,0.2,0,0.03,0.8,0.1,0
5,0.06,0.2,0.1,0,-0.1,0.45,0.2,0,0.025,0.8,0.1,0
6,0.1,0.2,0.1,0,-0.1,0.5,0.4,0,0.1,0.8,0.1,0
6,0.1,0.3,0.05,0,-0.1,0.5,0.1,0,0.1,0.8,0.05,0
9,0.07,0.2,0.1,0,-0.1,0.5,0.2,0,-0.05,0.7,0.1,0
5,0.1,0.2,0.05,0,-0.1,0.35,0.35,0,0.1,0.9,0.05,0
6,0.1,0.2,0.2,0,-0.1,0.52,0.129,0,0.1,-0.109,0.548,0
5,0.1,0.18,0.04,0,-0.1,0.35,0.15,0,-0.1,0.44,0.28,0
8,0.1,0.19,0.12,0,0.1,-0.06,0.59,0,0.1,0.84,0.15,0
7,0.1,0.3,0.15,0,-0.1,0.46,0.04,0,0.1,0.72,0.55,0
5,0.05,0.2,0.15,0,0.05,0.27,0.18,0,-0.1,0.55,0.43,0
3,0.1,0.2,0.1,0,-0.1,0.5,0.5,0,0.1,0.8,0.1,0
6,0.1,0.22,0.01,0,0.1,0.88,0.55,0,-0.1,0.34,0.31,0
5,0.1,0.2,0.04,0,-0.1,0.4,0.3,0,-0.1,0.5,0.025,0
6,0.1,0.3,0.1,0,-0.1,0.4,0.3,0,-0.1,0.4,0.1,0
4,0.1,0.7,0.7,0,-0.1,0.3,0.2,0,0.1,0.1,0.1,0
5,-0.1,-0.12,0.45,0,0.1,1,0.31,0,-0.1,0.66,0.13,0
6,0.04,0.18,0.19,0,-0.1,0.5,0.2,0,0.04,0.8,0.1,0
5,0.1,0.3,0.1,0,-0.035,0.35,0.33,0,0.05,0.8,0.2,0
5,0.1,0.27,0.11,0,-0.1,0.36,0.38,0,-0.1,0.92,0.08,0
6,0.1,0.25,0.07,0,-0.1,0.42,0.09,0,0.1,0.78,0.6,0
6,0.055,0.2,0.15,0,-0.07,0.4,0.15,0,0.07,0.8,0.1,0
8,0.05,0.2,0.1,0,-0.08,0.5,0.2,0,0,0.75,0.1,0
5,0.1,-0.13,0.3,0,0.1,0.4,0.2,0,0.1,0.8,0.52,0
7,0.1,0.33,0.17,0,-0.1,0.5,0.05,0,0.1,0.98,0.51,0
6,0.1,0.3,0.1,0,-0.1,0.5,0.25,0,-0.1,0.7,0.25,0
4,0.05,0.2,0.1,0,-0.07,0.5,0.2,0,0.03,0.8,0.2,0
6,-0.1,0.2,0.4,0,-0.1,0.47,0.35,0,-0.1,0.59,0,0
7,0.05,0.2,0.2,0,-0.1,0.2,0.25,0,0.05,0.2,0.3,0
5,0.04,0.2,0.1,0,-0.067,0.5,0.2,0,0.04,0.8,0.1,0
4,0.1,0.3,0.1,0,-0.1,0.6,0.2,0,0.1,0.9,0.1,0
4,-0.1,-0.12,0.35,0,-0.1,1,0.35,0,-0.1,0.66,0.13,0
8,0.1,0.2,0.1,0,-0.1,0.37,0.25,0,-0.1,0.48,0.1,0
8,-0.1,0.05,0.048,0,-0.1,0.39,0.35,0,0.1,0.585,0.35,0
4,0.1,0.49,0.55,0,-0.1,0.59,0.36,0,-0.1,0.11,0.52,0
6,0.1,0.3,0.05,0,-0.1,0.6,0.2,0,0.1,0.8,0.05,0
5,-0.1,0.4,0,0,-0.1,0,0.3,0,-0.1,0.9,0.2,0
6,0.05,0.26,0.2,0,-0.06,0.42,0.32,0,0.07,0.54,0.2,0
4,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,0.1,0.3,0.2,0,-0.1,0.5,0.2,0,0.1,0.9,0.3,0
6,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,0.1,0.3,0.05,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,0.03,0.2,0.23,0,-0.08,0.6,0.3,0,0.1,0.8,0.1,0
4,0.1,0.16,0.03,0,-0.1,0.27,0.16,0,-0.1,0.53,0.27,0
5,0.1,0.25,0.16,0,-0.1,0.46,0.25,0,-0.1,0.49,0.25,0
8,0.05,0.2,0.15,0,-0.07,0.4,0.15,0,0.0205,0.8,0.1,0
5,0.04,0.2,0.2,0,-0.05,0.4,0.2,0,0.02,0.6,0.52,0
6,0.1,0.25,0,0,-0.1,0.4,0.33,0,0.1,0.93,0,0
5,0.056,0.2,0.1,0,-0.054,0.35,0.15,0,0.017,0.75,0.3,0
5,0.1,0.21,0.18,0,0.1,-0.09,0.52,0,-0.1,0.49,0.26,0
6,-0.0001,0.41,0.09,0,0.0001,0.34,0.59,0,0,0,0,0
6,0.1,0.2,0.1,0,-0.1,0.37,0.25,0,-0.1,0.52,0.15,0
4,0.1,0.29,0.2,0,-0.1,0.36,0.23,0,0.094,0.82,0.2,0
6,0.1,-0.2,0,0,0.1,0.25,0,0,0.1,0.85,0.5,0
5,-0.1,0,0.58,0,0.1,0.95,0.55,0,-0.1,0.55,0.1,0
6,0.1,0.28,0.2,0,-0.08,0.45,0.25,0,-0.07,0.52,0.15,0
7,0.1,0.18,0.01,0,0.1,0.8,0.5,0,0.1,0.63,0.1,0
5,0.1,0.3,0.01,0,-0.1,0.51,0.35,0,-0.1,0.58,0.15,0
7,-0.1,0,0.35,0,-0.1,0.45,0.31,0,-0.1,0.52,0.03,0
7,-0.1,0.35,0.34,0,-0.1,0.21,0.05,0,0.1,0.55,0.01,0
4,-0.1,0.25,0.2,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
7,0.1,0.2,0.1,0,-0.1,0.29,0.25,0,0.1,0.9,0.5,0
4,0.1,0.8,0,0,0,0.5,0.2,0,0,0.8,0.1,0
4,0.1,0.15,0.05,0,-0.1,0.35,0.17,0,-0.1,0.4,0.27,0
5,0.08,0.2,0.1,0,0.08,0.5,0.2,0,-0.08,0.8,0.1,0
6,0.05,0.26,0.2,0,-0.06,0.42,0.32,0,0.08,0.62,0.22,0
5,0.1,0.28,0.17,0,0.1,0.45,0.1,0,-0.1,0.47,0.35,0
5,0.049,0.2,0.1,0,-0.04,0.5,0.32,0,0.013,0.8,0.1,0
5,-0.05,0.3,0.3,0,-0.05,0.4,0.2,0,-0.02,0.8,0.1,0
4,0.1,0.2,0.12,0,0.1,-0.1,0.51,0,0.1,0.878,0.2,0
5,0.1,0.17,0.1,0,-0.1,0.5,0.17,0,0.1,0.56,0.1,0
5,-0.02,0.2,0.4,0,-0.1,0.5,0.4,0,0.1,0.75,0.5,0
6,0.03,0.2,0.2,0,-0.03,0.5,0.2,0,0.03,0.8,0.4,0
5,0.1,0.2,0.23,0,-0.1,0.5,0.23,0,0,0.8,0.1,0
5,0,0.2,0.2,0,0,0.5,0.2,0,-0.1,0.6,0.4,0
5,0.1,0.21,0.18,0,0.1,-0.09,0.53,0,-0.1,0.47,0.22,0
4,-0.1,0.2,0.4,0,-0.1,0.34,0.43,0,-0.1,0.59,0,0
4,-0.1,0.2,0.1,0,-0.05,0.4,0.2,0,0.1,0.8,0.1,0
6,0.1,0.3,0.2,0,-0.1,0.3,0.1,0,-0.1,0.5,0.03,0
6,-0.1,0.05,0.5,0,-0.1,0.5,0.2,0,0.1,0.8,0.4,0
6,-0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
4,0.1,0.2,0.05,0,-0.1,0.4,0.3,0,-0.1,0.4,0.025,0
8,0.1,0.2,0.1,0,-0.1,0.263,0.46,0,-0.1,0.57,0.234,0
6,0.06,0.2,0.2,0,-0.034,0.41,0.2,0,0.044,0.6,0.45,0
4,-0.1,0.2,0.4,0,-0.1,0.5,0.06,0,0.1,0.2,0.06,0
6,-0.05,0,0.37,0,0.07,0.7,0.5,0,-0.1,0.57,0.01,0
4,-0.1,0.24,0.375,0,0.1,0.125,0.55,0,-0.1,0.28,0.44,0
4,0.1,0.49,0.55,0,-0.1,0.63,0.42,0,-0.1,0.11,0.52,0
6,0.1,-0.19,0.55,0,0.1,0.2,0,0,-0.1,0.5,0.36,0
5,0.1,0.2,0.05,0,-0.01,0.22,0.25,0,-0.02,0.4,0.25,0
3,0.1,0.35,0.1,0,-0.1,0.35,0.33,0,0.1,0.4,0.05,0
6,0.1,0.27,0.2,0,-0.1,0.42,0.35,0,-0.1,0.9,0.3,0
6,0.1,0.35,0.2,0,0.1,0.8,0.5,0,0.1,-0.15,0.5,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.5,0,-0.1,0.7,0.1,0
4,0.1,0.28,0.01,0,-0.1,0.5,0.2,0,-0.1,0.8,0.1,0
5,0.1,0.23,0.12,0,-0.1,0.53,0.23,0,0.1,0.84,0.15,0
7,0.03,0.2,0.1,0,-0.07,0.5,0.2,0,0.1,0.85,0.1,0
4,0.1,0.2,0.035,0,-0.1,0.35,0.35,0,-0.1,0.5,0.05,0
6,0.1,0.3,0.11,0,-0.1,0.53,0.21,0,0.1,0.93,0.33,0
4,0.07,0.2,0.1,0,-0.09,0.4,0.2,0,-0.03,1,0.1,0
6,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,0.1,0.35,0.1,0,-0.1,0.35,0.35,0,0.1,0.35,0.05,0
6,-0.07,0,0.37,0,0.07,0.7,0.5,0,-0.1,0.57,0.01,0
6,-0.1,0.1,0.45,0,-0.1,0.5,0.1,0,0.1,0.9,0.54,0
6,-0.01,0.2,0.1,0,-0.05,0.5,0.2,0,-0.05,0.8,0.1,0
5,0.1,0.26,0.1,0,-0.1,0.35,0.39,0,0.1,0.94,0.03,0
5,0.081,0.0911,0.17,0,-0.08,0.34,0.23,0,0.065,0.49,0.13,0
5,0.1,0.3,0.2,0,0,0.5,0.2,0,0.1,0.8,0.1,0
5,-0.1,0.25,0.45,0,-0.1,0.35,0.4,0,-0.1,0.55,0.45,0
5,0.027,0.2,0.22,0,-0.05,0.49,0.23,0,0.05,0.6,0.53,0
7,0.05,0.26,0.2,0,-0.06,0.42,0.32,0,0.06,0.45,0.04,0
4,-0.1,0.43,0.55,0,-0.1,0.49,0.52,0,-0.1,0.09,0.47,0
5,0.1,0.38,0.05,0,-0.1,0.02,0.49,0,-0.1,0.66,0.08,0
5,0.03,0.2,0.2,0,-0.0297,0.5,0.28,0,0.03,0.5,0.5,0
5,0.1,0.22,0.209,0,-0.1,0.28,0.16,0,-0.1,0.684,0.06,0
5,0.1,0.2,0.02,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,0.1,0.2,0.2,0,-0.1,0.5,0.1,0,0.1,0,1,0
4,0.1,0.3,0.2,0,0.1,0.85,0.49,0,0.1,0.01,0.59,0
7,0.1,0.29,0.2,0,-0.1,0.36,0.23,0,0.1,0.8,0.5,0
5,0.03,0.2,0.23,0,-0.06,0.6,0.3,0,0.02,0.8,0.1,0
6,0.05,0.2,0.1,0,-0.09,0.6,0.086,0,0.02,0.85,0.18,0
5,0.1,0.2,0.2,0,-0.1,0.527,0.123,0,0.1,-0.11,0.548,0
4,0.1,-0.1,0,0,0.1,0.1,0,0,-0.1,0.25,0.47,0
5,0.04,0.19,0.17,0,-0.1,0.5,0.2,0,0.02,0.78,0.1,0
5,0.1,-0.1,0.57,0,0.1,0.32,0.17,0,0.1,0.65,0.58,0
6,0.1,0.25,0.05,0,-0.1,0.5,0.3,0,-0.1,0.5,0.1,0
6,0.1,0.15,0.05,0,-0.1,0.35,0.2,0,0.1,0.8,0.46,0
6,0.1,0.2,0.1,0,-0.1,0.5,0.26,0,0.1,0.8,0.1,0
6,0.1,0.36,0.28,0,-0.1,0.36,0.25,0,0.1,0.8,0.5,0
5,-0.03,0.2,0.45,0,-0.03,0.5,0.45,0,0.002,0.75,0.25,0
5,0.1,0.2,0.1,0,-0.1,0.28,0.275,0,0.07,0.9,0.45,0
6,0.1,0.2,0.05,0,-0.1,0.3,0.15,0,0.1,0.95,0.2,0
5,0.1,0,0.55,0,0.1,0.3,0.23,0,-0.1,0.45,0.341,0
6,0.05,0.26,0.2,0,-0.06,0.42,0.36,0,0.08,0.7,0.2,0
6,0.1,0.25,0.07,0,-0.1,0.42,0.15,0,0.1,0.6,0.55,0
3,0.1,0.2,0.07,0,-0.1,0.25,0.43,0,-0.1,0.6,0.2,0
5,0.1,0.22,0,0,-0.1,0.45,0.27,0,-0.1,0.6,0.05,0
7,0.07,0.25,0.05,0,-0.1,0.55,0.33,0,0.1,0.75,0.2,0
7,0.05,0.2,0.42,0,0.06,0.5,0.2,0,-0.08,0.8,0.1,0
8,0.05,0.2,0.15,0,-0.07,0.4,0.15,0,0.0207,0.8,0.1,0
7,0.02,0.2,0.1,0,-0.04,0.5,0.2,0,-0.02,0.8,0.1,0
5,0.1,0.2,0.05,0,-0.1,0.4,0.2,0,0.1,0.8,0.1,0
5,0.1,0.26,0.1,0,-0.1,0.43,0.24,0,0.1,0.95,0.45,0
7,-0.1,0.3,0.2,0,-0.1,0.5,0.1,0,0.1,0.6,0.5,0
7,0.1,0.18,0.04,0,0.1,-0.09,0.5,0,0.1,0.73,0.5,0
5,0.1,0.99,0.59,0,-0.1,-0.05,0.41,0,0.1,-0.08,0.5,0
4,0.1,0.15,0.05,0,-0.1,0.5,0.35,0,0.1,0.8,0.1,0
8,-0.058,0,0.4,0,0.065,0.6,0.6,0,-0.1,0.6,0.01,0
5,0.1,0.3,0.01,0,-0.1,0.6,0.15,0,0.1,0.82,0.05,0
9,0.05,0.26,0.28,0,-0.04,0.42,0.32,0,-0.05,0.5,0.22,0
5,0.1,0.3,0.1,0,-0.1,0.5,0.3,0,0.1,0.7,0.1,0
7,0.1,0.19,0.12,0,0.1,-0.05,0.59,0,0.1,0.93,0.18,0
6,-0.05,0.2,0.4,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,0.1,0.25,0.07,0,-0.1,0.42,0.14,0,0.1,0.82,0.6,0
8,0.05,0.2,0.1,0,-0.1,0.5,0.2,0,0.02,0.8,0.1,0
5,0.1,0.24,0.08,0,-0.1,0.5,0.2,0,-0.1,0.5,0.11,0
6,0.1,0.3,0.2,0,-0.1,0.3,0.1,0,-0.1,0.6,0.05,0
5,0.1,0.2,0,0,0.1,-0.1,0.53,0,0.1,0.73,0.49,0
6,0.1,0.2,0.26,0,-0.1,0.5,0.1,0,0.1,0.5,0.43,0
5,0.05,0.26,0.2,0,-0.06,0.42,0.32,0,0.07,0.54,0.3,0
7,0.03,0.2,0.2,0,-0.03,0.55,0.2,0,0,0.8,0.1,0
5,0.029,0.2,0.2,0,-0.0266,0.5,0.28,0,0.031,0.5,0.5,0
7,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.3,0,-0.1,0.8,0.1,0
6,1.00E-10,0.15,0.2,0,1.00E-10,0.4,0.05,0,1.00E-10,0.6,0.35,0
5,0.1,0.22,0.03,0,-0.1,0.5,0.21,0,0.1,0.93,0.6,0
5,0.1,0.3,0.27,0,-0.1,0.5,0.1,0,0.1,0.5,0.43,0
5,0.1,0.27,0.16,0,-0.1,0.45,0.31,0,-0.1,0.55,0.01,0
6,0.1,0.3,0.15,0,-0.1,0.41,0.09,0,0.1,0.88,0.58,0
4,0.1,0.27,0.01,0,-0.1,0.5,0.05,0,0.1,0.88,0.4,0
3,0.1,0.35,0.1,0,-0.1,0.35,0.32,0,0.1,0.4,0.05,0
8,0.1,0.4,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
7,0.1,0.2,0.1,0,-0.1,0.5,0.1,0,0.1,0.8,0.1,0
5,0.1,0.27,0.13,0,-0.1,0.35,0.1,0,0.1,0.85,0.5,0
6,0.1,0.28,0.1,0,-0.1,0.41,0.23,0,0.1,0.8,0.1,0
6,0.1,0.3,0.1,0,-0.1,0.5,0.23,0,0.1,1,0.09,0
5,0.02,0.2,0.1,0,0.04,0.3,0.25,0,-0.1,0.35,0.1,0
6,0.035,0.2,0.1,0,-0.045,0.5,0.2,0,0.05,0.8,0.1,0
5,0.1,0.38,0.11,0,-0.1,0.67,0.64,0,0.1,0.81,0.42,0
4,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.5,0.1,0
5,0.025,0.25,0.25,0,0.03,0.95,0.2,0,-0.01,0.7,0.1,0
7,0.1,0.2,0.2,0,0.1,0.4,0.2,0,0.1,0.7,0.3,0
5,0.1,0.05,0.6,0,-0.1,0.5,0.1,0,0.1,0.8,0.5,0
4,0.02,0.2,0.2,0,-0.05,0.5,0.3,0,0.02,0.8,0.1,0
6,0.05,0.2,0.1,0,-0.09,0.615,0.08,0,0.02,0.82,0.15,0
3,0.1,0.25,0.07,0,-0.1,0.4,0.2,0,0.1,0.85,0.4,0
6,0.1,0.1,0.3,0,-0.1,0.4,0.5,0,0.1,0.5,0.25,0
5,0.1,0.19,0.14,0,-0.1,0.21,0.12,0,0.1,1,0.6,0
5,0.1,0.25,0.07,0,-0.1,0.42,0.09,0,0.1,0.72,0.6,0
6,0.1,0.2,0.09,0,0.1,0,0.5,0,0.1,0.8,0.5,0
7,0.01,-0.05,0.59,0,-0.05,0.4,0.48,0,0.1,0.8,0.2,0
6,-0.01,0.2,0.01,0,-0.08,0.55,0.58,0,0.1,0.8,0.5,0
6,0.1,0.29,0.18,0,-0.1,0.42,0.24,0,0.1,0.97,0.58,0
4,-0.1,0.24,0.38,0,0.1,0.125,0.55,0,-0.1,0.276,0.444,0
6,0.1,0.3,0.2,0,-0.1,0.4,0.2,0,0.1,1.1,0.6,0
4,0.045,0.2,0.15,0,-0.045,0.4,0.25,0,0.075,0.5,0.6,0
4,0.1,0.2,0.1,0,-0.1,0.3,0.1,0,0.1,0.4,0.1,0
5,0.05,0.2,0.1,0,-0.06,0.4,0.2,0,0.06,0.8,0.1,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.25,0,0.1,0.8,0.1,0
8,0.04,0.2,0.1,0,-0.04,0.5,0.2,0,0.0219,0.8,0.1,0
7,0.1,0.287,0.131,0,-0.1,0.415,0.073,0,0.1,0.89,0.282,0
4,0.01,0.2,0.3,0,-0.01,0.5,0.4,0,0,0.8,0.1,0
7,0.1,-0.2,0,0,0.1,0.25,0,0,0.1,0.84,0.48,0
6,0.1,0.2,0.1,0,-0.1,0.5,0.1,0,0.1,0.7,0.2,0
4,0.05,0.2,0.1,0,-0.08,0.5,0.2,0,0.07,0.9,0.5,0
4,-0.1,0.14,0.45,0,0.03,0.5,0.6,0,-0.09,0.55,0.05,0
7,0.05,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.05,0
7,0.01,0.12,0.22,0,-0.04,0.59,0.08,0,0.01,0.58,0.43,0
5,0.05,0.2,0.1,0,0.021,0.4,0.15,0,-0.1,0.6,0.3,0
7,0.1,0.2,0.1,0,-0.1,0.25,0.3,0,0.1,0.3,0.1,0
7,0.05,0.18,0.07,0,-0.1,0.35,0.37,0,0.01,1,0.6,0
4,0.1,0.27,0.01,0,-0.1,0.5,0.05,0,0.1,0.86,0.4,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.05,0,0.1,0.8,0.2,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.3,0,0.1,-0.2,1,0
9,0.1,0.2,0.1,0,-0.1,0.5,0.3,0,0.1,-0.1,0.5,0
9,0.01,-0.01,0.55,0,-0.1,0.45,0.4,0,0.1,0.7,0.45,0
10,0.1,0.2,0.1,0,-0.1,0.3,0.5,0,0.1,0.4,0.1,0
5,0.1,0.2,0.1,0,-0.1,0.43,0.39,0,0.1,1,0.6,0
5,0.1,0.2,0.14,0,-0.1,0.2,0.11,0,0.1,0.8,0.5,0
7,0.1,0.2,0.05,0,0.1,0.5,0.05,0,0.1,0.7,0.8,0
4,0.05,0.15,0.2,0,-0.1,0.2,0.47,0,0.1,0.2,0.49,0
5,0.1,0.32,0.23,0,-0.1,0.41,0.38,0,-0.1,0.7,0.01,0
4,0.1,0.3,0.15,0,-0.1,0.45,0.18,0,0.1,0.97,0.5,0
6,0.1,0.29,0.29,0,-0.1,0.17,0.32,0,0.1,0.23,0.27,0
6,-0.1,0.2,0.4,0,-0.1,0.6,0.38,0,-0.1,0.48,0,0
4,0.1,0.28,0,0,-0.1,0.45,0.3,0,-0.1,0.9,0,0
6,0.1,-0.15,0.55,0,-0.1,0.1,0.45,0,-0.1,0.4,0.05,0
4,0.04,0.26,0.2,0,-0.04,0.42,0.32,0,-0.05,0.5,0.3,0
5,0.02,0.26,0.2,0,-0.03,0.42,0.32,0,-0.05,0.5,0.2,0
4,0.1,0.2,0.05,0,-0.1,0.5,0.25,0,0.1,0.7,0.05,0
6,0.04,0.2,0.22,0,-0.1,0.5,0.2,0,0.01,0.8,0.1,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
6,-0.1,0.1,0.45,0,-0.1,0.58,0.18,0,0.1,0.9,0.54,0
5,0,0.2,0.1,0,0,0.5,0.2,0,0,0.8,0.1,0
5,-0.1,0,0.51,0,0.1,0.9,0.5,0,-0.1,0.58,0.03,0
4,0.1,0.2,0.07,0,-0.1,0.25,0.43,0,-0.1,0.65,0.1,0
5,0.1,0,0.55,0,0.1,0.3,0.22,0,-0.1,0.5,0.3,0
5,0.04,0.19,0.17,0,-0.1,0.5,0.2,0,0.02,0.8,0.12,0
4,0.026,0.25,0.265,0,0.04,0.9,0.23,0,-0.06,0.6,0,0
5,0.1,0.2,0.1,0,-0.1,0.4,0.2,0,0.1,0.6,0.6,0
5,0.1,0.26,0.16,0,-0.1,0.36,0.16,0,0.1,0.95,0.56,0
5,0,0.2,0.2,0,0,0.5,0.2,0,0,0.6,0.45,0
4,0.1,0.31,0.18,0,0.1,0.01,0.51,0,0.1,0.75,0.42,0
5,0.1,0.33,0.1,0,-0.1,0.5,0.3,0,0.1,0.8,0.1,0
5,0.1,0.27,0.16,0,-0.1,0.45,0.27,0,0.1,0.8,0.1,0
5,0.025,0.25,0.25,0,0.03,0.9,0.2,0,0.04,0.5,0.15,0
7,0.031,0.25,0.25,0,-0.05,0.5,0.2,0,0.02,0.9,0.2,0
8,0.05,0.2,0.1,0,-0.06,0.4,0.2,0,0.05,0.9,0.1,0
6,0.1,0.2,0.1,0,-0.1,0.27,0.3,0,0.1,0.9,0.5,0
7,-0.1,0,0.37,0,-0.1,0.43,0.307,0,-0.1,0.61,0,0
7,0.1,0.22,0.03,0,-0.1,0.41,0.27,0,0.1,0.92,0.6,0
6,-0.1,0.23,0.41,0,-0.1,0.6,0.2,0,-0.1,0.14,0.55,0
7,0.05,0.2,0.1,0,-0.08,0.45,0.05,0,-0.05,0.7,0.4,0
5,0.1,0.2,0.1,0,-0.1,0.4,0.2,0,0.1,0.8,0.4,0
6,0.07,0.2,0.1,0,-0.0675,0.275,0.05,0,0.06,0.8,0.5,0
5,-0.1,0.2,0.2,0,-0.1,0.5,0.2,0,0.1,0.65,0.4,0
3,0.1,0.4,0.1,0,-0.1,0.5,0.4,0,0.1,0.5,0.1,0
5,0.1,0.3,0.01,0,-0.1,0.51,0.35,0,-0.1,0.58,0.15,0
4,0.1,0.25,0,0,-0.1,0.48,0.35,0,0.1,1,0,0
5,0.1,0.3,0.15,0,-0.1,0.35,0.1,0,0.1,0.85,0.5,0
6,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,-0.1,0.3,0.1,0,-0.1,0,0.4,0,0.1,0.8,0.2,0
5,0.1,0.225,0.04,0,-0.1,0.4,0.3,0,-0.1,0.4,0.025,0
4,0.1,0.3,0.01,0,-0.1,0.5,0.15,0,0.1,0.8,0.1,0
5,0.1,0.27,0.22,0,-0.1,0.5,0.1,0,0.1,0.5,0.43,0
6,0.1,0.3,0.2,0,-0.1,0.3,0.1,0,-0.1,0.55,0.1,0
7,0.03506,0.2,0.1,0,-0.04,0.5,0.2,0,0.03,0.8,0.1,0
5,0.1,0.3,0.1,0,-0.1,0.4,0.1,0,-0.1,0.8,0.5,0
9,0.1,0.2,0.1,0,-0.1,0.26,0.464,0,-0.1,0.57,0.25,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,0.1,0.2,0.1,0,-0.1,0.4,0.37,0,0.1,-0.19,0.59,0
5,0.1,0.37,0.2,0,-0.1,0.3,0.1,0,-0.1,0.4,0.2,0
5,-0.1,0.2,0.5,0,-0.1,0.45,0.55,0,0.1,0.7,0.4,0
4,0.1,0.2,0.1,0,0.1,0.5,0.2,0,0.1,0.8,0.1,0
3,0.1,0.25,0.15,0,-0.1,0.3,0.34,0,-0.1,0.76,0.1,0
3,0.1,0.4,0.1,0,-0.1,0.57,0.23,0,0.1,0.5,0.1,0
4,0.1,0.2,0.02,0,0,0.5,0.2,0,0,0.8,0.1,0
5,0.05,0.2,0.05,0,-0.02,0.5,0.2,0,0.1,0.8,0.45,0
4,0.055,0.2,0.05,0,-0.01,0.27,0.42,0,-0.01,0.5,0.25,0
6,0.1,1,0.6,0,-0.1,-0.05,0.41,0,0.1,-0.08,0.53,0
8,0.05,0.2,0.1,0,-0.06,0.5,0.2,0,0.04,0.8,0.45,0
8,0.1,0.27,0.16,0,-0.1,0.45,0.31,0,-0.1,0.51,0.02,0
4,0.1,0.2,0.07,0,-0.1,0.3,0.43,0,0.1,1,0.09,0
6,0.1,-0.1,0,0,-0.1,0.2,0.3,0,0.1,0.1,0,0
5,0.1,0.25,0.09,0,-0.1,0.5,0.3,0,-0.1,0.5,0.09,0
5,0.03,0.2,0.2,0,-0.03,0.5,0.28,0,0.03,0.5,0.49,0
5,0.1,0.21,0.11,0,-0.1,0.31,0.22,0,-0.1,0.59,0.14,0
6,0.035,0.2,0.1,0,-0.04,0.5,0.2,0,0.03,0.8,0.1,0
6,0.075,0.2,0.3,0,-0.1,0.45,0.3,0,0.1,0.5,0.55,0
5,0.1,0.5,0.57,0,-0.1,0.63,0.42,0,-0.1,0.12,0.52,0
6,0.1,0.29,0.2,0,-0.1,0.36,0.23,0,0.1,0.8,0.2,0
