runtime,in01,in02,in03,in04,in05,in06,in07,in08,in09,in10,in11,in12
5,0.1,0.28,0.21,0,-0.1,0.5,0.25,0,-0.1,0.5,0.05,0
6,0.07,0.23,0.25,0,-0.1,0.55,0.29,0,-0.1,0.52,0.12,0
7,0.05,0.2,0.1,0,-0.09,0.6,0.18,0,0.02,0.85,0.18,0
8,0.01,0.1,0.55,0,-0.005,0.56,0.56,0,0.01,0.7,0.1,0
5,0.06,0.2,0.1,0,-0.1,0.45,0.2,0,0.03,0.75,0.1,0
8,0.01,0.296,0.3,0,-0.001,0.8,0.5,0,-0.1,0.57,0,0
4,0.06,0.2,0.1,0,-0.06,0.5,0.2,0,0.1,0.8,0.1,0
3,0.04,0.2,0.1,0,-0.04,0.5,0.2,0,0.028,0.8,0.1,0
5,0.1,0.25,0.16,0,-0.1,0.46,0.25,0,0.1,0.49,0.26,0
5,0.029,0.2,0.2,0,-0.026,0.5,0.28,0,0.1,0.5,0.5,0
4,0.1,-0.2,0.5,0,0.1,0.3,0,0,0.1,0.8,0.5,0
5,0.1,0.3,0.1,0,-0.05,0.3,0.3,0,0.1,0.8,0.1,0
4,-0.1,-0.12,0.35,0,-0.1,1,0.35,0,-0.1,0.68,0.15,0
7,0.1,0.5,0.58,0,-0.1,0.62,0.49,0,-0.1,0.12,0.51,0
5,0.1,0.17,0.05,0,-0.1,0.41,0.15,0,-0.1,0.61,0.15,0
5,0.036,0.07,0.11,0,-0.056,0.27,0.24,0,0.041,0.39,0.11,0
5,0.1,0.2,0.08,0,-0.1,0.5,0.2,0,0.1,0.5,0.6,0
6,0.1,0.35,0.1,0,-0.1,0.75,0.1,0,0.1,0.8,0.45,0
5,0.1,0.25,0.03,0,-0.1,0.4,0.365,0,0.1,0.93,0.15,0
4,0.1,0.27,0.01,0,-0.1,0.5,0.14,0,0.1,0.8,0.4,0
7,0.1,0.2,0.2,0,0.1,0.4,0.2,0,0.1,0.7,0.27,0
6,0.1,0.35,0.55,0,-0.1,0.35,0.15,0,-0.1,0.8,0.1,0
7,0.01,0.2,0.1,0,0.01,0.5,0.1,0,0.07,0.8,0.1,0
5,0.1,0.5,0.57,0,-0.1,0.63,0.5,0,-0.1,0.12,0.51,0
7,0.1,0.35,0,0,0.1,1,0.35,0,-0.01,0.6,0,0
9,0.01,0.07,0.55,0,-0.005,0.56,0.56,0,0.01,0.7,0.1,0
6,0.1,0.24,0.2,0,-0.1,0.25,0.4,0,0.1,0.5,0.2,0
5,-0.1,0.24,0.38,0,0.1,0.125,0.59,0,-0.1,0.24,0.525,0
7,0.1,0.3,0.1,0,-0.1,0.4,0.2,0,-0.1,0.4,0.1,0
4,0.1,0.1,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
4,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
7,0.05,0.3,0.2,0,-0.04,0.42,0.32,0,-0.05,0.5,0.22,0
7,0.1,0.35,0.2,0,-0.1,0.3,0.1,0,-0.1,0.4,0.2,0
6,0.05,0.26,0.2,0,-0.06,0.42,0.32,0,0.06,0.43,0.06,0
4,0.1,0.2,0,0,-0.1,0.5,0.23,0,0.1,0.56,0.1,0
6,0.1,0.2,0.1,0,-0.1,0.5,0.4,0,-0.1,0.6,0,0
6,0.045,0.2,0.1,0,-0.041,0.5,0.32,0,0.02,0.84,0.1,0
4,-0.1,0.25,0.3,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
6,0.05,0.26,0.2,0,-0.06,0.42,0.38,0,0.08,0.7,0.2,0
5,0.05,0.34,0.31,0,-0.05,0.41,0.39,0,0.01,0.65,0.1,0
6,0.1,0.2,0.1,0,-0.1,0.3,0.1,0,0.1,0.5,0.6,0
6,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
8,0.1,0.12,0.19,0,-0.1,0.65,0.12,0,0.1,0.58,0.43,0
5,0.057,0.2,0.1,0,-0.054,0.35,0.15,0,0.016,0.75,0.3,0
6,0.1,0.2,0.05,0,0.1,0.5,0.2,0,0.1,0.8,0.1,0
4,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,-0.1,0.8,0.1,0
7,0.1,0.2,0.1,0,-0.05,0.5,0.2,0,-0.05,0.9,0.05,0
6,0.1,0.2,0.05,0,-0.1,0.35,0.1,0,0.1,0.8,0.5,0
5,0.041,0.13,0.09,0,-0.058,0.27,0.23,0,0.04,0.28,0.04,0
4,0.038,0.2,0.1,0,0.03,0.6,0.5,0,0,0.8,0.1,0
6,0.06,0.2,0,0,-0.1,0.4,0.3,0,0.03,0.45,0.1,0
7,0.1,0.2,0.1,0,-0.05,0.5,0.2,0,0,0.9,0.05,0
6,0.05,0.2,0.1,0,-0.1,0.5,0.2,0,0.02,0.8,0.1,0
5,0.05,0.26,0.2,0,-0.06,0.42,0.32,0,-0.07,0.54,0.26,0
3,0.05,0.2,0.1,0,-0.1,0.5,0.2,0,-0.1,0.7,0.1,0
4,0.04,0.2,0.2,0,-0.048,0.4,0.2,0,0.02,0.6,0.52,0
5,-0.1,0,0.36,0,-0.1,0.45,0.3,0,-0.1,0.59,0,0
6,0.1,0.25,0.1,0,0.1,0.2,0.45,0,-0.1,0.55,0.01,0
6,0.1,0.26,0.17,0,-0.1,0.48,0.34,0,0.1,0.72,0.23,0
6,-0.1,0.45,0.25,0,-0.1,-0.07,0.35,0,-0.1,0.91,0.6,0
4,0.1,0.3,0,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
6,-0.1,0.2,0.4,0,-0.1,0.49,0.37,0,-0.1,0.6,0,0
6,0.1,0.25,0.07,0,-0.1,0.42,0.11,0,0.1,0.8,0.6,0
6,0.081,0.15,0.17,0,-0.1,0.34,0.23,0,0.089,0.49,0.13,0
5,-0.1,0.35,0.35,0,-0.1,-0.01,0.43,0,0.1,-0.15,0.5,0
5,0.1,0.1,0.1,0,-0.1,0.4,0.4,0,0.1,0.4,0.2,0
6,0.05,0.2,0.1,0,-0.05,0.42,0.35,0,0.02,0.7,0.2,0
4,-0.1,0.24,0.38,0,0.1,0.125,0.55,0,-0.1,0.266,0.466,0
5,0.05,0.26,0.2,0,-0.04,0.42,0.32,0,-0.05,0.5,0.24,0
4,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
7,0.1,0.29,0.36,0,-0.1,0.35,0.63,0,0.1,0.38,0.49,0
5,0.1,0.2,0.0641,0,-0.1,0.5,0.1,0,0.1,0.3443,0.47,0
6,0.1,0.2,0.12,0,0.1,0,0.5,0,0.1,1,0.2,0
7,0.085,0.35,0.1,0,0,0,0,0,0.055,0.8,0.5,0
5,0.1,0.06,0,0,-0.1,0,0.3,0,0.1,0.8,0.1,0
6,-0.1,0.2,0.36,0,0.1,0.6,0.54,0,-0.1,0.45,0,0
4,0.01,0.2,0.2,0,-0.1,0.5,0.2,0,0.1,0.6,0.43,0
8,0.1,0.1,0,0,-0.1,0.1,0.2,0,0.1,0.695,0.5,0
5,-0.1,0.1,0.3,0,-0.1,0.5,0.3,0,-0.1,0.85,0.1,0
4,0.1,0.3,0.2,0,-0.1,0.3,0.1,0,-0.1,0.4,0,0
6,-0.08,0.15,0.1,0,0.1,0.15,0.15,0,-0.02,0.15,0.2,0
7,0.1,0,0.45,0,-0.1,0.35,0.6,0,0.1,0.8,0,0
7,0.1,-0.1,0,0,-0.1,0.3,0.3,0,0.1,0.6,0.5,0
4,0.06,0.2,0.05,0,-0.01,0.27,0.42,0,-0.01,0.5,0.25,0
6,0.1,0.35,0.15,0,0.1,1,0,0,0,0,0,0
3,0.05,0.26,0.2,0,-0.06,0.42,0.34,0,0.08,0.7,0.2,0
7,0.1,-0.1,0.6,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
6,0.01,0.288,0.3,0,0.0001,0.8,0.5,0,-0.1,0.57,0,0
8,0.1,0.35,0.31,0,-0.1,0.35,0.3,0,-0.1,0.6,0,0
7,0.04,0.2,0.1,0,-0.036,0.5,0.2,0,0.018,0.8,0.1,0
5,0.1,0.2,0.03,0,-0.1,0.51,0.35,0,0.1,0.79,0.45,0
6,0.1,0.32,0.19,0,-0.1,0.41,0.4,0,-0.1,0.9,0.01,0
5,0.1,0.26,0.07,0,-0.1,0.42,0.2,0,0.1,0.95,0.43,0
4,-0.1,0.49,0.55,0,-0.1,0.69,0.49,0,0.1,0,0.53,0
6,0.1,0.28,0.06,0,-0.1,0.95,0,0,-0.1,0.44,0.35,0
6,0.1,0.3,0.1,0,-0.045,0.34,0.34,0,0.05,0.86,0.2,0
5,-0.1,0.2,0.4,0,-0.1,0.4,0.5,0,-0.1,0.5,0.1,0
5,0.008,0.2,0.25,0,0.008,0.6,0.55,0,-0.007,0.6,0.2,0
5,0.05,0.2,0.1,0,-0.05,0.4,0.4,0,-0.02,0.7,0.1,0
5,0.1,0.2,0.6,0,-0.1,0.6,0.5,0,-0.1,0.2,0.2,0
4,0.07,0.2,0.1,0,-0.1,0.5,0.1,0,-0.1,1,0,0
4,0.1,0.17,0.02,0,-0.1,0.27,0.15,0,-0.1,0.542,0.28,0
4,0.1,0.06,0,0,-0.0945,-0.072,0.3,0,-0.08,0.728,0.265,0
5,0.1,0.12,0.08,0,-0.1,0.36,0.19,0,0.1,0.58,0.11,0
4,-0.1,0.4,0.43,0,-0.1,0.5,0.17,0,-0.1,0.5,0,0
4,-0.1,0.35,0.35,0,-0.1,0,0.45,0,0.1,-0.19,0.5,0
6,0.06,0.2,0,0,-0.1,0.4,0.3,0,0.03,0.55,0.2,0
6,0.1,0.2,0.1,0,-0.1,0.4,0.3,0,0.1,0.6,0.43,0
4,0.01,0.2,0.26,0,-0.05,0.5,0.2,0,0.01,0.8,0.8,0
5,0.1,0.3,0.1,0,-0.1,0.4,0.2,0,0.1,0.8,0.1,0
7,0.1,0.38,0.1,0,-0.1,0.67,0.45,0,0.1,0.8,0.1,0
4,0.1,0.32,0.1,0,-0.1,0.4,0.35,0,0.1,0.8,0.2,0
7,-0.1,0,0.38,0,0.02,0.6,0.59,0,-0.1,0.5,0,0
6,0.1,0.2,0.2,0,-0.1,0.4,0.2,0,-0.1,0.6,0.43,0
5,0.1,0.25,0.2,0,-0.1,0.42,0.25,0,-0.1,0.52,0.25,0
5,0.1,0.21,0.11,0,-0.1,0.29,0.22,0,-0.1,0.59,0.11,0
4,0.1,0.25,0,0,-0.1,0.5,0.1,0,0.1,0.7,0.4,0
5,0.1,-0.1,0,0,0.1,0.1,0,0,-0.1,0.255,0.49,0
6,0,0.2,0.1,0,0,0.5,0.2,0,0,0.8,0.1,0
5,0.1,0.2,0,0,-0.1,0.4,0.33,0,0.1,0.9,0.25,0
6,0.1,0.25,0.05,0,-0.1,0.4,0.01,0,0.1,0.95,0.1,0
7,0.1,0.1,0,0,-0.1,0.3,0.2,0,0.1,-0.1,0,0
6,0.1,0.28,0.15,0,0.1,0.95,0,0,-0.1,0.44,0.35,0
5,0.1,0.3,0.07,0,-0.1,0.55,0.045,0,0.1,0.98,0.3,0
7,0.1,0.3,0.1,0,-0.1,0.65,0.1,0,0.1,0.6,0.59,0
6,0.03,0.2,0.15,0,-0.07,0.4,0.15,0,0,0.8,0.1,0
4,0.1,0,0.5,0,-0.1,0.5,0.36,0,-0.1,0.7,0.1,0
5,-0.056,0.2,0.42,0,-0.012,0.41,0.05,0,0.008,0.58,0.41,0
5,0.1,-0.15,0.55,0,-0.1,0.25,0.2,0,-0.1,0.95,0.05,0
5,0.1,0.2,0.2,0,-0.1,0.5,0.15,0,0.1,-0.105,0.55,0
4,0.1,-0.2,0.1,0,-0.1,-0.1,0.3,0,0.1,0,0.5,0
6,0.1,0.2,0,0,-0.1,0.5,0.25,0,0.1,0.8,0.3,0
4,0.05,0.21,0.12,0,-0.08,0.51,0.23,0,0.08,0.95,0.43,0
6,0.03,0.2,0.2,0,-0.03,0.5,0.5,0,0.025,0.5,0.25,0
5,-0.1,0.2,0.5,0,-0.1,0.6,0.5,0,0.1,0.7,0.4,0
5,0.0435,0.2,0.1,0,-0.042,0.48,0.32,0,0.022,0.79,0.1,0
6,0.04,0.2,0.2,0,-0.06,0.4,0.34,0,0.03,0.8,0.52,0
4,0.1,0.2,0.07,0,-0.1,0.25,0.43,0,-0.1,1,0,0
4,0.1,0.1,0,0,-0.1,0.4,0.1,0,0.1,0.9,0,0
6,0.1,0.2,0.1,0,-0.1,0.4,0.35,0,-0.1,0.5,0,0
5,0.02,0.1,0.07,0,0.02,0.5,0.55,0,-0.02,0.68,0.2,0
5,0.1,0.3,0.1,0,-0.1,0.4,0.3,0,0.1,0.6,0.4,0
5,0.1,0.25,0.07,0,-0.1,0.4,0.2,0,0.1,0.8,0.1,0
8,0.1,0.25,0.1,0,-0.1,0.49,0.21,0,-0.1,0.65,0.08,0
5,0.1,0.2,0.1,0,-0.1,0.4,0.26,0,0.1,1,0.6,0
6,-0.036,0.2,0.56,0,0.02,0.41,0.05,0,0.044,0.6,0.45,0
5,0.1,0.3,0.14,0,-0.1,0.5,0.1,0,-0.1,0.42,0.4,0
4,0.1,0.24,0.08,0,-0.1,0.5,0.3,0,-0.1,0.47,0.11,0
5,0.1,0.17,0.02,0,-0.1,0.27,0.16,0,0.1,0.543,0.293,0
6,0.01,0.06,0.01,0,-0.03,0.47,0.04,0,0.05,0.78,0.48,0
7,0.1,0.2,0,0,-0.1,0.4,0.4,0,0.1,0.6,0.45,0
5,0.03,0.14,0.12,0,-0.08,0.5,0.2,0,0.05,0.83,0.08,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,1.00E-10,0.014,0.09,0,1.00E-10,0.32,0.34,0,1.00E-10,0.55,0.34,0
6,0.1,0.2,0.1,0,-0.1,0.45,0.3,0,-0.1,0.55,0,0
4,0.1,0.2,0.12,0,0.1,-0.1,0.49,0,0.1,0.875,0.2,0
5,0,0.2,0.1,0,0,0.5,0.2,0,0,0.8,0.1,0
6,0.1,0.1,0.35,0,-0.1,0.4,0.4,0,0.1,0.5,0.4,0
4,0.1,0.2,0.035,0,-0.1,0.35,0.35,0,-0.1,0.5,0.045,0
5,0.1,-0.1,0,0,-0.1,0.2,0.4,0,0.1,0.1,0,0
10,0.1,0.32,0.16,0,-0.1,0.5,0.13,0,0.1,0.99,0.16,0
5,0.1,0.28,0.17,0,0.1,0.95,0.1,0,-0.1,0.43,0.35,0
4,0.1,-0.1,0,0,0.1,0.1,0,0,-0.1,0.255,0.495,0
7,0.1,0.27,0.03,0,-0.1,0.52,0.18,0,0.1,0.92,0.53,0
3,0,0.2,0.4,0,0,0.5,0.4,0,0,0.75,0.2,0
5,0.03,0.15,0.1,0,-0.035,0.5,0.2,0,0.05,0.9,0.1,0
4,0.1,0.3,0.1,0,-0.1,0.65,0.3,0,0.1,0.64,0.5,0
7,0.1,0.2,0.07,0,-0.1,0.4,0.25,0,0.1,0.6,0.43,0
5,0.05,0.26,0.25,0,-0.04,0.42,0.42,0,-0.05,0.5,0.22,0
5,0.1,0.285,0.1,0,-0.1,0.4,0.35,0,0.1,0.8,0.2,0
6,0.1,0.2,0.2,0,-0.1,0.5,0.35,0,0.1,-0.12,0.5,0
6,0.1,0.25,0.05,0,-0.1,0.43,0.4,0,0.1,0.96,0.35,0
4,0.05,0.2,0,0,-0.1,0.4,0.35,0,0.05,0.45,0.1,0
7,0.05,0.26,0.25,0,-0.04,0.42,0.4,0,-0.05,0.5,0.22,0
7,0.05,0.2,0.1,0,-0.1,0.5,0.2,0,0.03,0.8,0.1,0
6,0.1,0.2,0.2,0,-0.1,0.52,0.133,0,0.1,-0.107,0.548,0
7,0.1,0.25,0.1,0,-0.1,0.5,0.29,0,-0.1,0.49,0.01,0
4,0.05,0.2,0.1,0,-0.09,0.6,0.095,0,0.02,0.8,0.15,0
6,0.01,0.2,0.1,0,-0.05,0.5,0.2,0,-0.05,0.8,0.1,0
4,0.1,0.28,0.07,0,-0.1,0.53,0.38,0,-0.1,0.88,0.11,0
5,0.1,0.3,0.25,0,-0.1,0.35,0.2,0,-0.1,0.625,0.325,0
6,0.1,0.2,0.0641,0,-0.1,0.6,0.1,0,0.1,0.3443,0.6,0
5,0.1,0.19,0.55,0,0.1,0.2,0,0,-0.1,0.5,0.36,0
3,0.1,0.4,0.1,0,-0.1,0.5,0.2,0,-0.1,0.6,0.1,0
6,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,0.1,0.2,0.1,0,-0.1,0.29,0.19,0,-0.1,0.92,0.3,0
5,0.1,0.25,0.07,0,-0.1,0.42,0.18,0,0.1,0.82,0.6,0
6,0.1,0.2,0.05,0,-0.1,0.15,0.3,0,0.1,0.4,0.15,0
5,0.1,0.3,0.1,0,-0.04,0.34,0.34,0,0.05,0.86,0.2,0
6,0.1,0.26,0.1,0,-0.1,0.64,0.4,0,-0.1,0.8,0.3,0
5,0.1,0.3,0.1,0,-0.03,0.35,0.33,0,-0.05,0.85,0.2,0
7,0.1,0.29,0.2,0,-0.1,0.36,0.23,0,0.1,0.8,0.25,0
6,0.1,0.3,0.2,0,-0.1,0.4,0.38,0,-0.1,1,0.6,0
5,0.1,0.23,0.05,0,-0.1,0.36,0.35,0,0.1,0.9,0.08,0
3,0.1,0.3,0.6,0,0.1,0.28,0.15,0,0.1,0.65,0.6,0
4,0.07,0.2,0.1,0,-0.09,0.4,0.2,0,-0.1,1,0,0
5,0.1,0.25,0.16,0,-0.1,0.46,0.52,0,-0.1,0.41,0.02,0
6,0.1,0.3,0.1,0,-0.1,0.5,0.2,0,0.1,0.94,0.58,0
3,-0.1,0.14,0.45,0,0.03,0.5,0.6,0,-0.09,0.55,0.05,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,0.025,0.25,0.25,0,0.03,0.95,0.2,0,-0.01,0.75,0.05,0
4,0.1,0.28,0.01,0,-0.1,0.51,0.21,0,0.1,0.8,0.03,0
4,0.04,0.19,0.17,0,-0.1,0.5,0.2,0,0.02,0.8,0.11,0
6,0.04,0.2,0.1,0,-0.04,0.5,0.2,0,0.0212,0.8,0.1,0
7,0.1,0.2,0.1,0,-0.1,0.3,0.6,0,0.1,0.4,0.1,0
5,0.0299,0.2,0.2,0,-0.0296,0.5,0.28,0,0.03,0.5,0.5,0
5,0.1,0.1,-0.2,0,0.1,0.5,0.2,0,-0.1,0.6,0.4,0
4,0.1,0.2,0.05,0,-0.1,0.5,0.35,0,0.1,0.8,0.1,0
6,0.1,0.3,0.1,0,-0.02,0.34,0.32,0,-0.055,0.525,0.35,0
5,0.02,0.2,0.2,0,-0.1,0.5,0.3,0,0.02,0.8,0.1,0
6,0.1,0.35,0.1,0,-0.1,0.8,0.1,0,0.1,0.8,0.45,0
4,0.05,0.2,0.1,0,-0.1,0.5,0.2,0,-0.1,0.8,0.1,0
5,0.1,0.275,0.1,0,-0.1,0.295,0.1,0,0.1,0.285,0.15,0
5,0.1,0.2,0.1,0,-0.1,0.3,0.45,0,0.1,0.9,0.1,0
7,0.1,0.2,0.2,0,-0.1,0.4,0.3,0,-0.1,0.6,0.43,0
5,0.1,0.06,0,0,-0.092,-0.072,0.3,0,-0.08,0.71,0.3,0
6,-0.1,0.3,0.3,0,-0.1,0.35,0.6,0,-0.1,0.3,0.3,0
4,0.1,0.35,0.1,0,-0.1,0.33,0.43,0,0.1,0.35,0.05,0
5,0.1,0.25,0.1,0,-0.1,0.45,0.3,0,-0.1,0.5,0,0
6,0.1,0.25,0.25,0,-0.1,0.4,0.2,0,-0.1,0.5,0.1,0
6,0.1,0.1,0.3,0,-0.1,0.5,0.1,0,0.1,0.7,0.22,0
7,0.05,0.2,0.15,0,-0.07,0.4,0.15,0,0.022,0.8,0.1,0
3,0.1,0.23,0.07,0,-0.1,0.25,0.38,0,0.1,0.93,0.51,0
7,0.1,0.2,0.09,0,-0.1,0.25,0.48,0,-0.1,0.5,0.5,0
8,0.1,0.3,0.1,0,-0.05,0.4,0.2,0,0.1,0.4,0.1,0
6,0.1,0.05,0.6,0,0.1,0.4,0.2,0,0.1,0.8,0.55,0
5,0.03,0.15,0.1,0,-0.07,0.5,0.05,0,0.03,0.7,0.5,0
8,0.05,0.2,0.1,0,-0.1,0.5,0.2,0,-0.05,0.8,0.05,0
6,-0.05,0.2,0.2,0,0.1,0.2,0.25,0,-0.05,0.2,0.3,0
5,0.1,0.25,0.16,0,-0.1,0.46,0.25,0,-0.1,0.49,0.21,0
6,0.1,0.06,0,0,-0.094,-0.072,0.3,0,-0.08,0.737,0.3,0
6,0.1,0.2,0.05,0,-0.1,0.5,0.2,0,0.1,0.6,0.45,0
4,0.1,0.287,0.1,0,-0.1,0.4,0.35,0,0.1,0.8,0.2,0
5,0.1,0.16,0.03,0,-0.1,0.27,0.16,0,-0.1,0.55,0.25,0
9,0.07,0.27,0.12,0,-0.07,0.6,0.2,0,0.1,0.65,0.52,0
7,-0.06,0.2,0.55,0,-0.02,0.41,0.05,0,0.019,0.7,0.48,0
5,0.1,0.3,0.2,0,-0.1,0.3,0.1,0,-0.1,0.35,0.05,0
5,0.1,0.39,0.55,0,-0.1,0.72,0.12,0,-0.1,0.19,0.49,0
4,0.01,0.2,0.2,0,-0.01,0.5,0.3,0,0,0.8,0.1,0
6,-0.1,0.03,0.48,0,-0.1,0.3,0.32,0,0.1,0.31,0.05,0
4,0.1,0.2,0.01,0,-0.1,0.58,0.2,0,0.1,0.6,0.6,0
5,0.027,0.25,0.25,0,0.04,0.9,0.2,0,-0.03,0.6,0,0
5,0.1,0.2,0.1,0,-0.1,0.29,0.19,0,-0.1,0.98,0.22,0
5,0.1,0.2,0.2,0,-0.1,0.5,0.2,0,0.1,0,0.5,0
4,0.1,0.1,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,0.1,0,0.55,0,0.1,0.3,0.2,0,-0.1,0.8,0.3,0
5,0.05,0.2,0.1,0,-0.08,0.5,0.2,0,-0.05,0.8,0.1,0
6,0.1,0.33,0.2,0,-0.1,0.42,0.35,0,0.1,0.8,0.4,0
6,0.1,0.2,0.12,0,-0.1,0.21,0.12,0,0.1,0.8,0.6,0
6,0.045,0.2,0.2,0,-0.05,0.3,0.35,0,0.03,0.8,0.35,0
7,0.05,-0.15,0.5,0,-0.1,0.45,0.4,0,0.1,0.7,0.45,0
4,0.1,0.876,0.2,0,0.1,0.2,0.11,0,0.1,-0.1,0.5,0
4,0.1,0.29,0.42,0,-0.1,0.17,0.38,0,0.1,0.23,0.27,0
5,0.1,0.5,0.57,0,-0.1,0.63,0.48,0,-0.1,0.12,0.51,0
7,-0.1,0.2,0.5,0,0.1,0.45,0.55,0,0.1,0.7,0.4,0
5,0.1,0.15,0.1,0,-0.1,0,0.3,0,0.1,0.9,0.3,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
6,0.1,0.27,0.05,0,-0.1,0.4,0.33,0,0.1,0.8,0.05,0
4,0.1,0.19,0.07,0,-0.1,0.25,0.38,0,0.1,0.99,0.11,0
6,0.1,0.3,0.05,0,-0.1,0.45,0.01,0,0.1,0.95,0.1,0
4,0.036,0.07,0.11,0,-0.066,0.27,0.24,0,0.041,0.39,0.11,0
7,0.03,0.25,0.25,0,0.05,0.5,0.2,0,0.022,0.8,0.2,0
6,-0.1,0.25,0.1,0,-0.1,0.35,0.25,0,-0.1,0.65,0.04,0
6,0.1,0.1,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
6,0.001,-0.1,0.6,0,-0.003,0.56,0.56,0,0.01,0.7,0.1,0
4,0.1,0.28,0.08,0,-0.1,0.51,0.2,0,0.1,0.9,0.5,0
5,0.1,0.22,0.01,0,0.1,0.94,0.12,0,-0.1,0.34,0.31,0
6,0.1,0.32,0.1,0,-0.1,0.5,0.2,0,0.1,0.96,0.58,0
5,0.1,0.35,0.1,0,-0.1,0.8,0.1,0,0.1,0.8,0.5,0
6,0.1,0.23,0.1,0,-0.1,0.35,0.29,0,0.1,0.94,0.07,0
5,-0.081,0,0.4,0,0.02,0.35,0.59,0,-0.1,0.57,0,0
5,0.1,0.26,0.03,0,-0.1,0.37,0.03,0,0.1,0.9,0.4,0
4,0.1,0.25,0.3,0,0.1,0.7,0.2,0,0.1,0.5,0.6,0
4,0.08,0.3,0.1,0,-0.1,0.35,0.5,0,0.1,0.35,0.1,0
5,0.1,0.27,0.01,0,-0.1,0.5,0.14,0,0.1,0.6,0.45,0
7,0.1,0.24,0.08,0,-0.1,0.5,0.3,0,-0.1,0.51,0.09,0
5,0.02,0.26,0.2,0,-0.03,0.42,0.32,0,-0.05,0.5,0.3,0
6,0.1,-0.17,0.51,0,0.1,0.32,0.19,0,0.1,0.84,0.56,0
5,0.1,0.2,0.1,0,-0.1,0.25,0.48,0,-0.1,0.61,0.3,0
5,0.04,0.19,0.17,0,-0.1,0.5,0.2,0,0.02,0.79,0.1,0
5,0.0181,0.11,0.02,0,-0.05,0.28,0.21,0,0.038,0.292,0.08,0
4,0.1,0.2,0,0,-0.1,0.4,0.3,0,0.1,0.8,0.13,0
8,-0.1,0,0.37,0,-0.1,0.43,0.3,0,-0.1,0.61,0,0
6,0.05,0.2,0.05,0,-0.1,0.5,0.2,0,0.01,0.8,0.3,0
5,0.1,0.25,0.07,0,-0.1,0.4,0.17,0,0.1,0.7,0.3,0
4,-0.1,-0.12,0.35,0,-0.03,0.45,0.35,0,-0.1,0.6,0,0
5,0.05,0.2,0.15,0,-0.06,0.3,0.1,0,0.1,0.8,0.6,0
4,0.1,0.2,0.1,0,-0.1,0.5,0.4,0,0.1,0.8,0.5,0
4,0.1,0.3,0.1,0,-0.1,0.505,0.205,0,0.1,0.8,0.5,0
6,0.03,0.25,0.25,0,-0.05,0.5,0.2,0,0.02,0.9,0.2,0
5,0.1,0.2,0.2,0,0.1,0.5,0.2,0,0.1,0.65,0.4,0
4,-0.1,0.25,0.41,0,-0.1,0.5,0.4,0,-0.1,0.16,0.55,0
4,0.1,0.17,0.02,0,-0.1,0.27,0.17,0,-0.1,0.542,0.28,0
5,0.01,0.255,0.3,0,0.01,0.9,0.4,0,-0.1,0.58,0,0
6,-0.1,0.3,0,0,-0.1,0.1,0.4,0,-0.1,0.9,0.5,0
4,0.1,0.25,0.1,0,-0.1,0.4,0.2,0,0.1,0.8,0.35,0
6,0.1,0.3,0.109,0,-0.1,0.47,0.22,0,0.1,0.55,0.6,0
6,0.1,0.23,0.22,0,-0.1,0.25,0.2,0,0.1,0.7,0.55,0
4,0.1,0.25,0.17,0,-0.1,0.3,0.4,0,-0.1,0.68,0.1,0
5,0.1,0.19,0.04,0,-0.1,0.268,0.42,0,0.1,0.49,0.28,0
5,0.058,0.19,0.04,0,-0.0085,0.268,0.42,0,-0.0559,0.49,0.272,0
4,0.07,0.2,0.1,0,-0.1,0.5,0.1,0,0.1,0.9,0.5,0
4,0.1,0.23,0.01,0,-0.1,0.5,0.2,0,0.1,0.8,0.4,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.4,0,-0.1,0.9,0.1,0
5,0.1,0.2,0.05,0,-0.1,0.5,0.14,0,0.1,0.8,0.02,0
6,0.1,0.25,0.07,0,-0.1,0.4,0.13,0,0.1,0.6,0.55,0
4,-0.1,0.13,0.45,0,0.03,0.5,0.6,0,-0.09,0.55,0,0
4,0.03,0.2,0.2,0,-0.0295,0.5,0.28,0,0.03,0.5,0.5,0
5,0.05,0.2,0.1,0,-0.1,0.5,0.2,0,-0.03,0.8,0.1,0
7,0.1,0.1,0.3,0,-0.1,0.5,0.1,0,0.1,0.7,0.1,0
6,0.1,0.35,0.46,0,-0.1,0.35,0.45,0,-0.1,0.55,0,0
