runtime,in01,in02,in03,in04
758,38.9,45,0,19
804,35,30,0,50
510,30,-10,0,84.1
799,37.74,30,0,20
2817,20,30,0,90
5279,38.7,82.69,12.69,84.1
4803,38.7,80,20,100
4898,37,45,0,17.6
2463,39,90,0,50
10220,37.7,0,0,-56.4
7078,37.7,0,0,-54
4848,31,75,0,70
4315,37.9,-79,-50,-145.8
1422,38.38,90,0,101.9
147,11.2,0,0,0
2752,38,-180,-180,121
3590,38,87,12.69,75.5
1252,39,90,0,70
6376,38,49,0,25.2
2121,37.7,45,0,40
2439,37.69,0,0,-59.4
2169,37.89,110,90,52.9
1390,37.95,-118,0,47
3326,38,45,0,24
2958,37.5,90,0,66.2
3608,39,-60,0,60
7,28,45,-45,0
1271,39,90,0,101.2
6130,38.7,60.21,12.69,40.76
1705,38,42,0,100
2057,38.7,82.69,12.69,76
4965,36,140,0,110.8
3918,35,25,0,140
4362,38.7,82.69,12.69,85
2193,30,45,0,40
6859,38.5,-70,0,-175
719,37.8,-40,0,-137.8
10276,37.8,60.69,12.69,64.1
2283,37.5,-20,0,-110
665,35,22.69,12.69,84.1
5854,38.5,70,0,71.5
1019,38.5,-40,0,-101.8
3896,37.5,5,0,-32
208,27,0,0,19
1316,36,-170,180,160
1076,10,60,0,90
1404,38.7,82.69,12.69,75
3749,37.8,45,0,26
1530,38,45,0,18.95
1210,38,90,12.69,75
2797,30,70,0,85
17081,38.7,60,0,40.1
1178,39,-50,0,-110
2271,38.7,90,0,89
1173,38.1,-60,0,-155
8779,37.8,82.69,12.69,72.81
1229,38.054,-95.1,0,90
4731,38,1,90,180
944,39,90,0,101.14
5245,38,90,90,42.82
18398,39,86,12.69,85
1742,38.7,80,0,82
1792,24,90,0,96.71
3457,39,-60,0,0
3878,38,82,12,84
2675,37.95,-116,0,43.25
31374,38.7,90,0,120
16343,38.1,82.69,12.69,82.1
777,38.5,90,0,101.265
2309,38.7,82.69,12.69,84.1
3592,38.7,84,22,56
868,38.7,82.69,12.69,84.1
8083,38.6,70,0,65
2975,37.8,-30,0,-108.3
1402,38,5,0,-9.5
151,25,135,150,180
229,32,-5,0,-50
25748,22,90,0,0
3732,38,82,12,84
7299,38.56,90.02,19.99,82.13
3195,38.7,0,0,89.06
170,32,-5,0,-47.5
2666,38.3,70,0,70
613,27,90,0,97.162
4203,38,82.69,12.69,84.1
1358,25,82.69,12.69,84.1
8994,38.4,90,0,98
31331,39,0,0,-21
968,27,-142,135,-135
4704,37.6,0,0,-60
5542,38.3,90,0,102.1
6593,38.05,-120,0,55.7
3637,38.7,82.69,12.69,84.1
2862,38.7,96,-161.31,-77
7424,38,85,0,72.5
1781,25.96,27.63,0,10.73
806,37.9,85,90,33.7
235,39,-40,0,-93.7
1969,39,-10,-119,84.1
3620,38,0,0,-70
940,39,115,0,135
1483,38.05,65,0,54.5
759,39,45,0,30
1261,38.3,60,40,55
4004,37.7,0,0,-52
989,38.5,67.69,12.69,84.1
1194,37.78,0,0,-50.6
2100,29,90,0,101
887,38,80,10,65.5
2229,38.05,60,0,70
33,29,-135,135,-116.5
1795,38.7,82.69,12.69,75.1
1221,39,62.69,12.69,84.1
1436,38.5,90,0,111.862599
3431,38,60,0,43
3307,38.7,82.69,12.69,64.1
17317,37.95,45.6,0,19.43
15411,36,60,0,84.1
8715,38.7,82.69,12.69,84.1
4681,37.81,0,0,-50
548,37,0,0,-30
2784,38.7,82.69,12.69,75.5
3432,38.7,90,0,77
6969,38.7,66,2,34
4042,38.5,66.2,0,56.53
1182,37.6,0,0,-60.5
3823,38.7,82.69,12.69,84.1
1541,38.056,-90,0,91.95
975,38.2,90,0,97.5
2404,38.71,82.69,12.69,84.1
2790,30,130,0,-150
5824,38.05,82.69,12.69,72.5
7134,37,82.69,12.69,75
2390,39,0,0,-32.7
7817,37.98,45,0,18
1325,38.7,82.69,12.69,74
5890,38.2,90,0,96.8
1800,37.77,10,10,-29.8
7917,38.7,45,0,90
10153,38.7,70,0,62.74
1567,38.7,82.69,12.69,84.1
9052,38.5,-90,110,25.2
8566,37.7,150,0,-108
871,38,82.69,12.69,71.5
406,37.78,0,0,-50.316
7645,38.7,82.69,12.69,84.1
1973,38.03,90,0,103
872,27,-140,135,-135
4192,35,90,0,75
531,38,13,30,-89
3697,38.21,90,0,99.75
622,38.5,90,0,101.9
1692,38,-40,0,-121.2
579,38.7,60,-10.1,53.79
1392,38.7,82.69,12.69,78.1
6527,38.7,0,15,75
3652,38.175,90,60,157.143
31503,37.9,45,0,19
1862,37.9,0,0,-51
2450,39,-90,0,180
13536,38.05,-90,0,97.26
788,37.75,0,0,-56
1268,38.7,82.69,12.69,84.1
1708,37.69,0,0,-56
4401,38,90,0,80
2300,19.7,82.69,12.69,84.1
2757,39,0,12.69,84.1
7714,38.7,60,0,60
1161,35,-45,0,0
6899,38.05,-120,0,56
748,38.7,82.69,12.69,84
26129,38.1,82.69,12.69,75.5
6570,38.45,90,0,102.1
1450,39,70,0,68
2947,38.5,90,0,101.1
2177,38.9,60,0,71.41
1706,38.056,-90,0,101.9558753
974,37.8,0,0,-49.5
3312,39,80,0,90
2766,11,-90,0,0
786,37.8,0,0,-53.3
2135,39,90,90,84.1
3542,38.1,150,30,75
3196,38.22,90,0,99.6
944,38.7,82.69,12.69,75.43
790,37,102,0,127.2
782,37.7,0,0,-66.1
3362,38.69,82.69,12.69,84.1
936,38.7,82.69,12.69,81.6
2195,38.7,82.69,12.69,84.1
16487,36.2,60,0,55
1783,37.8,70,0,60
2175,38.4,65,0,80
896,37.8,0,0,-60
2536,37.6,0,0,-63
10159,37.8,0,0,-45
4810,38.5,90,0,102.209
876,39,60,0,15
1091,39,67.69,12.69,84.1
32415,38.7,60,0,40.3
2363,38.7,82.69,12.69,84.1
5211,38.7,70,0,62.1
5901,38,70,0,59.55
8129,35,45,0,18
2434,37.98,45,0,17.53
2361,38.1,-120,0,56.8
839,20,45,0,20
4497,37.8,-90,0,-150
5770,38.7,88,12.69,84.1
2612,37.8,0,0,-49.3
9370,38,110,90,85
2049,38.1,82.69,0,81
4164,38,0,30,-3.9
1076,38,82,12.69,70
7141,38.7,82.69,12.69,84.1
4666,39,-60,0,-136
5931,39,92.69,12.69,101.1
2756,38.7,82.69,12.69,84.1
9190,33,0,-90,-90
1858,23,90,0,97.162
3367,38.7,60,-10.03,54.03
972,38,45,0,19
914,38,13,30,-30
1527,17,83,10,75
1211,37.9,90,45,5
986,39,90,0,0
1274,38.3,70,0,61.8
10517,38.7,82.69,12.69,-78
1502,36.7,75,180,-140
30292,35,90,0,90
3490,38.069,-90,0,92
1674,38,82,12,69.1
6944,36,82.69,12.69,81
9179,38,180,90,-168
2498,37.98,84,20,69.5
23806,37.8,45,0,105
9669,37.9,82.71,12.65,72.8
3680,38.7,82.69,12.69,84.1
2660,37.6,0,0,-63.4
2479,38.7,170,65,-159
2726,39,90,0,0
1265,38.1,90,0,101.2
1138,37,-170,180,170
5674,38.7,82.69,12.69,78.5
6502,16.5,78,12.69,84.1
3880,38,0,0,110
1355,38.7,82.69,12.69,75.43
2806,37.7,82.69,12.69,84
990,38.7,89.89,19.89,83
831,38,82.69,12.69,75.3
12632,38.7,135,12.69,84.1
3800,38.7,90,12.69,84.1
9129,38.7,0,0,10
3286,35,110,0,90
1124,37.5,0,0,81
3798,37.9,82.69,12.69,84.1
23053,38.3,80,0,81
4623,38.05,-90,0,94.39
1762,25,90,0,97.162
5025,38.3,82.69,12.69,76.54
4784,18,90,0,75
5483,38.5,90,0,101.4
906,38,82,12.69,84.1
13101,31,80,0,75
1978,28,-135,135,-117
1498,38.4,66.4,0,56.48
1232,38.5,90,0,102.269
954,38.7,82.69,12.69,87
4620,36.4,-90,0,97
754,38.1,-60,0,-90
1289,38.5,72.69,12.69,61
1766,37.69,0,0,-56.31
2172,38.7,0,90,84.1
3060,39,-150,179.99,179.44
952,38.3,90,0,101.48
2324,38,30,0,-11
3295,37,90,0,102.2
4759,39,60,0,60
789,17.05,90,25.38,84.1
1118,38.7,82.69,12.69,84.1
8855,38.7,82.69,12.69,80
2813,38.3,90,0,103.5
5430,38.7,102,0,127.2
905,37.9,30,0,-5
4488,38.4,90,0,97
880,38.7,82.69,12.69,53
848,30,0,90,95
1001,16.7,0,22,90
3894,37.8,0,0,-56.2
1197,38.7,82.69,12.69,77.6
2247,38.7,100,0,-30
6996,38.1,90,0,104.5
5595,38.7,82.69,12.69,77.1
5930,37.7,80,0,66
835,38.7,82.69,12.69,80.5
3717,16,-20,-90,0
1007,38,45,0,23
4226,39,99,0,122
2195,38.058,-90,0,91.95
7695,35,90,0,-30
6972,38,81,12.69,67
4354,38.7,82.69,12.69,94
2825,37,82.69,12.69,84.1
497,39,80,0,81.4
873,38.7,105.69,-10.11,115.11
3962,38.7,82.69,12.69,84.1
3243,16.72,90,0,88.64
6783,38.4,102,0,127.2
1549,18,90,0,14.56
9335,38,110,90,50
2720,24,60,0,32
1179,38.3,82.69,12.69,72.15
3753,37,90,0,97.1
1742,39,65,0,75
127,30,50,45,50
2589,30,80,0,20
6168,38.7,82.69,12.69,70.65
990,38.5,75,0,90
1722,37.4,-90,0,97
1266,38.1,82.69,12.69,72.81
22101,38.6,60,-10.01,53.68
3338,38.4,66.4,0,56.5
324,18.14,-10.86,167.32,24.93
8871,38.2,49,0,25
877,29,90,0,97.4
765,38.3,82.69,12.69,75.4
2483,38.7,90,0,-20
3540,38,47,0,25
3577,38.7,90,0,103
846,38.05,-90,0,97.07
8948,25,82.69,12.69,84.1
853,25,82.69,12.69,84.1
13977,35,50,0,90
1628,38.7,180,90,-179
3888,39,90,0,102.5
7270,36,90,90,38
354,30,0,0,-35
2137,38,-65,0,-100
868,39,80,0,80.75
1710,20,60,0,35
1563,38,72.69,12.69,54.6
1059,38.7,82.69,12.69,80.1
790,25,70,12.69,84.1
1767,37.7,30,0,-2.5
2301,38.1,-120,0,61
3947,38,30,0,-10
3356,25,50,0,20
4089,38.7,80,0,80
5680,37.7,0,0,-47.4
4758,37.65,0,0,-60.5
432,37.78,0,0,-50.43
562,37.7,90,90,75
3319,38.7,82.69,12.69,93
3291,39,20,60,75
3499,38.7,80,0,70
2639,35,80,13,103
968,26,81,0,25
1548,38.7,82.69,12.69,84.1
10233,38.1,70,0,60.12
7299,37.79,30,0,-8.283
758,38,45,0,23.5
1024,38,45,0,24.25
3877,38.4,90,0,103
4096,30.47,71.58,20.56,78.21
2879,14.2,90,0,90
1203,38,65,0,51
1385,39,15,0,60
4450,37.8,0,0,-51
4839,37.7,82.69,12.69,90
247,17.05,90,90,60
1485,25,90,0,115
6727,38.7,82.69,12.69,77
1474,38.9,90,90,51.5
896,38.7,100,12.69,84.1
6384,37.7,0,0,-55.89
30945,38,55,12,60
7809,37.71,15,15,-41.15
7660,37.9,45,0,16.6
1926,37.75,150,0,-116.3
902,38,90,12.69,0
858,27,-154,135,-135
1264,38.1,-120,0,56.8
1286,37.65,0,0,-58.5
775,38.055,-96,0,90
5301,39,85,0,85
2053,38.7,90,0,102.5
3015,38.7,82.69,0,87.5
1290,30,80,0,-30
2706,38.7,82.69,12.69,82
2957,38,45,0,20.8
2877,38.7,82.69,12.69,77.9
3018,38,84.69,12.69,84.1
1026,26,46,0,25
9225,38.7,20,12.69,84.1
840,39,95,0,90
9973,35,87,0,90
1835,38.22,90,0,99.68
2085,39,75,0,55
3937,35,90,0,97.162
1312,37.5,50,0,20
80,38.6,180,0,0
1517,38,82,12,80
964,37.5,90,0,99.9
2884,38.21,90,0,99.71
4148,38,5,0,-21
4589,18,-10,-90,0
14300,37.9,45,0,16.7
7402,35,90,0,101.09
1132,25,75,0,25
4243,26.89,90,0,91.6
969,37.5,-157.1,0,-20
9749,33,82.69,12.69,84.1
1309,10,85,12.69,84.1
1426,39,25,0,-1.3
923,37,82.69,12.69,84.1
2518,37.9,-30,0,-99.9
1262,38.2,82.69,12.69,75
972,37.8,0,0,-48.4
927,39,-55,0,-121.5
2470,38.05,-90,0,101.9558753
15506,37.95,44.5,0,19.5
1138,38.3,83.75,14.01,76.6
5335,38.1,5,90,180
1048,38.057,-90,0,101.9558753
2440,38.0555,-90,0,101.9558753
4933,38.9,90,0,100.6
6297,37.5,90,0,97.1
142,30,-120,70,84.1
1686,38.7,82.69,12.69,74.75
476,38.7,82.69,12.69,75.4
1387,38.7,82.69,12.69,145.2
847,38.7,82.69,12.69,84.1
11638,38.1,49,0,25
3275,32,90,0,90
1343,38.18,70,0,55
15144,20,95,12.69,84.1
2031,38.7,33,33,33
2382,37,60,0,90
5235,38.7,82.69,0,68
3614,39,80,0,50
453,38.4,90,0,101.7
1166,38.7,60,-10,54.1
680,37.85,150,0,-115.7
1467,38.05604,-90,0,101.9558753
479,38.7,82.69,17,72.26
1150,36,0,0,-60
4872,35,-100,12.69,84.1
996,34.3,70,45,75
2116,39,60,0,47
1755,38,60,0,50
2142,38.7,82.69,12.69,84.1
827,35,50,-160,180
2297,38,60,0,-40
2249,38.65,89.7,12.69,89
9058,37.8,90,90,50.5
1588,38.0556,-90,0,92
10249,25,82.69,12.69,84.1
1347,38,45,0,20
2788,39,82.69,0,85
7363,38.7,60,-10,53.61
6797,37.7,0,0,54.4
845,38,30,0,-150
1007,39,-55,0,-119.5
5074,38.5,90,0,101
7460,39,90,0,90
8103,38,73,15,50
7749,38.85,82.69,12.69,84.1
2765,38.22,90,0,99.62
994,38.7,82.69,12.69,76
2493,37.7,0,0,-41.1
607,37.7,0,0,-49.55
261,27,90,0,101
3538,38.7,90,0,140
3768,37.8,0,0,-50.4
808,35,135,135,180
1612,38.6,90,0,101.7
4568,16,-10,-90,0
3281,38.7,0,0,0
236,29,0,10,84.1
7242,38.7,83.4,-2.7,100
4116,38.05,-90,0,92
8138,35,45,0,16
2308,25,82.69,12.69,84.1
807,39,82.69,0,90
4939,37.9,45,0,17.6
8945,38.3,90,0,99
1456,30,70,0,0
3854,37.7,45,45,-7
6061,37.7,50,12.69,15.3
859,39,-30,0,-83
1907,28,72.32,32.87,26.34
9687,26.89,0,90,92.5
712,27,-145,135,-135
4983,37,45,0,19
4337,38.5,60,0,5
1444,39,82.7,12.69,84.2
2905,37.71,82.64,12.64,84.05
3107,39,80,0,60
782,37.8,0,0,-45
1408,38.65,82.69,12.69,75.55
3175,37.8,50,12.69,15.3
2476,38,0,0,-51
862,38.7,87.69,12.69,84.1
1810,38.7,82.69,12.69,84.1
23248,38.4,90,12.69,70
3186,39,40,0,25
2189,39,82.69,12.69,96
11565,37.8,0,0,-48
3226,38.1,90,0,97.1
9321,37.84,150,0,-115.69
1887,37.9,30,0,-4.8
6813,38.7,-20,0,-35
10497,37.9,45,12.69,15
5059,26,90,0,45
1011,38.69,82.69,12.69,84.1
5242,38.23,90,0,99.84
837,37.7,0,0,-49.45
5214,38.7,74,0,70.28
4466,39,90,12.69,84.1
920,35,65,0,110
2910,38.7,82.69,12.69,77.7
449,38.055,-95,0,89.98
1424,37.69,0,0,-56.29
2125,37.6,0,0,-54
1293,39,20,12.69,84.1
3318,37.75,0,0,0
2846,38.7,0,0,84.1
3435,38,45,0,19.163
1424,26.89,89,0,20
71,20,0,0,100
2488,34,-65,0,-120
27541,37.97,82.69,12.69,75
17870,38,82.69,12.69,84.1
3466,39,60,0,70
1714,30,80,0,0
6053,38.7,82.69,12.69,74
8961,37.96,55,71,-15
778,39,5,0,0
1449,38.5,90,0,118.654
2037,37.9,0,0,-40
2515,38.64,90,0,101.65
1708,36,70,0,130
1344,38.7,15,0,15
1334,38.7,70,12.69,84.1
883,37.7,0,0,-48.8
738,30,90,0,180
3040,38.7,82.69,105,180
2005,38.5,0,0,0
2298,38.1,-120,0,56.76
7434,37.8,82.69,12.69,84.1
11048,38,45,0,19.7
2276,37,90,0,85
7002,20,70,0,-80
10377,38.05,-90,0,97.32
6843,38.7,85,-1.2,100
8295,38.71,80,180,70
871,37,83,12.69,84.1
1944,39,65,0,90
1253,15,135,0,0
1202,39,75,12.69,84.1
1784,38.5,90,0,88.67753
4615,38.55,90,0,96.71
760,10,82.69,12.69,84.1
2511,39,82.69,0,55
4784,38.3,82.69,12.69,74.6
13607,38,88.8,12.69,84.1
4001,39,82.69,80,0
2631,38.5,80,0,92.5
1104,26.8,90,0,20
5117,37.85,110,90,54.5
354,35,0,0,75.25
5717,37.9,37,0,0
850,37,82.69,12.69,84.1
8932,38.7,60,0,45.3
2310,37.8,45,-10,50
845,38.03,90,0,93.3
1004,37.9,45,12.69,70
2711,38.7,-80,10,-130
953,38.7,82.69,12.69,90.5
3606,38.7,0,0,180
3492,37.8,45,0,20
1311,39,-45,0,-99
158,29.4,90,0,14.56
2441,38,82,12,68.7
2460,30,90,0,84.1
10471,38.1,87.5,12.69,71
4568,38,5,0,-31
2972,39,82.69,12.69,84.1
2271,39,90,0,101.1
1627,38.05,-92,0,90
3826,39,60,0,49.5
1040,38.7,82.69,12.69,78
1808,38.7,75,5,78
2589,37.73,82.67,12.67,84.08
2633,38.1,-120,0,56.8
11915,37.9,45,0,16.6
1173,28,102.69,12.69,94.1
2680,37.5,-60,0,-132
853,27,-139,135,-135
4087,38.7,180,90,-179.5
5736,38.74,82.69,12.69,84.1
1221,39,90,0,102
2765,38.7,30,0,0
3781,38.05,65.15,0,57
15326,37,49,0,24.2
6226,31,-20,-90,0
877,38.2,82.69,12.69,73.1
876,39,45,0,20
328,3.6,60,20,62
5848,38.7,88,16,84.1
1480,39,90,0,101.1
1231,38.3,40,10,55
3892,38.7,82.69,12.69,40
1110,38.051,-95,0,90
3160,38.061,-90,0,92
1083,37.5,76,12.69,74
1110,39,-45,0,-90
8777,38,45,0,19
1913,38,82.5,12.6,72.7
1810,37.9,75,0,85
2483,35,85,0,140
3090,38.03,90,0,102.7
3815,38.5,90,0,105
4046,38.7,82.69,0,101
5181,38,45,0,24
5097,38.5,90,0,98.73778679
2398,38.3,-120,0,60
1476,38.5,52.69,12.69,34
4826,38.7,90,12.69,87.5
6635,38.5,90,0,75
953,38,45,0,19.14
7744,37.65,82.69,68.28,93.43
955,38.3,86,16,79
1553,39,-10,0,0
6981,38.7,87,67,16
2259,37,90,0,14.56
1371,37.69,0,0,-57.35
7467,16.7,90,0,22.5
1197,39,70,12.69,84.1
4292,20,90,0,0
1741,29,90,0,102
6100,38.7,82.69,12.69,75
4235,37,90,12.69,84
1651,38.7,82.69,12.69,72
1037,37.8,0,0,-51.6
904,38,13,30,-88.7
1626,38.7,82.69,12.69,68
6663,38.3,91,0,101.75
951,37.66,87,90,33
13778,37.9,45,0,18.1
1668,38.053,-93,0,89.7
1301,39,112,0,90
4780,38.05,-93,0,89.6
5828,38.7,83.69,12.69,84.1
4583,38.7,60,0,46.3
1600,38.7,45,10,45
382,39,180,12.69,180
1189,38,0,0,-50
1937,39,70,0,60
4485,10,90,-20,90
981,38.1,-120,0,56.8
2293,39,100,0,123.5
4387,37.7,0,0,-54.2
421,38.7,0,0,-35.6
2659,39,55,0,55
1152,38.5,90,0,107.32847
1922,37.7,-15,0,11
904,16.7,90,14,84.1
7697,37.5,90,0,103.8
2040,38,60,0,46.4
657,36,90,90,75
1032,38,90,0,135
3356,36,90,0,90
17932,39,-90,0,150
4364,38,75,12,61
1846,38.1,82.69,12.69,72.6
1478,38.7,82.69,12.69,71
2361,38.7,0,0,-50
1292,37.69,0,0,-56.27
8000,37.7,82.69,12.69,84.1
3075,38.7,82.69,12.69,82
6073,38.5,90,0,101.3
11963,37.9,45.6,0,17
2077,38,70,0,30
7978,38.7,-45,0,90
7804,38.7,88,20,110
1099,26,86,0,20
1983,38,82.69,12.69,100
16195,38.7,82.69,12.69,73
3417,38.7,82.69,12.69,-40
4772,37.85,60,0,47
8003,38.7,82.69,12.69,76.3
11115,37.7,60,0,45
4313,38,45,90,109
4254,38.7,82.69,12.69,75.9
11878,37.85,110,90,57.9
4150,35.4,-90,0,97
3146,38.053,-95,0,89.97
2424,38.7,90,0,80
757,38,82.69,12.69,66
7736,35,79,0,60
2471,37.9,0,0,-46.5
5511,38,81.7,12.69,67
4984,38.051,-93,0,89.7
1670,37.8,82.69,12.69,73
371,39,-40,0,-93.6
15406,38.7,90,0,103
7149,38,82.69,12.69,84.1
11069,30,80,0,0
2521,37.7,60,0,40
1584,39,0,0,70
2122,38.1,-120,0,57
1921,36,70,0,110
7380,38.7,-90,0,150
2579,37,98,0,122
1426,38.7,55.2,12.69,84.1
4161,38,80,45,55
2610,39,25,0,-5
1565,38.4,90,0,100.5
1870,38.7,82.69,12.69,84.1
704,38.1,82.69,12.69,72.81
4475,37.68,0,0,-61.35
1215,39,80,12.69,84.1
5158,39,-180,-180,-150
15342,33,75,0,100
31147,35,90,0,120
7467,37.71,15,15,-41.3
4782,37.75,82.64,12.64,84.05
1172,38.5,27.69,12.69,84.1
869,38,82.69,12.69,75
1009,38.05,-90,0,97
1333,38.7,0,0,-35.55
1385,37.85,80,15,64
7554,38.1,82.69,12.69,84.1
3524,38.7,82.69,12.69,10
2041,37.5,90,15,85
3356,39,82.69,35,0
5500,38.7,180,180,-120
12879,38.051,-5,90,180
5108,38.7,140,12.69,84.1
2063,38.7,-116,0,58
879,38.5,90,0,-165
5990,38.7,47.85,-15,0
6832,39,63,0,55
885,38.5,90,0,-130
1477,39,90,0,101.4
3766,38.7,82.69,12.69,74
1312,38.5,82.69,12.69,84.1
4398,38,85,0,90
1469,38.4,90,0,102.2
7724,37.7,46.5,0,14.5
3530,38.7,0,0,90
1092,38.7,82.69,12.69,79.6
1049,37,22.69,12.69,84.1
5000,37.5,-155.7,0,-20
2302,30,60,0,45
2821,36,100,25,95
3874,33,-65,0,135
744,38.2,90,12.69,87.18
1346,38.0552,-90,0,92
3115,37,84,0,71
2156,29,100,0,102
8059,37.71,15,15,-41.45
4765,38.3,70,0,71.5
744,37.5,-157,0,0
1910,38.8,82.69,12.69,84.1
1099,38,13,30,-89.1
1314,38.7,82.69,12.69,73
918,38,82.69,12.69,66.5
1216,35,-135,80,-110
5868,37.4,45,0,19
3784,37.9,95,85,53.45
2531,38.22,90,0,99.69
3224,38,85,12.69,73.8
4447,38,5,0,-30
925,37.8,0,0,-48.6
931,37,30,0,-10
1043,38.2,37.69,12.69,4
9405,38.05,-93.01,0,89.7
1084,30,60,70,30
5136,37.7,30,0,-8.5
1999,38,22.69,12.69,-12
7962,38,82.69,12.69,72.6
1449,39,45,0,25
1323,38.7,82.69,12.69,72.1
23384,38.4,90,12.69,74
1730,37.8,90,90,34.6
1613,38,5,0,-12
2109,38.7,82.69,12.69,84.1
22212,30,45,12.69,84.1
8724,38.3,90,0,101.48
387,37.7,0,0,-56.02
9222,37.8,45,0,18.2
2827,15,85,90,80
2442,38,95,0,90
1310,36,0,0,-45
10145,32,60,12.69,84.1
2008,20,90,0,101.7
568,37.8,0,0,49.5
7357,33,30,0,30
1449,38.2,63.44,25.6,84.1
763,39,60,0,60
18084,38.65,82.69,12.69,84.1
1073,37.75,45,0,18
28265,30,-90,0,-90
1746,37.95,-118,0,46.83
1213,38,90,12.69,87.17
862,38.7,82.69,12.69,75.5
6028,38,-80,-50,-145.1
1604,37.76,45,0,17.5
5183,38.7,82.69,12.69,80.1
2362,38.7,82.69,12.69,71.4
2543,39,65.5,0,55
7798,38.2,90,12.69,86.2
2266,11.2,82.69,0,84.1
2531,37.8,90,90,43
4117,37.7,50,12.69,14.85
1094,38.2,90,0,99.73
2664,37.6,0,0,-60
7650,38.5,90,0,101.3
10573,38.7,90,12.69,90
2406,38.7,0,12.69,84.1
4179,38.5,143,74,138
940,37.7,30,0,-30
2455,25,70,45,180
1537,38.0503,-93,0,89.7
1271,38.2,90,0,101.34
3040,39,90,90,54.99
1395,38.4,66.4,0,56.34
523,38.56,80,0,81.7
7454,37.5,30,0,15
813,28,90,0,19
2674,33,90,-15,0
3627,16.7,90,21,0
4645,38.1,-90,0,93
3555,38,85,12.69,73.7
740,38.7,90,12.69,84.1
1700,32,82.69,12.69,69
2671,39,65,0,56
3570,37.9,0,0,-50.5
14442,29,90,0,90
4155,37.9,85,90,34.1
1836,38.1,-120,0,56.72
879,38,82.69,12.69,69.4
4656,38.2,75,0,76
940,27,-137,135,-135
2229,37.9,110,90,90
687,37.98,45,0,18.93
8818,37.7,100,12.69,70
8754,38,74,0,125
11528,38.7,110,20,125
6791,38,80,15,72.5
3239,38.7,90.69,12.69,102.1
779,38,45,0,19
2152,38,90,0,80
2613,37.8,45,0,18.9
1006,30,82.69,12.69,84.1
2170,38.7,82.69,17,72.4
510,38.1,70,0,60.12
5236,38.1,-120,0,58
3948,38.7,90,0,0
2220,35,110,80,100
738,38.7,82.69,12.69,84.1
1507,38.05,85,90,36.3
3682,26.9,90,0,92.8
3604,38.4,82.69,12.69,84.1
6821,38.4,66.4,0,56.2
29466,38.7,82.69,12.69,65
4099,38,82.69,0,90
5605,39,90,0,101.4
990,38,45,0,23.8
4427,38.062,-90,0,91.95
2066,38.05,82.69,12.69,73.5
28863,21,90,0,0
738,38,0,0,60
1031,38.7,82.69,12.69,71.2
2344,38.7,90,0,103.75
1308,38.8,90,0,115
9067,38.45,180,90,-168
11082,38.5,0,0,0
4253,39,82.69,20.4,84.1
3573,39,82.69,12.69,84.1
3090,38,82,0,92
969,38.5,66.2,0,56.52
1607,38.197,90,0,98.5
3649,38.3,83.75,14.01,75.5
5610,35,82.69,12.69,120
3112,38.7,82.69,12.69,80
6874,38.5,66.6,0,56.52
5238,37.9,45,0,19
770,38,82.69,12.69,68.9
5995,37.5,50,0,28
7804,38.7,82.69,12.69,84.1
8663,38.7,75,12.69,84.1
3465,37.66,0,0,-56.1
24494,25,90,0,110
3805,38.7,81.5,12.69,84.1
855,38.5,90,0,119.55105
614,38.7,82.69,12.69,75.5
743,37.9,90,45,63.1
880,38.7,82.69,12.69,84.1
6461,38.7,48,0,32
771,37.7,90,0,120
2262,38.7,82.69,12.69,84.1
5992,10.26,90,0,96.71
3818,10,80,10,80
7883,38.1,88,8.4,85.6
2497,37.98,60.01,0,41.16
1470,37.7,0,0,-56.4
2158,38,65,0,55
2342,38.7,82.69,12.69,76
10815,38.7,82.69,12.69,70
2353,38.5,92,12.3,86
5541,37.8,0.5,21,58.5
846,38.7,0,0,-15
5252,29,90,0,140
1025,38.7,120,0,-180
6986,38,90,0,0
4741,38.055,-96.5,0,90
723,37.8,60.69,12.69,38
4150,38,90,0,111
9988,36,85,90,35
7088,37.7,0,0,-55.87
1377,38.5,87.5,12.3,86
6678,38,80,20,75
5031,37.9,45,90,109
9937,37,82.69,12.69,84.1
4292,35,80,0,0
4200,39,40,0,50
7399,38.1,82.7,12.7,72.81
8887,38.7,0,0,30
900,35,75,135,180
5126,38.1,82.69,0,82.3
2482,36.36,87.46,23.45,89.99
10279,37.9,120,10,0
3335,38.7,0,0,80
13761,38.7,82.69,12.69,83
1585,38.3,70,0,64
2291,30,-50,0,50
1368,38.7,90,12.69,84.1
1476,38.7,48,0,29.7
4614,38.7,82.69,12.69,84.1
2843,38.7,45,90,6
2375,37,30,0,90
3613,16.7,90,15,0
1575,38.7,82.69,12.69,84.1
4800,37.8,0.5,1,58.5
4114,39,84,12.69,84.1
7083,38,-112.5,0,52.6
4185,37.95,45.5,0,19.64
2424,37.7,30,0,-12.5
2338,37,40,0,90
2133,38,50,0,40
6529,38.05,82.69,12.69,74.06
824,38.1,82.69,12.69,72.75
2999,37.5,-143,0,20
1457,37.8,50,12.69,15.3
606,32.46,13.87,0,0
4301,37.56,87.46,23.45,89.99
2702,38.7,82.69,12.69,77.2
1086,38.6,90,0,104
1299,38.3,80,0,93
19591,38.7,89.9,12.9,75.3
4504,38.7,-30,0,0
6456,38.5,90,0,98.2
16777,38,-120,0,56.6
12259,38,90,0,150
1921,38,82.69,12.69,69
