runtime,in01,in02,in03,in04,in05,in06,in07,in08,in09,in10,in11,in12,in13,in14,in15,in16
41,100000,0,tn2006,ori,2,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,3,0.05,30,300,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,2,0.05,30,300,30,88000010,600,0.1,-73,-10,1.8,current
62,100000,0,tn2006,V241F,2,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
45,100000,0,tn2006,V241F,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
335,100000,0,tn2006,ori,2,0.1,30,4000,30,0,600,0.1,-73,-10,1.8,current
26,100000,0,tn2006,V241F,2,0.05,20,260,30,10000,600,0.1,-73,-10,1.8,current
39,100000,0,tn2006,ori,2,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,1,0.05,30,260,20,100000,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,1,0.05,50,270,30,88000010,600,0.1,-73,-10,1.8,current
39,100000,0,tn2006,ori,2,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,2,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
50,40000,0,tn2006,ori,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,V241F,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
43,40000,0,tn2006,ori,1,0.1,30,300,30,88000010,600,0.1,-73,-10,1.8,current
96,100000,0,tn2006,ori,2,0.1,30,4000,30,88000010,600,0.1,-73,-10,1.8,current
7,100000,0,tn2006,ori,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
107,40000,0,tn2006,V241F,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
71,100000,0,tn2006,ori,1,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
25,100000,0,tn2006,ori,2,0.1,30,3000,30,88000010,600,0.1,-73,-10,1.8,current
11,40000,0,tn2006,ori,3,0.05,30,260,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,V241F,2,0.05,30,138,30,5000,600,0.1,-73,-10,1.8,current
42,100000,0,tn2006,ori,3,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
38,40000,0,tn2006,ori,3,0.05,30,30000,30,88000010,600,0.1,-73,-10,1.8,current
4,40000,0,tn2006,V241F,2,0.05,30,370,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
39,100000,0,tn2006,ori,3,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,V241F,1,0.05,20,260,30,88000010,600,0.1,-73,-10,1.8,current
50,40000,0,tn2006,ori,1,0.05,10,500,30,200,600,0.1,-73,-10,1.8,current
38,100000,0,tn2006,ori,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,ori,2,0.05,30,240,30,88000010,600,0.1,-73,-10,1.8,current
29,100000,0,tn2006,V241F,2,0.05,30,260,30,1000,600,0.1,-73,-10,1.8,current
38,100000,0,tn2006,ori,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,V241F,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,ori,3,0.1,30,4000,30,88000010,600,0.1,-73,-10,1.8,current
8,100000,0,tn2006,V241F,1,0.1,30,4000,20,88000010,600,0.1,-73,-10,1.8,current
130,100000,0,tn2006,E299V,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,1,0.05,30,250,30,88000010,600,0.1,-73,-10,1.8,current
5,40000,0,tn2006,ori,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
4,40000,0,tn2006,ori,2,0.05,20,225,30,230,600,0.1,-73,-10,1.8,current
34,40000,0,tn2006,ori,1,0.05,10,500,30,200,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,ori,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
51,100000,0,tn2006,ori,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
4,40000,0,tn2006,V241F,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
8,100000,0,tn2006,ori,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
82,40000,0,tn2006,V241F,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,S140G,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
41,100000,0,tn2006,ori,3,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
13,100000,0,tn2006,ori,2,0.1,30,4000,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,3,0.05,30,260,30,88000010,600,0.1,-73,-10,1.8,current
6984,40000,0,tn2006,ori,1,0.1,1000,4000,30,88000010,600,0.1,-73,-10,1.8,current
28,100000,0,tn2006,ori,1,0.1,30,300,30,88000010,600,0.1,-73,-10,1.8,current
43,100000,0,tn2006,V241F,2,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
9,100000,0,tn2006,ori,3,0.05,30,169,30,100,600,0.1,-73,-10,1.8,current
13,100000,0,tn2006,S140G,3,0.05,20,260,30,88000010,600,0.1,-73,-10,1.8,current
6,40000,0,tn2006,ori,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,V241F,2,0.05,30,150,30,88000010,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,N588K,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
7,100000,0,tn2006,ori,1,0.05,30,20,30,100,600,0.1,-73,-10,1.8,current
51,100000,0,tn2006,ori,2,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,1,0.05,30,260,20,1000,600,0.1,-73,-10,1.8,current
8,100000,0,tn2006,V241F,3,0.05,30,110,30,100,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,2,0.05,30,182,20,100000,600,0.1,-73,-10,1.8,current
4,40000,0,tn2006,ori,1,0.1,30,1000,20,20000,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,1,0.05,30,260,30,1000,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,V241F,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,2,0.1,1,1200,30,88000010,600,0.1,-73,-10,1.8,current
44,100000,0,tn2006,V241F,2,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,3,0.05,30,250,30,88000010,600,0.1,-73,-10,1.8,current
13,100000,0,tn2006,G229D,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
44,100000,0,tn2006,V241F,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
280,100000,0,tn2006,ori,3,0.1,30,4000,30,88000010,600,0.1,-73,-10,1.8,current
10,100000,0,tn2006,ori,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
59,100000,0,tn2006,ori,1,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
30,100000,0,tn2006,ori,2,0.1,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
57,100000,0,tn2006,ori,1,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
16,40000,0,tn2006,V241F,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
10,100000,0,tn2006,ori,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,S140G,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
38,100000,0,tn2006,ori,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,1,0.05,30,260,20,10000,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,ori,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
45,100000,0,tn2006,G229D,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
55,100000,0,tn2006,G229D,2,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
9,100000,0,tn2006,V241F,3,0.05,30,128,30,88000010,600,0.1,-73,-10,1.8,current
55,100000,0,tn2006,ori,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
60,100000,0,tn2006,ori,1,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
5,40000,0,tn2006,ori,2,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
44,100000,0,tn2006,ori,3,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,ori,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
3,100000,0,tn2006,ori,2,0.01,20,100,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
3,100000,0,tn2006,ori,3,0.05,20,200,30,88000010,600,0.1,-73,-10,1.8,current
50,40000,0,tn2006,ori,3,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,3,0.05,30,246,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
47,100000,0,tn2006,ori,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
44,100000,0,tn2006,V241F,2,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,3,0.05,30,300,20,1000,600,0.1,-73,-10,1.8,current
265,100000,0,tn2006,ori,2,0.1,30,4000,30,88000010,600,0.1,-73,-10,1.8,current
188,100000,0,tn2006,ori,2,0.1,30,4000,30,0,600,0.1,-73,-10,1.8,current
11,100000,0,tn2006,ori,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,2,0.05,30,260,20,1000,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,V241F,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
32,40000,0,tn2006,V241F,3,0.05,20,1000,30,100,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
4,40000,0,tn2006,ori,2,0.05,30,350,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,2,0.05,30,260,20,10000,600,0.1,-73,-10,1.8,current
8,100000,0,tn2006,V241F,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
8,100000,0,tn2006,ori,2,0.05,30,304,30,88000010,600,0.1,-73,-10,1.8,current
45,100000,0,tn2006,N588K,3,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
80,100000,0,tn2006,ori,1,0.1,30,4000,30,3000,600,0.1,-73,-10,1.8,current
4,10000,0,tn2006,ori,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
9,100000,0,tn2006,V241F,1,0.05,30,139,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,2,0.05,30,330,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,V241F,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,G229D,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,V241F,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
7,100000,0,tn2006,ori,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
40,100000,0,tn2006,S140G,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
19,100000,0,tn2006,ori,2,0.05,30,260,20,100,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,1,0.05,30,260,30,10000,600,0.1,-73,-10,1.8,current
7,100000,0,tn2006,V241F,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,V241F,2,0.05,30,140,30,150,600,0.1,-73,-10,1.8,current
13,100000,0,tn2006,V241F,3,0.05,30,138,30,88000010,600,0.1,-73,-10,1.8,current
57,40000,0,tn2006,ori,1,0.05,30,1000,30,88000010,700,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,1,0.05,30,260,20,10000,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,V241F,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,ori,1,0.1,2,600,30,88000010,600,0.1,-73,-10,1.8,current
7,100000,0,tn2006,ori,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,2,0.05,20,260,30,1000,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,V241F,2,0.05,30,130,20,10000,600,0.1,-73,-10,1.8,current
194,100000,0,tn2006,ori,1,0.1,30,4000,30,0,600,0.1,-73,-10,1.8,current
45,100000,0,tn2006,V241F,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,V241F,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
50,40000,0,tn2006,N588K,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,2,0.05,30,320,20,100000,600,0.1,-73,-10,1.8,current
44,100000,0,tn2006,ori,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
8,40000,0,tn2006,ori,3,0.05,20,250,30,300,600,0.1,-73,-10,1.8,current
80,40000,0,tn2006,V241F,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,S140G,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
8,100000,0,tn2006,V241F,3,0.05,30,130,30,88000010,600,0.1,-73,-10,1.8,current
380,40000,0,tn2006,G229D,1,0.05,30,300000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,V241F,2,0.05,30,1000,30,100000,600,0.1,-73,-10,1.8,current
16,100000,0,tn2006,ori,1,0.1,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
39,100000,0,tn2006,ori,3,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
44,100000,0,tn2006,V241F,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
56,10000,0,tn2006,G229D,1,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
39,100000,0,tn2006,ori,2,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
404,40000,0,tn2006,V241F,1,0.05,30,300000,30,88000010,600,0.1,-73,-10,1.8,current
4,40000,0,tn2006,ori,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,V241F,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
3,40000,0,tn2006,V241F,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,3,0.05,30,260,20,10000,600,0.1,-73,-10,1.8,current
175,100000,0,tn2006,ori,1,0.1,30,4000,30,200,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,2,0.05,30,260,20,1000,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,V241F,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,S140G,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
44,100000,0,tn2006,V241F,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
38,100000,0,tn2006,ori,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,ori,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
110,100000,0,tn2006,ori,1,0.1,30,600,30,88000010,600,0.1,-73,-10,1.8,current
42,100000,0,tn2006,S140G,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,ori,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,V241F,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
106,100000,0,tn2006,E299V,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,ori,1,0.1,1,1200,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,3,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,ori,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
52,100000,0,tn2006,L532P,3,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
43,100000,0,tn2006,ori,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
43,100000,0,tn2006,S140G,2,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,V241F,2,0.05,30,150,30,10000,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,1,0.05,30,250,30,88000010,600,0.1,-73,-10,1.8,current
47,40000,0,tn2006,V241F,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,1,0.05,30,260,30,88000010,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,ori,3,0.05,30,240,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
2,40000,0,tn2006,V241F,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
39,100000,0,tn2006,ori,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
10,100000,0,tn2006,V241F,2,0.05,30,115,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,V241F,1,0.05,20,260,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,S140G,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
40,100000,0,tn2006,ori,3,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,V241F,1,0.05,30,143,20,10000,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,V241F,3,0.05,30,130,20,10000,600,0.1,-73,-10,1.8,current
47,100000,0,tn2006,V241F,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,1,0.05,30,260,20,10000,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,2,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,3,0.05,30,240,30,1000,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,S140G,1,0.05,30,910,30,88000010,600,0.1,-73,-10,1.8,current
50,100000,0,tn2006,ori,1,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,1,0.1,2,450,30,88000010,600,0.1,-73,-10,1.8,current
57,100000,0,tn2006,V241F,3,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
50,40000,0,tn2006,ori,2,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,1,0.05,20,150,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,G229D,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
42,100000,0,tn2006,S140G,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
21,100000,0,tn2006,G229D,3,0.05,30,260,20,100,600,0.1,-73,-10,1.8,current
4,40000,0,tn2006,ori,3,0.05,30,230,30,88000010,600,0.1,-73,-10,1.8,current
43,40000,0,tn2006,ori,1,0.1,10,600,30,88000010,700,0.1,-73,-10,1.8,current
57,40000,0,tn2006,V241F,2,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
44,100000,0,tn2006,V241F,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
38,100000,0,tn2006,ori,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
45,100000,0,tn2006,S140G,3,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,1,0.05,30,168,30,250,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,V241F,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,S140G,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,3,0.05,20,1000,30,88000010,260,0.1,-73,-10,1.8,current
5,40000,0,tn2006,V241F,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
56,100000,0,tn2006,V241F,2,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
5,40000,0,tn2006,ori,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,V241F,3,0.05,30,260,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,V241F,1,0.05,30,142,30,88000010,600,0.1,-73,-10,1.8,current
3,100000,0,tn2006,ori,2,0.05,30,350,30,88000010,600,0.1,-73,-10,1.8,current
41,100000,0,tn2006,S140G,2,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
442,100000,0,tn2006,ori,1,0.1,30,4000,30,1000,600,0.1,-73,-10,1.8,current
56,100000,0,tn2006,ori,1,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
45,100000,0,tn2006,V241F,2,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
64,100000,0,tn2006,ori,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,V241F,2,0.05,30,136,30,80000000,600,0.1,-73,-10,1.8,current
56,100000,0,tn2006,ori,1,0.05,30,1000,30,88000010,700,0.1,-73,-10,1.8,current
11,40000,0,tn2006,ori,2,0.05,20,225,30,100,600,0.1,-73,-10,1.8,current
32,100000,0,tn2006,V241F,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
13,100000,0,tn2006,ori,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
18,100000,0,tn2006,ori,3,0.1,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,2,0.05,30,304,30,88000010,600,0.1,-73,-10,1.8,current
3,100000,0,tn2006,V241F,1,0.05,30,142,20,1000,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,V241F,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,ori,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
8,100000,0,tn2006,V241F,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,S140G,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
46,100000,0,tn2006,V241F,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
4,40000,0,tn2006,V241F,3,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
41,100000,0,tn2006,S140G,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
91,100000,0,tn2006,ori,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
4,40000,0,tn2006,ori,3,0.05,30,252,20,10000,600,0.1,-73,-10,1.8,current
29,100000,0,tn2006,ori,1,0.1,30,300,30,88000010,700,0.1,-73,-10,1.8,current
41,40000,0,tn2006,ori,1,0.05,30,1000,20,200,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,V241F,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,V241F,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
58,100000,0,tn2006,G229D,2,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
7,40000,0,tn2006,ori,2,0.05,20,340,30,400,600,0.1,-73,-10,1.8,current
27,100000,0,tn2006,ori,3,0.05,30,320,30,100,600,0.1,-73,-10,1.8,current
374,100000,0,tn2006,V241F,2,0.05,30,300000,30,88000010,600,0.1,-73,-10,1.8,current
8,100000,0,tn2006,V241F,3,0.05,30,240,30,1000,600,0.1,-73,-10,1.8,current
5,40000,0,tn2006,G229D,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,S140G,3,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
48,40000,0,tn2006,V241F,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
39,100000,0,tn2006,ori,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
39,100000,0,tn2006,ori,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
59,100000,0,tn2006,ori,1,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,V241F,2,0.05,30,260,20,1000,600,0.1,-73,-10,1.8,current
57,100000,0,tn2006,ori,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
44,100000,0,tn2006,V241F,2,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
5,40000,0,tn2006,ori,2,0.05,30,330,30,200000,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,G229D,1,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
87,40000,0,tn2006,V241F,1,0.05,20,1000,30,88000010,600,0.1,-73,-10,1.8,current
68,100000,0,tn2006,ori,1,0.05,30,1000,20,100,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,1,0.05,30,130,20,100000,600,0.1,-73,-10,1.8,current
5,100000,0,tn2006,ori,2,0.05,30,1000,30,88000010,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,V241F,1,0.05,30,142,20,1000,600,0.1,-73,-10,1.8,current
40,100000,0,tn2006,ori,3,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
6,100000,0,tn2006,ori,3,0.05,30,260,30,10000,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,ori,1,0.05,30,169,20,500,600,0.1,-73,-10,1.8,current
4,100000,0,tn2006,V241F,3,0.05,30,155,20,10000,600,0.1,-73,-10,1.8,current
39,100000,0,tn2006,ori,1,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
38,40000,0,tn2006,ori,2,0.05,30,1000,30,100,600,0.1,-73,-10,1.8,current
13,100000,0,tn2006,ori,1,0.1,30,4000,30,88000010,600,0.1,-73,-10,1.8,current
32,100000,0,tn2006,G229D,1,0.05,20,1000,30,100,600,0.1,-73,-10,1.8,current
