runtime,in01,in02
97,-0.5,9.2
62,-0.5,7
117,-0.5,4.14
49,-0.5,4.116
59,-0.5,5
56,-0.5,3
79,-0.5,8.7
74,-0.5,5
46,-0.5,5.3
61,-0.5,4.116
48,-0.5,4.14
111,-0.5,10
50,-0.5,4.11361735
66,-0.5,7
72,-0.5,9
51,-0.5,4.1
43,-0.5,5
46,-0.5,2.15
39,-0.5,3
68,-0.5,2.5
77,-0.5,6
83,-0.5,3
67,-0.5,8
57,-0.5,4.3
67,-0.5,5
45,-0.5,4.1
36,-0.5,2.1
56,-0.5,3.95
77,-0.5,8.5
70,-0.5,4.1135
47,-0.5,2
84,-0.5,9
65,-0.5,4
61,-0.5,5
3392,-0.5,2
36,-0.5,3
72,-0.5,10
76,-0.5,8.5
54,-0.5,4.15
72,-0.5,4.298
65,-0.5,6
91,-0.5,7.2
66,-0.5,4.1136175
82,-0.5,7
120,-0.5,10
60,-0.5,5
51,-0.5,4.1136178
61,-0.5,9
51,-0.5,2
59,-0.5,4.151
50,-0.5,5
104,-0.5,5
59,-0.5,4.1
78,-0.5,8.2
47,-0.5,4
77,-0.5,10
51,-0.5,3.7
63,-0.5,4.113617435
43,-0.5,3.94
67,-0.5,4.2
39,-0.5,2
75,-0.5,8
48,-0.5,5
3049,-0.5,7
52,-0.5,8.4
81,-0.5,8
67,-0.5,5
48,-0.5,3.8
46,-0.5,4.3
83,-0.5,10
35,-0.5,2
47,-0.5,4.128
64,-0.5,5
78,-0.5,8
73,-0.5,7.5
58,-0.5,3.5
63,-0.5,4.06
68,-0.5,7
48,-0.5,4.15
82,-0.5,7.5
49,-0.5,4.11
60,-0.5,8.4
90,-0.5,5
74,-0.5,7
47,-0.5,3
55,-0.5,4.09
50,-0.5,4.1
46,-0.5,5
68,-0.5,6
102,-0.5,4.136
55,-0.5,4.35
45,-0.5,4.3
45,-0.5,4.12715
93,-0.5,8
55,-0.5,4.11747
69,-0.5,5.5
71,-0.5,4.113
83,-0.5,9
59,-0.5,4.1117
78,-0.5,9
70,-0.5,4.1484
78,-0.5,8
64,-0.5,5
73,-0.5,3
47,-0.5,2
77,-0.5,4.17
51,-0.5,4.113
66,-0.5,5
90,-0.5,7.5
11,-0.5,1
75,-0.5,6
62,-0.5,4.1171
60,-0.5,4.3
48,-0.5,5
80,-0.5,10
86,-0.5,10
64,-0.5,5
140,-0.5,8
56,-0.5,4.1072
80,-0.5,9.1
49,-0.5,3
63,-0.5,4
55,-0.5,4.18
43,-0.5,2
46,-0.5,3.3
54,-0.5,5
74,-0.5,4.1136
52,-0.5,3
9,-0.5,1.5
52,-0.5,4.115
71,-0.5,9
63,-0.5,5.5
98,-0.5,9
40,-0.5,2
84,-0.5,5
63,-0.5,3.98
49,-0.5,4.1137
66,-0.5,8
49,-0.5,4.8
58,-0.5,4.11
62,-0.5,4.4172
64,-0.5,9
89,-0.5,3
91,-0.5,10
56,-0.5,4.14
53,-0.5,5.4
61,-0.5,7
39,-0.5,3.9
88,-0.5,8
52,-0.5,3
81,-0.5,10
52,-0.5,4.8
36,-0.5,2.6
62,-0.5,6.5
50,-0.5,4.116
80,-0.5,8.5
66,-0.5,4.12
72,-0.5,4.0850105
53,-0.5,6
81,-0.5,7
64,-0.5,4.114
56,-0.5,4.113617
72,-0.5,3
42,-0.5,4.12
47,-0.5,4.1
46,-0.5,2
55,-0.5,7
48,-0.5,2.75
53,-0.5,4.1135652
71,-0.5,9
36,-0.5,2
38,-0.5,2.57
74,-0.5,3
76,-0.5,4.1
80,-0.5,5
58,-0.5,4.11757
54,-0.5,4.1122
33,-0.5,2
61,-0.5,4.9
67,-0.5,4.123
47,-0.5,4.1123
49,-0.5,3
45,-0.5,3
60,-0.5,4.168
59,-0.5,7
51,-0.5,3
62,-0.5,4.04
61,-0.5,4.15
51,-0.5,4.1
55,-0.5,3.99
57,-0.5,4.06
69,-0.5,3.5
58,-0.5,7.4
70,-0.5,4.087
57,-0.5,4.9
51,-0.5,4
48,-0.5,4.1122
46,-0.5,3
63,-0.5,4
48,-0.5,4.15
72,-0.5,3
55,-0.5,4
70,-0.5,4.5
74,-0.5,9
56,-0.5,7
46,-0.5,3
70,-0.5,6
63,-0.5,3
55,-0.5,6
71,-0.5,4.16
72,-0.5,9
64,-0.5,4
84,-0.5,9
55,-0.5,3.5
35,-0.5,2.1
42,-0.5,3.3
83,-0.5,9.5
68,-0.5,9
65,-0.5,4.1
57,-0.5,5
81,-0.5,4.137
50,-0.5,4.03
110,-0.5,10
77,-0.5,4.1
48,-0.5,5.3
69,-0.5,6.5
50,-0.5,4.2
65,-0.5,7
76,-0.5,10
68,-0.5,10
71,-0.5,7.6
50,-0.5,4.094
104,-0.5,10
57,-0.5,4.1134
56,-0.5,5
93,-0.5,9.5
70,-0.5,7.5
83,-0.5,8.9
79,-0.5,10
97,-0.5,9
60,-0.5,4.0875
70,-0.5,7
77,-0.5,4.1125
50,-0.5,4.04893373
79,-0.5,6
52,-0.5,5.5
52,-0.5,4.1175
55,-0.5,6
49,-0.5,4.1485
65,-0.5,8
44,-0.5,4.115
47,-0.5,3.6
54,-0.5,4.12
74,-0.5,8.5
65,-0.5,4.2
104,-0.5,9
48,-0.5,4.9
38,-0.5,2
35,-0.5,2.5
82,-0.5,7.5
83,-0.5,8
71,-0.5,4.2
66,-0.5,4.104
56,-0.5,2.5
53,-0.5,4.3
46,-0.5,4
38,-0.5,3
72,-0.5,9
62,-0.5,2
82,-0.5,4.2
62,-0.5,4.16
49,-0.5,2
47,-0.5,4.5
53,-0.5,4
58,-0.5,5
89,-0.5,10
77,-0.5,7
62,-0.5,4.13
53,-0.5,4.12
68,-0.5,7
106,-0.5,4.118
39,-0.5,2
56,-0.5,5
45,-0.5,4
55,-0.5,4.2
51,-0.5,4.11361746
69,-0.5,9
3,-0.5,1
55,-0.5,6
95,-0.5,7.5
53,-0.5,2.8
61,-0.5,7
81,-0.5,6.8
50,-0.5,5
56,-0.5,4.17
48,-0.5,4.14
82,-0.5,7.1
51,-0.5,3
61,-0.5,4.03
53,-0.5,4.5
98,-0.5,8
75,-0.5,4.2
43,-0.5,3.95
47,-0.5,2.9
42,-0.5,3.97
67,-0.5,4.1133
65,-0.5,8
70,-0.5,4.11322
82,-0.5,4.11
37,-0.5,2.35
62,-0.5,5
78,-0.5,4
41,-0.5,4.117
71,-0.5,7.5
51,-0.5,3.5
65,-0.5,5
79,-0.5,8
45,-0.5,4.115
43,-0.5,3
64,-0.5,4.143
60,-0.5,4.1482
69,-0.5,5
45,-0.5,4.1
97,-0.5,9
3232,-0.5,10
72,-0.5,4.2
53,-0.5,6
36,-0.5,2
63,-0.5,4.113617435
38,-0.5,2.5
57,-0.5,4.2
67,-0.5,7.9
50,-0.5,3.918
46,-0.5,4.1175
112,-0.5,4.1
45,-0.5,2
57,-0.5,2
63,-0.5,4.11
65,-0.5,4.19
64,-0.5,4.11229
58,-0.5,5.3
52,-0.5,4.112195
69,-0.5,4.11364
63,-0.5,4
64,-0.5,4.1
58,-0.5,7
44,-0.5,5
47,-0.5,2
51,-0.5,4.05
45,-0.5,4
46,-0.5,4.147
64,-0.5,5.5
71,-0.5,4.1209
95,-0.5,9
48,-0.5,5
44,-0.5,2
44,-0.5,4
67,-0.5,8
47,-0.5,4.12
99,-0.5,10
49,-0.5,4
68,-0.5,7
51,-0.5,4
62,-0.5,4.1
55,-0.5,2.3
90,-0.5,7.5
93,-0.5,9
62,-0.5,4.1
50,-0.5,4
47,-0.5,4.01
51,-0.5,4.16
47,-0.5,2
34,-0.5,2.47
63,-0.5,4.18
57,-0.5,4.2
54,-0.5,6
48,-0.5,5
66,-0.5,8
62,-0.5,3
63,-0.5,6.4
51,-0.5,4.1
47,-0.5,4.1057
61,-0.5,4.1136174
51,-0.5,4
71,-0.5,3.5
62,-0.5,3.25
59,-0.5,4.02
54,-0.5,3.4
54,-0.5,4.145
53,-0.5,3.92
77,-0.5,8
39,-0.5,3
39,-0.5,2.27
40,-0.5,2
59,-0.5,4.3
65,-0.5,3.9
46,-0.5,4.03
56,-0.5,3.921
40,-0.5,3
67,-0.5,6
130,-0.5,9.2
52,-0.5,2
60,-0.5,7
58,-0.5,4.1
61,-0.5,4.11736
113,-0.5,9.5
95,-0.5,8
73,-0.5,4.113
39,-0.5,3.95
52,-0.5,5
41,-0.5,3.3
71,-0.5,4.111
72,-0.5,6
59,-0.5,4.1105
46,-0.5,4
52,-0.5,5
64,-0.5,4
78,-0.5,4.0850115
49,-0.5,3.9
64,-0.5,4.4
42,-0.5,5
85,-0.5,4.03
59,-0.5,4.35
50,-0.5,4.145
54,-0.5,3
91,-0.5,7
68,-0.5,4.19
75,-0.5,8.4
48,-0.5,4.113
58,-0.5,4.3
68,-0.5,4.09
53,-0.5,4.14
64,-0.5,6
67,-0.5,4.25
86,-0.5,6
68,-0.5,9
55,-0.5,5
74,-0.5,4.2
52,-0.5,3.5
86,-0.5,9.5
55,-0.5,4.11
66,-0.5,4.2
51,-0.5,3
39,-0.5,2
77,-0.5,6
77,-0.5,4.11
64,-0.5,4.11
63,-0.5,4
50,-0.5,4.115
63,-0.5,10
67,-0.5,4
68,-0.5,7
51,-0.5,4.11218
46,-0.5,3
115,-0.5,4.112
60,-0.5,4.1172
43,-0.5,2
73,-0.5,7
59,-0.5,6
85,-0.5,8
57,-0.5,4
72,-0.5,7
44,-0.5,2.7
103,-0.5,4.1
59,-0.5,4.2
49,-0.5,4
93,-0.5,9
74,-0.5,8
47,-0.5,5
66,-0.5,3
81,-0.5,3.5
65,-0.5,9
71,-0.5,4.124
57,-0.5,4.11
92,-0.5,9.5
90,-0.5,8
152,-0.5,10
59,-0.5,2
64,-0.5,5
48,-0.5,4.11
45,-0.5,3.6
56,-0.5,7
37,-0.5,3
65,-0.5,5
37,-0.5,2.1
56,-0.5,4.13
78,-0.5,6
42,-0.5,4.4
86,-0.5,4.118
84,-0.5,8
116,-0.5,5.5
68,-0.5,4.2
5,-0.5,1
45,-0.5,4.21
53,-0.5,4.110755
85,-0.5,7.5
84,-0.5,10
73,-0.5,8.5
75,-0.5,4
76,-0.5,7
57,-0.5,4.114
54,-0.5,4.15
98,-0.5,9
75,-0.5,3.5
44,-0.5,4.088
55,-0.5,4
71,-0.5,7
52,-0.5,4.112262
59,-0.5,4.117
66,-0.5,4
66,-0.5,5
49,-0.5,4.16
70,-0.5,4
63,-0.5,4.4
44,-0.5,4.12
74,-0.5,9.6
78,-0.5,9
43,-0.5,4.3
78,-0.5,2.1
81,-0.5,8
59,-0.5,4.148
95,-0.5,9
70,-0.5,3
4,-0.5,1
48,-0.5,4.4
44,-0.5,4.13
80,-0.5,5
59,-0.5,3.8
58,-0.5,4.1174
39,-0.5,4.112201
52,-0.5,4.05904
43,-0.5,4.4
48,-0.5,5
50,-0.5,4.1193
65,-0.5,8.3
43,-0.5,3
68,-0.5,7
70,-0.5,4.11323
62,-0.5,5.5
36,-0.5,2.4
63,-0.5,8
58,-0.5,6.9
71,-0.5,6.4
51,-0.5,4.085
89,-0.5,9
54,-0.5,4.116
58,-0.5,4.1134
70,-0.5,4.3
64,-0.5,4.116
80,-0.5,4.12856
48,-0.5,4
70,-0.5,8
52,-0.5,4.15
41,-0.5,4.11501
70,-0.5,5
53,-0.5,4.1
72,-0.5,5
61,-0.5,3.9
57,-0.5,4.113
72,-0.5,6
53,-0.5,4.28
49,-0.5,4.16
102,-0.5,9
54,-0.5,4.1065
79,-0.5,9
55,-0.5,3.98
36,-0.5,3
54,-0.5,4.13
73,-0.5,8
58,-0.5,4.113
58,-0.5,4
85,-0.5,8
66,-0.5,4.13
71,-0.5,4.15625
49,-0.5,2
62,-0.5,7
51,-0.5,4
53,-0.5,5.4
77,-0.5,4.5
71,-0.5,4.14
57,-0.5,4.12
69,-0.5,7
42,-0.5,3.96
61,-0.5,7
68,-0.5,4
55,-0.5,3
63,-0.5,9
47,-0.5,4.5
47,-0.5,4
86,-0.5,9
59,-0.5,5
101,-0.5,10
58,-0.5,5
46,-0.5,5
52,-0.5,4
52,-0.5,4.104
52,-0.5,3.5
62,-0.5,3
75,-0.5,4.146
103,-0.5,9
70,-0.5,4.09
40,-0.5,3
70,-0.5,5
55,-0.5,5
59,-0.5,4.14
122,-0.5,7
75,-0.5,5.6
65,-0.5,4.11355
38,-0.5,2
53,-0.5,4.1
66,-0.5,9
42,-0.5,3
67,-0.5,7
58,-0.5,4
44,-0.5,4.3
78,-0.5,6
61,-0.5,6
64,-0.5,7.5
14,-0.5,0.2
88,-0.5,6
81,-0.5,8
53,-0.5,4
47,-0.5,4.11353
49,-0.5,4
91,-0.5,10
43,-0.5,4.4
39,-0.5,3
61,-0.5,4.11
16,-0.5,0.2
71,-0.5,4.15
37,-0.5,2.7
47,-0.5,2
94,-0.5,4.14
70,-0.5,7
38,-0.5,2
56,-0.5,6.5
34,-0.5,2.31
54,-0.5,4.1
70,-0.5,5
61,-0.5,7
93,-0.5,8
65,-0.5,4.1
73,-0.5,4.1
45,-0.5,4.1
43,-0.5,4
67,-0.5,4.1
66,-0.5,4.114
65,-0.5,4.109
60,-0.5,7
82,-0.5,7
64,-0.5,5.5
99,-0.5,5
2885,-0.5,3
45,-0.5,4.113
101,-0.5,10
54,-0.5,5
53,-0.5,3
31,-0.5,2.5
52,-0.5,4.06
56,-0.5,4.2
87,-0.5,4.12853
55,-0.5,2
7,-0.5,0.32
44,-0.5,3.85
64,-0.5,5
60,-0.5,6
54,-0.5,3.9
50,-0.5,3
27,-0.5,2
48,-0.5,4.12
58,-0.5,4.15
103,-0.5,10
73,-0.5,8
66,-0.5,6
45,-0.5,4.13
74,-0.5,3.4
64,-0.5,5
4,-0.5,0.7
65,-0.5,4.14
68,-0.5,4.10583
40,-0.5,3
86,-0.5,7
60,-0.5,4.1
48,-0.5,4.23
68,-0.5,4.114
77,-0.5,9
83,-0.5,7
75,-0.5,4.14
59,-0.5,4.049
109,-0.5,6.6
8,-0.5,0.25
54,-0.5,4.14
59,-0.5,5
65,-0.5,4
54,-0.5,4.6
55,-0.5,4.1106
85,-0.5,4
62,-0.5,4.11067
60,-0.5,6
47,-0.5,2
70,-0.5,4.1
75,-0.5,7.4
40,-0.5,4.1192
71,-0.5,4
82,-0.5,9
47,-0.5,5
47,-0.5,2.5
64,-0.5,7.4
55,-0.5,5
62,-0.5,4.113
45,-0.5,5
62,-0.5,4.7
53,-0.5,4.05
74,-0.5,6
61,-0.5,4.1
67,-0.5,4.119
89,-0.5,8
43,-0.5,4.8
60,-0.5,3.2
64,-0.5,4.131
115,-0.5,6.5
67,-0.5,4.125
72,-0.5,10
70,-0.5,4.5
57,-0.5,7
51,-0.5,4.114
36,-0.5,2
52,-0.5,4.5
47,-0.5,2
48,-0.5,2
67,-0.5,4.117
54,-0.5,4.113
64,-0.5,3.5
84,-0.5,7.2
71,-0.5,4.1139
66,-0.5,4.1
58,-0.5,4.11365
50,-0.5,4.11368
58,-0.5,4.9
80,-0.5,6
43,-0.5,3.8
69,-0.5,6
56,-0.5,4.17
110,-0.5,3.2
59,-0.5,7
65,-0.5,7
61,-0.5,8
67,-0.5,4.18
66,-0.5,4.106
48,-0.5,4.1145
53,-0.5,3.6
71,-0.5,4.118
34,-0.5,3
60,-0.5,4.11366
48,-0.5,4.112
71,-0.5,4.14814
49,-0.5,4.1122
100,-0.5,10
83,-0.5,10
55,-0.5,4.17499
43,-0.5,3.4
59,-0.5,4.088
66,-0.5,6
50,-0.5,4.04893373
61,-0.5,7
53,-0.5,7
54,-0.5,4.2
40,-0.5,2
55,-0.5,4.4
80,-0.5,4.135
74,-0.5,4
66,-0.5,4.05
7,-0.5,0.2
73,-0.5,4.5
77,-0.5,4
44,-0.5,4.3
77,-0.5,5
59,-0.5,6.9
83,-0.5,9.1
84,-0.5,9
62,-0.5,4.7
54,-0.5,4
38,-0.5,2.8
76,-0.5,4.1136179
57,-0.5,5
54,-0.5,3.15
61,-0.5,7
63,-0.5,4.1
53,-0.5,4.1136174
110,-0.5,10
68,-0.5,8
54,-0.5,6
48,-0.5,4.08
39,-0.5,2
67,-0.5,4.113617435
53,-0.5,4.18
62,-0.5,4.2
78,-0.5,4.6
56,-0.5,4.2
51,-0.5,5.1
48,-0.5,3.6
78,-0.5,8.8
76,-0.5,4.115
57,-0.5,4
116,-0.5,7.3
50,-0.5,5.5
85,-0.5,4.145
64,-0.5,9
80,-0.5,4.0875
37,-0.5,3
68,-0.5,4
3403,-0.5,4
80,-0.5,10
71,-0.5,7
86,-0.5,4.111
55,-0.5,2.5
13,-0.5,0.2
68,-0.5,7
43,-0.5,3
44,-0.5,3
71,-0.5,4
62,-0.5,4.133
65,-0.5,4.107
53,-0.5,4.19
67,-0.5,5
132,-0.5,9
52,-0.5,4.11356502
50,-0.5,4
122,-0.5,4
69,-0.5,4.2
36,-0.5,2.5
47,-0.5,2.17
90,-0.5,4
54,-0.5,4.048933729
50,-0.5,4
55,-0.5,4.1
61,-0.5,6
67,-0.5,3.7
53,-0.5,4.13
86,-0.5,7.1
53,-0.5,5
80,-0.5,8
52,-0.5,4.2
64,-0.5,4.12854
50,-0.5,4.0865
64,-0.5,4
66,-0.5,6
85,-0.5,9
55,-0.5,6
41,-0.5,3
54,-0.5,2.5
68,-0.5,4.5
72,-0.5,9
48,-0.5,5
47,-0.5,3
50,-0.5,4
52,-0.5,4.13361
88,-0.5,4.135
59,-0.5,4.113617438
119,-0.5,6
45,-0.5,3.9
64,-0.5,8.5
77,-0.5,4.109
64,-0.5,4.1055
52,-0.5,4.08501
92,-0.5,10
87,-0.5,4.5
40,-0.5,3
61,-0.5,6
98,-0.5,9
39,-0.5,3.95
50,-0.5,2
103,-0.5,9
69,-0.5,9.4
73,-0.5,3
41,-0.5,5
81,-0.5,9
102,-0.5,10
93,-0.5,8
55,-0.5,2.5
34,-0.5,3
61,-0.5,3.1
94,-0.5,2.8
52,-0.5,4
52,-0.5,4
38,-0.5,2.55
70,-0.5,4.115
40,-0.5,4.15
80,-0.5,7.5
73,-0.5,4
60,-0.5,5.5
91,-0.5,8
57,-0.5,2.1
59,-0.5,3.935
77,-0.5,6.5
47,-0.5,2.6
60,-0.5,6
64,-0.5,4.14
95,-0.5,2.5
55,-0.5,2.5
73,-0.5,8
62,-0.5,5.9
3134,-0.5,4.1
49,-0.5,3.4
63,-0.5,6
58,-0.5,2.5
44,-0.5,4.9
53,-0.5,4.1
50,-0.5,2
48,-0.5,5
55,-0.5,4.113892
40,-0.5,2
40,-0.5,4.3
53,-0.5,4.11717
61,-0.5,9
47,-0.5,3.8
49,-0.5,3.9
47,-0.5,4.1
56,-0.5,4
61,-0.5,9
52,-0.5,4.11
60,-0.5,4.14812
82,-0.5,8
31,-0.5,2.39
42,-0.5,2
66,-0.5,4.15
50,-0.5,4.5
56,-0.5,4.112261
73,-0.5,7
47,-0.5,3
78,-0.5,9
56,-0.5,4.1
65,-0.5,5
35,-0.5,2
66,-0.5,3
61,-0.5,5
66,-0.5,4.2
35,-0.5,2.6
60,-0.5,4.1
53,-0.5,5
47,-0.5,4
33,-0.5,5
67,-0.5,4.6
59,-0.5,5
55,-0.5,4.1172
59,-0.6,6
53,-0.5,7
51,-0.5,4.6
42,-0.5,2
48,-0.5,5
76,-0.5,9
64,-0.5,4.12
61,-0.5,4
72,-0.5,4
68,-0.5,4.3
102,-0.5,7.5
58,-0.5,4.15
45,-0.5,5
53,-0.5,4.13
48,-0.5,2
49,-0.5,3
69,-0.5,5.8
41,-0.5,4.3
66,-0.5,4.1
56,-0.5,4.112
55,-0.5,4.124
44,-0.5,4.25
49,-0.5,4.085014001
42,-0.5,2
68,-0.5,4.11
51,-0.5,2
55,-0.5,7
58,-0.5,5
74,-0.5,6
55,-0.5,4.8
51,-0.5,4.14
70,-0.5,5
78,-0.5,5
93,-0.5,9.2
62,-0.5,4.145
70,-0.5,4.115
62,-0.5,4.1
54,-0.5,4.2
37,-0.5,3.75
36,-0.5,2.59
51,-0.5,3.35
49,-0.5,4.146
50,-0.5,7
78,-0.5,9
48,-0.5,3
58,-0.5,7
54,-0.5,4.0852
57,-0.5,4.12
92,-0.5,4.13
50,-0.5,4.25
55,-0.5,4.12
83,-0.5,7
87,-0.5,10
3010,-0.5,6
70,-0.5,8
46,-0.5,4.3
73,-0.5,8
93,-0.5,8
56,-0.5,4.1135658
45,-0.5,4.15
53,-0.5,4.085010001
61,-0.5,4.11733
43,-0.5,4.17
52,-0.5,5
82,-0.5,8.8
63,-0.5,4.1173
72,-0.5,4.16
66,-0.5,4.18
48,-0.5,3.95
66,-0.5,4.11387
52,-0.5,5
52,-0.5,2
81,-0.5,8
80,-0.5,4.18
44,-0.5,3.92
63,-0.5,4.11
48,-0.5,4.112269
40,-0.5,4.22199
62,-0.5,4.1123
59,-0.5,5.5
97,-0.5,8.5
33,-0.5,2.38
74,-0.5,4
48,-0.5,4.1155
43,-0.5,4.3
66,-0.5,7
63,-0.5,7.3
78,-0.5,7
56,-0.5,4.3
85,-0.5,9
75,-0.5,6
91,-0.5,6.5
65,-0.5,4.1094
64,-0.5,4.2
68,-0.5,4.15
122,-0.5,9
58,-0.5,4.12
52,-0.5,4.19
112,-0.5,6.3
48,-0.5,5.5
74,-0.5,8
46,-0.5,6
42,-0.5,3.9
120,-0.5,3.84
59,-0.5,4.16
62,-0.5,7
83,-0.5,10
42,-0.5,4.1135207
49,-0.5,2
81,-0.5,3
88,-0.5,5.7
85,-0.5,7
58,-0.5,4.11568
45,-0.5,4
64,-0.5,4.132
71,-0.5,8
56,-0.5,4.1207
81,-0.5,4.11
44,-0.5,3
50,-0.5,4.11352
45,-0.5,2
79,-0.5,10
62,-0.5,4.1159
43,-0.5,4
98,-0.5,8
82,-0.5,5
89,-0.5,6
82,-0.5,8.5
60,-0.5,4.5
57,-0.5,5
17,-0.5,0.5
48,-0.5,4.118
45,-0.5,2
137,-0.5,10
87,-0.5,10
51,-0.5,3.7
67,-0.5,3
68,-0.5,4.1135
61,-0.5,4.12
56,-0.5,4.15
55,-0.5,4.117
95,-0.5,8
109,-0.5,4.12
74,-0.5,9.5
73,-0.5,4
73,-0.5,4.2
55,-0.5,4.16
45,-0.5,2.6
60,-0.5,4.1138
70,-0.5,6.5
52,-0.5,3
54,-0.5,4.113617435
82,-0.5,4.19
88,-0.5,9.5
51,-0.5,4.2
41,-0.5,4.1122
56,-0.5,3.6
61,-0.5,4.11386
113,-0.5,3.7
97,-0.5,7.6
78,-0.5,8.4
46,-0.5,3.7
78,-0.5,7
64,-0.5,4.08501005
65,-0.5,7
65,-0.5,2.2
86,-0.5,8
54,-0.5,4.11
62,-0.5,4.113
43,-0.5,2
68,-0.5,5.8
4,-0.5,1
64,-0.5,4.2
55,-0.5,6.5
70,-0.5,9
56,-0.5,4.147
51,-0.5,8.4
47,-0.5,4.11
82,-0.5,4
62,-0.5,4
56,-0.5,4.12
58,-0.5,5
60,-0.5,4.113617435
49,-0.5,4.1138
65,-0.5,4.14
53,-0.5,3
44,-0.5,4.192
64,-0.5,4.109
65,-0.5,3.5
68,-0.5,7
47,-0.5,4.75
54,-0.5,4.05
49,-0.5,3
9,-0.5,0.5
54,-0.5,4.111
44,-0.5,4.1
60,-0.5,7
15,-0.5,0.6
62,-0.5,4.113
60,-0.5,4
2997,-0.5,2
71,-0.5,9
73,-0.5,6.5
66,-0.5,4.1132
74,-0.5,9.5
52,-0.5,4.1135
111,-0.5,3.5
59,-0.5,4.11727
57,-0.5,2
79,-0.5,4.11361733
86,-0.5,9.2
49,-0.5,2.8
43,-0.5,2.2
86,-0.5,9
56,-0.5,4
76,-0.5,7
69,-0.5,4.09
67,-0.5,4.1143
59,-0.5,6
72,-0.5,4.1122
57,-0.5,4.11715
47,-0.5,5
88,-0.5,8
56,-0.5,4.12
54,-0.5,4.113565
63,-0.5,6
76,-0.5,6
55,-0.5,4.1
41,-0.5,4.1273
64,-0.5,4.12
56,-0.5,3
62,-0.5,5
52,-0.5,5.9
56,-0.5,5
52,-0.5,7
46,-0.5,4
65,-0.5,9
77,-0.5,7
60,-0.5,6
46,-0.5,4.1123
84,-0.5,10
58,-0.5,4.4
93,-0.5,8
54,-0.5,3
51,-0.5,2
47,-0.5,3
87,-0.5,4.115
102,-0.5,2
49,-0.5,4.16
54,-0.5,2.5
70,-0.5,7
53,-0.5,2
59,-0.5,5
64,-0.5,4
9,-0.5,1
53,-0.5,4.113617435
81,-0.5,4.11
62,-0.5,4
61,-0.5,4.0850105
63,-0.5,4.11353
103,-0.5,6
65,-0.5,8.5
50,-0.5,4.114
50,-0.5,4
63,-0.5,4.11734
62,-0.5,7
55,-0.5,3
63,-0.5,6
48,-0.5,3.9196
46,-0.5,4
57,-0.5,6
37,-0.5,4
45,-0.5,5
63,-0.5,4.5
38,-0.5,2
74,-0.5,9.6
62,-0.5,2.7
74,-0.5,7
65,-0.5,6
54,-0.5,4
52,-0.5,3
44,-0.5,4.1124
69,-0.5,8
53,-0.5,4.1
72,-0.5,4.1
68,-0.5,7
79,-0.5,4.0865
66,-0.5,6
33,-0.5,2
44,-0.5,5
52,-0.5,4.2
75,-0.5,9.4
36,-0.5,2.1
52,-0.5,3.5
89,-0.5,6.2
45,-0.5,3
89,-0.5,8.6
62,-0.5,4.112
74,-0.5,5.5
61,-0.5,7
65,-0.5,9
41,-0.5,4.11352
68,-0.5,4.108
46,-0.5,4
52,-0.5,7
125,-0.5,7
63,-0.5,4.2
102,-0.5,9.6
58,-0.5,7
58,-0.5,4.75
53,-0.5,4
57,-0.5,7
72,-0.5,5
84,-0.5,4
45,-0.5,4.5
56,-0.5,3.97
55,-0.5,4.1
44,-0.5,4.19
56,-0.5,2
55,-0.5,4.111
122,-0.5,9
57,-0.5,4.5
49,-0.5,4.15
47,-0.5,4.1165
74,-0.5,4.116
44,-0.5,2
80,-0.5,8
61,-0.5,6
68,-0.5,3.5
46,-0.5,5
64,-0.5,3.6
101,-0.5,9.5
41,-0.5,4.096
63,-0.5,4.1146
59,-0.5,4.12
42,-0.5,5
34,-0.5,2
45,-0.5,4.12
62,-0.5,4
98,-0.5,10
38,-0.5,2
52,-0.5,4.11356501
76,-0.5,9
72,-0.5,6
47,-0.5,2.5
59,-0.5,4.11
95,-0.5,8
51,-0.5,4.17
54,-0.5,4.1
2941,-0.5,3
61,-0.5,6.4
51,-0.5,4.6
59,-0.5,8.1
53,-0.5,4.12
80,-0.5,5
66,-0.5,4.107
61,-0.5,9.8
72,-0.5,4.125
45,-0.5,4
61,-0.5,4.115
72,-0.5,7.5
70,-0.5,7
67,-0.5,4.11361731
81,-0.5,4.1
56,-0.5,4.2
61,-0.5,4.1
50,-0.5,7
45,-0.5,3
54,-0.5,4.1137
77,-0.5,7
53,-0.5,2
61,-0.5,4.1
91,-0.5,6
49,-0.5,5
39,-0.5,2.7
63,-0.5,5.2
65,-0.5,4.11743
66,-0.5,4.4
43,-0.5,3.5
112,-0.5,10
72,-0.5,4.5
49,-0.5,4.8
90,-0.5,8
39,-0.5,3
55,-0.5,4.113
41,-0.5,4.8
60,-0.5,4.7
82,-0.5,9
54,-0.5,3
71,-0.5,4.6
51,-0.5,6
53,-0.5,4.1137
51,-0.5,4.2
63,-0.5,4.13
73,-0.5,4.1425
58,-0.5,4.15
51,-0.5,4.18
82,-0.5,3.66
54,-0.5,4.165
55,-0.5,6
54,-0.5,4
58,-0.5,4.15
52,-0.5,5
77,-0.5,8
123,-0.5,9.9
57,-0.5,4.115
80,-0.5,8
61,-0.5,7.4
68,-0.5,6
49,-0.5,4.1135205
55,-0.5,2.5
59,-0.5,4.113617435
49,-0.5,4.117
58,-0.5,4.2
74,-0.5,10
55,-0.5,4.1136
67,-0.5,4.112
62,-0.5,7
62,-0.5,5
