runtime,in01,in02
86,-0.5,9.8
43,-0.5,2.89812
51,-0.5,5.1
84,-0.5,10
58,-0.5,5
79,-0.5,3.57
42,-0.5,4
78,-0.5,10
40,-0.5,2.84
32,-0.5,2.5
41,-0.5,3
47,-0.5,2.8
51,-0.5,2.89
35,-0.5,2.4
36,-0.5,3
65,-0.5,3
63,-0.5,2.8929
53,-0.5,2.895
73,-0.5,7
31,-0.5,2
47,-0.5,2.5
51,-0.5,2.6
41,-0.5,2.899
45,-0.5,5
62,-0.5,4.3
104,-0.5,10
53,-0.5,2.895
35,-0.5,2.96
50,-0.5,3.5
59,-0.5,2.899
54,-0.5,2.88
63,-0.5,2.7
46,-0.5,4
54,-0.5,4.4
46,-0.5,2.6
40,-0.5,2.89813
35,-0.5,2.69
43,-0.5,4
36,-0.5,3
45,-0.5,3.5
65,-0.5,8
87,-0.5,8
128,-0.5,5.5
40,-0.5,2.5
47,-0.5,3.5
48,-0.5,2.2
84,-0.5,6.6
46,-0.5,2.9
42,-0.5,2.896924
61,-0.5,6
42,-0.5,2
49,-0.5,2.89953
49,-0.5,3
65,-0.5,5.5
43,-0.5,2.5
38,-0.5,4
39,-0.5,2.85
51,-0.5,4.5
74,-0.5,8.5
50,-0.5,3.2
57,-0.5,2.89938
79,-0.5,7
56,-0.5,2.7
49,-0.5,2.88
43,-0.5,3
75,-0.5,9.5
40,-0.5,2.7
70,-0.5,3.66
44,-0.5,2.84
48,-0.5,2.896933
64,-0.5,8
52,-0.5,3
35,-0.5,2
61,-0.5,6
53,-0.5,2.91125
74,-0.5,6
51,-0.5,2.65
49,-0.5,2.892
40,-0.5,2.9
80,-0.5,9.5
49,-0.5,3.8
59,-0.5,5
46,-0.5,2.8975
38,-0.5,2.6
56,-0.5,2.84
56,-0.5,9
41,-0.5,2.9
65,-0.5,3.87
60,-0.5,2.88
65,-0.5,9.5
60,-0.5,2.89
55,-0.5,2.9
39,-0.5,2.9
57,-0.5,4.5
36,-0.5,2.2
69,-0.5,2.87948
46,-0.5,2.89685
46,-0.5,2.9
53,-0.5,2.87
63,-0.5,3
34,-0.5,2.34
39,-0.5,4
42,-0.5,2.89689
48,-0.5,2.9
37,-0.5,2
45,-0.5,2.83
46,-0.5,2.5
38,-0.5,2.9085
43,-0.5,2.86
86,-0.5,9
50,-0.5,3
58,-0.5,2.87
73,-0.5,5
39,-0.5,3
50,-0.5,6
54,-0.5,2.89
68,-0.5,2.87
67,-0.5,5
89,-0.5,9.4
43,-0.5,4.22
44,-0.5,2.88
54,-0.5,5
39,-0.5,2.8
80,-0.5,9
34,-0.5,2.908
87,-0.5,2.8
64,-0.5,8
67,-0.5,5
59,-0.5,9
44,-0.5,2.9
85,-0.5,7
61,-0.5,7
34,-0.5,2
41,-0.5,2.8
50,-0.5,4
42,-0.5,2.553
47,-0.5,2.89
87,-0.5,7
58,-0.5,2.6
42,-0.5,4
29,-0.5,2
81,-0.5,10
37,-0.5,2.884
46,-0.5,2.897
51,-0.5,3
71,-0.5,6
57,-0.5,9
53,2.9,5
86,-0.5,6
48,-0.5,2.5
67,-0.5,8
94,-0.5,6
39,-0.5,2.8994
46,-0.5,2.9
39,-0.5,2.6
67,-0.5,9
72,-0.5,2.898
56,-0.5,5.5
45,-0.5,2.8996
69,-0.5,6
65,-0.5,9
54,-0.5,5
46,-0.5,2.96
76,-0.5,7
67,-0.5,7
29,-0.5,2.5
119,-0.5,3.1
49,-0.5,2.8996
49,-0.5,5.8
49,-0.5,2.896908
46,-0.5,3.5
42,-0.5,2.9
85,-0.5,3.18
43,-0.5,4.2
42,-0.5,3
52,-0.5,2.89765625
52,-0.5,5
46,-0.5,2.85
49,-0.5,2.898
54,-0.5,5.2
26,-0.5,2
46,-0.5,2.6
71,-0.5,5.5
44,-0.5,2
36,-0.5,2.8969
39,-0.5,2.89682
54,-0.5,2.8968
58,-0.5,4
41,-0.5,2.9
52,-0.5,6
46,-0.5,3
56,-0.5,5
68,-0.5,6.5
53,-0.5,2.84
44,-0.5,2.87
35,-0.5,2.897
46,-0.5,3
59,-0.5,2.89682
53,-0.5,2.8993901
62,-0.5,8
47,-0.5,2
54,-0.5,5
114,-0.5,5
58,-0.5,3
70,-0.5,2.891
48,-0.5,2.89811081
74,-0.5,6
87,-0.5,8
63,-0.5,3.5
51,-0.5,2.899497
46,-0.5,3
80,-0.5,8
41,-0.5,2.89605
37,-0.5,2.12
45,-0.5,2.896914
69,-0.5,8
73,-0.5,6
53,-0.5,5
42,-0.5,2
59,-0.5,3.11
46,-0.5,4
52,-0.5,4
76,-0.5,9
41,-0.5,2.9
34,-0.5,2.8
48,-0.5,3
59,-0.5,4.5
29,-0.5,2
38,-0.5,2.86
74,-0.5,8
45,-0.5,2.85
41,-0.5,2.6
80,-0.5,9
58,-0.5,2.892
44,-0.5,2.7
38,-0.5,2.8978
45,-0.5,4
63,-0.5,5
72,-0.5,5
3237,-0.5,6
63,-0.5,7
55,-0.5,3
33,-0.5,2
52,-0.5,3.86
79,-0.5,7
35,-0.5,2
59,-0.5,9
52,-0.5,2
42,-0.5,2.9
75,-0.5,6
47,-0.5,2.4
41,-0.5,2.7
58,-0.5,5
64,-0.5,4.3
61,-0.5,2.8995
49,-0.5,2.2
47,-0.5,4
45,-0.5,2.779898989
72,-0.5,8.5
88,-0.5,10
65,-0.5,2
44,-0.5,2.75
40,-0.5,2.89669
74,-0.5,6
85,-0.5,8
55,-0.5,7.5
32,-0.5,2.8969
59,-0.5,7
49,-0.5,3.5
79,-0.5,10
66,-0.5,2.1
51,-0.5,2
48,-0.5,2
87,-0.5,6
62,-0.5,2.91
52,-0.5,4
37,-0.5,2.7
44,-0.5,2.89817
48,-0.5,2.89686
61,-0.5,3
43,-0.5,2.9
54,-0.5,2.89702
84,-0.5,7
102,-0.5,2.895
57,-0.5,7.3
56,-0.5,3
98,-0.5,10
54,-0.5,6.1
52,-0.5,2.89939025
46,-0.5,2.55548
43,-0.5,2.892
51,-0.5,2.6
71,-0.5,8.5
44,-0.5,2.6
47,-0.5,2
57,-0.5,2.86
52,-0.5,2.8972
64,-0.5,6.5
36,-0.5,2.899
37,-0.5,2.3
68,-0.5,2.89939
59,-0.5,2.895
60,-0.5,2.87
61,-0.5,3
61,-0.5,2.8
108,-0.5,9
51,-0.5,4
58,-0.5,9
44,-0.5,4
71,-0.5,7.5
46,-0.5,2.95
41,-0.5,2.89684
57,-0.5,3.08
54,-0.5,2.9
64,-0.5,2.85
52,-0.5,6
65,-0.5,6
64,-0.5,6
51,-0.5,2.85
58,-0.5,6.6
70,-0.5,6.5
61,-0.5,2.35
62,-0.5,2.8966
51,-0.5,4.5
41,-0.5,4
63,-0.5,6.2
87,-0.5,5
53,-0.5,2.9
36,-0.5,2.35
68,-0.5,8
53,-0.5,2.901
53,-0.5,2.89
69,-0.5,3.5
104,-0.5,2.8968
83,-0.5,7
46,-0.5,4
39,-0.5,2.6
62,-0.5,6
117,-0.5,10
51,-0.5,2.896904
52,-0.5,2.94
62,-0.5,6.9
52,-0.5,6.5
84,-0.5,8
46,-0.5,2.4
102,-0.5,7
38,-0.5,2.5
36,-0.5,2.8
39,-0.5,4
56,-0.5,3.54
40,-0.5,2.81
48,-0.5,2.898
99,-0.5,9
44,-0.5,2.83
80,-0.5,10
54,-0.5,6.8
69,-0.5,6
34,-0.5,3.5
45,-0.5,4
66,-0.5,2.89
46,-0.5,2.4
50,-0.5,2.5
52,-0.5,2.6
80,-0.5,9.4
76,-0.5,8.4
66,-0.5,3.5
50,-0.5,3
56,-0.5,9
78,-0.5,7
78,-0.5,5
39,-0.5,2.85
80,-0.5,6
48,-0.5,2.9
57,-0.5,5
46,-0.5,2.75
51,-0.5,2.899555
46,-0.5,4.5
47,-0.5,3
74,-0.5,6.5
72,-0.5,5
48,-0.5,2.99
41,-0.5,2.5
86,-0.5,4
84,-0.5,7
65,-0.5,9.1
38,-0.5,4
79,-0.5,5
81,-0.5,2.76
78,-0.5,2.5
57,-0.5,4
52,-0.5,2.6
35,-0.5,2.26
39,-0.5,2.5
51,-0.5,2.8
76,-0.5,3.4
34,-0.5,3
58,-0.5,6
56,-0.5,2.88
32,-0.5,2.897
49,-0.5,2.92
39,-0.5,3
49,-0.5,4
107,-0.5,10
85,-0.5,6
82,-0.5,10
45,-0.5,2.89812
75,-0.5,7
43,-0.5,2.7
51,-0.5,5.3
39,-0.5,2.898
36,-0.5,2.3
46,-0.5,5.2
71,-0.5,9
59,-0.5,6
83,-0.5,8
67,-0.5,5
76,-0.5,10
74,-0.5,9
98,-0.5,9
86,-0.5,9
49,-0.5,2.7
61,-0.5,2.89734
44,-0.5,2.865
41,-0.5,3.9
64,-0.5,2.87
54,-0.5,2.89942
60,-0.5,7.5
46,-0.5,2.9
71,-0.5,6
48,-0.5,4
55,-0.5,2.89712
54,-0.5,5
54,-0.5,6
41,-0.5,2.8967
39,-0.5,2.8
51,-0.5,6.5
78,-0.5,5
64,-0.5,3.85
59,-0.5,2.7
51,-0.5,4.5
38,-0.5,2.896503
73,-0.5,5
73,-0.5,9
63,-0.5,5
33,-0.5,3
48,-0.5,2.5
43,-0.5,2.8983
47,-0.5,2.5
53,-0.5,3
60,-0.5,7.5
64,-0.5,8.1
76,-0.5,9
53,-0.5,2.83
39,-0.5,2.85
49,-0.5,3
54,-0.5,2.4
69,-0.5,7
68,-0.5,8.5
45,-0.5,2.893
63,-0.5,9.9
49,-0.5,3.2
39,-0.5,2.8
56,-0.5,5.5
35,-0.5,2.85
34,-0.5,2.5
63,-0.5,5
64,-0.5,2.9
74,-0.5,3.2
56,-0.5,6
52,-0.5,2.899921875
42,-0.5,2.894
89,-0.5,9.5
77,-0.5,3
90,-0.5,6
66,-0.5,8
49,-0.5,4
47,-0.5,2.89811083
52,-0.5,2.91
36,-0.5,10
73,-0.5,3.5
43,-0.5,2.87
43,-0.5,3
54,-0.5,5
42,-0.5,3
77,-0.5,6
51,-0.5,2.92
39,-0.5,2.62
50,-0.5,2.8906
40,-0.5,3
62,-0.5,2.8962
115,-0.5,2.8
42,-0.5,3
57,-0.5,2.89672
41,-0.5,2.5
65,-0.5,3.15
72,-0.5,7
41,-0.5,2.71
51,-0.5,4.19
68,-0.5,5
47,-0.5,2.88
64,-0.5,8.75
69,-0.5,7
93,-0.5,10
55,-0.5,2.896
67,-0.5,5
47,-0.5,2.8981
64,-0.5,3.1
57,-1,8
53,-0.5,2.9
66,-0.5,7
56,-0.5,5
134,-0.5,7
46,-0.5,2.898
44,-0.5,4.5
43,-0.5,4
78,-0.5,5
78,-0.5,2.895
54,-0.5,3.05
40,-0.5,2.3
38,-0.5,4
40,-0.5,4
53,-0.5,2.89699
69,-0.5,5
37,-0.5,3.3
40,-0.5,3
60,-0.5,5
43,-0.5,3
60,-0.5,5
70,-0.5,7
38,-0.5,2.3
36,-0.5,3
54,-0.5,4
42,-0.5,2
52,-0.5,5.2
43,-0.5,4.6
43,-0.5,3
47,-0.5,2.75
52,-0.5,6
44,-0.5,6.2
64,-0.5,3
43,-0.5,2.2
48,-0.5,3
48,-0.5,2.895
45,-0.5,2.8
41,-0.5,2.86
42,-0.5,4
48,-0.5,2.89
54,-0.5,2.8963
72,-0.5,2
38,-0.5,2.898
51,-0.5,2.7
48,-0.5,2.89777
73,-0.5,2.8932
54,-0.5,2.8996
61,-0.5,4.5
40,-0.5,2.909342712
38,-0.5,2.6
169,0.7,5
99,-0.5,10
72,-0.5,6
43,-0.5,2.86
56,-0.5,4
58,-0.5,4
54,-0.5,2.8
81,-0.5,6.5
69,-0.5,5
41,-0.5,2.8991
83,-0.5,2.1
36,-0.5,2.85
50,-0.5,7.5
41,-0.5,2.3
39,-0.5,2.7
48,-0.5,2.8
89,-0.5,7
45,-0.5,2
60,-0.5,5.6
49,-0.5,4.5
103,-0.5,7
60,-0.5,2.8
43,-0.5,2.89656
24,-0.5,2
64,-0.5,5
41,-0.5,2.8981
46,-0.5,6.4
81,-0.5,9
51,-0.5,5
43,-0.5,2.8965
44,-0.5,4.2
42,-0.5,2
85,-0.5,9
43,-0.5,4
54,-0.5,2.94
41,-0.5,2.9
44,-0.5,2.7798
47,-0.5,3.6
7,-0.5,3.1
56,-0.5,3.33
32,-0.5,2
45,-0.5,4
63,-0.5,4.5
57,-0.5,2.95
34,-0.5,3
46,-0.5,2.8
51,-0.5,5
54,-0.5,4
35,-0.5,2.61
52,-0.5,2.9
43,-0.5,2.8
29,-0.5,3
74,-0.5,2.896873
71,-0.5,3.58
51,-0.5,2
50,-0.5,2.5
58,-0.5,2.891
44,-0.5,4
62,-0.5,9
62,-0.5,6
93,-0.5,10
58,-0.5,6
83,-0.5,7.5
35,-0.5,2.7
78,-0.5,3.79
48,-0.5,2.8965
35,-0.5,3
51,-0.5,2.8993905
57,-0.5,2.89
46,-0.5,4
66,-0.5,3.1
70,-0.5,6
46,-0.5,2.89
40,-0.5,2.3
72,-0.5,9
91,-0.5,9
42,-0.5,2.8
71,-0.5,9.5
71,-0.5,8
35,-0.5,2.89651
42,-0.5,4.6
66,-0.5,3.06
73,-0.5,7
47,-0.5,2.9
56,-0.5,4.4
83,-0.5,5
88,-0.5,7
43,-0.5,2
61,-0.5,2
51,-0.5,2.8995
50,-0.5,4
41,-0.5,3
78,-0.5,5.5
88,-0.5,7
48,-0.5,3
70,-0.5,7
74,-0.5,9.7
88,-0.5,7
57,-0.5,2.8993
56,-0.5,4
65,-0.5,8
58,-0.5,3.7
50,-0.5,2.96
61,-0.5,2.89
61,-0.5,5.3
40,-0.5,2.6
61,-0.5,3.5
40,-0.5,2.9
71,-0.5,8
7,-0.5,3.3
53,-0.5,3
34,-0.5,2.89687
40,-0.5,2.89663
89,-0.5,7
48,-0.5,2.899
48,-0.5,2.83852
92,-0.5,6
40,-0.5,4
83,-0.5,7
33,-0.5,2.8
48,-0.5,2.89692
65,-0.5,10
64,-0.5,8.25
61,-0.5,7
98,-0.5,4
55,-0.5,2.82
66,-0.5,5
43,-0.5,2.8
24,-0.5,2
74,-0.5,7
40,-0.5,3.5
58,-0.5,9
61,-0.5,4.5
76,-0.5,2.896
49,-0.5,2.8
65,-0.5,2.87
72,-0.5,10
53,-0.5,2.899392
42,-0.5,2.8994
85,-0.5,8.5
58,-0.5,5
67,-0.5,8
71,-0.5,8.5
63,-0.5,2.891
92,-0.5,9
38,-0.5,2.9
105,-0.5,9.9
63,-0.5,9
42,-0.5,2.9
44,-0.5,3.31
56,-0.5,4.199
53,-0.5,4
82,-0.5,5
108,-0.5,7
44,-0.5,3.5
73,-0.5,5
30,-0.5,2
53,-0.5,3.3
49,-0.5,2.7
35,-0.5,2.8
48,-0.5,2.85
43,-0.5,2.6
47,-0.5,2.9
56,-0.5,2.87
40,-0.5,2.98825
43,-0.5,2.896
33,-0.5,2.897
84,-0.5,9.5
61,-0.5,4
47,-0.5,2.5
58,-0.5,7
53,-0.5,5
42,-0.5,2.85
82,-0.5,9
87,-0.5,8.4
51,-0.5,3
86,-0.5,10
57,-0.5,4.5
42,-0.5,3
48,-0.5,2.85
46,-0.5,2.89692
129,-0.5,7
39,-0.5,2
81,-0.5,6.5
44,-0.5,2
54,-0.5,2
37,-0.5,2.902
37,-0.5,2.5
70,-0.5,6
52,-0.5,3.8
46,-0.5,2.897
60,-0.5,8
110,-0.5,9.3
54,-0.5,5
40,-0.5,2
36,-0.5,2
37,-0.5,2.89899
35,-0.5,2
47,-0.5,4.23
59,-0.5,2.95
50,-0.5,2.85
62,-0.5,6
62,-0.5,4
59,-0.5,6
41,-0.5,2.5
73,-0.5,8
56,-0.5,2.908
55,-0.5,2.89715
96,-0.5,10
60,-0.5,2.555
56,-0.5,6.5
51,-0.5,4
73,-0.5,5
70,-0.5,8
87,0.2,5
52,-0.5,2.89671
89,-0.5,3.72
51,-0.5,4
79,-0.5,2.89685
43,-0.5,5
45,-0.5,2.896
40,-0.5,2.898
83,-0.5,3.5
62,-0.5,7.3
83,-0.5,9
46,-0.5,4.4
69,-0.5,9
72,-0.5,4.12
32,-0.5,2
59,-0.5,2.91
82,-0.5,2.7
52,-0.5,4.5
51,-0.5,4.7
54,-0.5,2
50,-0.5,2.9001
35,-0.5,2.5
55,-0.5,3.5
53,-0.5,2.8918
70,-0.5,9
56,-0.5,2.6
56,-0.5,5.7
41,-0.5,2.96
48,-0.5,3.3
77,-0.5,7
46,-0.5,4.5
61,-0.5,9
83,-0.5,3.6
39,-0.5,2.8
61,-0.5,6
46,-0.5,2.89671
71,-0.5,7.5
43,-0.5,2.88
64,-0.5,7
45,-0.5,3.3
37,-0.5,2.5
53,-0.5,2.9
56,-0.5,5
59,-0.5,8
93,-0.5,2.9
45,-0.5,3
70,-0.5,6
70,-0.5,9
62,-0.5,7
46,-0.5,2.6
64,-0.5,6
56,-0.5,2.8994875
68,-0.5,6.5
66,-0.5,10
106,-0.5,9
65,-0.5,10
71,-0.5,5
61,-0.5,5
44,-0.5,2
50,-0.5,4
46,-0.5,5.6
42,-0.5,2.6
104,-0.5,2.78
37,-0.5,3
91,-0.5,2.8
67,-0.5,7
39,-0.5,3.9
48,-0.5,2.9
83,-0.5,6
77,-0.5,3
57,-0.5,2.909
48,-0.5,4
43,-0.5,2.99
81,-0.5,8.2
59,-0.5,2.896998
52,-0.5,2.89
46,-0.5,4
47,-0.5,2
42,-0.5,2.89
40,-0.5,2.5554
60,-0.5,3.9
30,-0.5,4
45,-0.5,2
62,-0.5,6.5
63,-0.5,2.85
70,-0.5,7
51,-0.5,7.1
35,-0.5,2
44,-0.5,4
52,-0.5,4.02
47,-0.5,4.2
43,-0.5,2.8
44,-0.5,2.3
55,-0.5,2.5
76,-0.5,3
38,-0.5,2.6
68,-0.5,10
61,-0.5,4
56,-0.5,6
70,-0.5,3.6
89,-0.5,3.8
42,-0.5,2.896931
73,-0.5,2.896
68,-0.5,5
42,-0.5,4
34,-0.5,2.9
43,-0.5,2.5
52,-0.5,3.2
53,-0.5,3.5
41,-0.5,2.9
42,-0.5,2.7
40,-0.5,3
45,-0.5,2.89956
47,-0.5,5.6
47,-0.5,2.5
41,-0.5,2.893
43,-0.5,2.9
61,-0.5,5
66,-0.5,5
38,-0.5,2.9
57,-0.5,6
58,-0.5,2.9
33,-0.5,2.3
53,-0.5,2.8976
50,-0.5,4
40,-0.5,2.88
50,-0.5,2.8125
47,-0.5,2.8
51,-0.5,2.92
48,-0.5,3
112,-0.5,10
60,-0.5,6
52,-0.5,3.93
119,-0.5,5
48,-0.5,2.89945
47,-0.5,4.04
57,-0.5,7.6
43,-0.5,3.4
84,-0.5,9
44,-0.5,3.59
43,-0.5,2.899
51,-0.5,5
43,-0.5,3.5
29,-0.5,3
83,-0.5,6
71,-0.5,4
69,-0.5,7.5
55,-0.5,4
54,-0.5,3
39,-0.5,3
40,-0.5,2.896919
30,-0.5,2
59,-0.5,2.8959
62,-0.5,8
46,-0.5,2.5
60,-0.5,3.35
47,-0.5,3
68,-0.5,5
49,-0.5,2.89836
87,-0.5,10
78,-0.5,7
77,-0.5,9.8
49,-0.5,2.94
60,-0.5,2
63,-0.5,6.5
61,-0.5,2.905
77,-0.5,9.8
70,-0.5,9
37,-0.5,2.1
66,-0.5,8
61,-0.5,6
61,-0.5,5
62,-0.5,4
44,-0.5,4
90,-0.5,10
49,-0.5,2
35,-0.5,3
98,-0.5,10
53,-0.5,5
76,-0.5,6
58,-0.5,2.87
81,-0.5,10
52,-0.5,2.895
59,-0.5,5
39,-0.5,2
32,-0.5,2
49,-0.5,3
69,-0.5,8
56,-0.5,7
41,-0.5,2
47,-0.5,2.896917
55,-0.5,2.897
68,-0.5,5
58,-0.5,4.5
42,-0.5,2.2
49,-0.5,2
49,-0.5,5.25
66,-0.5,5
77,-0.5,6
42,-0.5,2.9116
61,-0.5,2.7
46,-0.5,4
72,-0.5,6.5
51,-0.5,3
73,-0.5,6
43,-0.5,2.9
41,-0.5,4
70,-0.5,6
53,-0.5,5
48,-0.5,2.55535
63,-0.5,3
44,-0.5,3
55,-0.5,2.8
58,-0.5,2.8993902
38,-0.5,2.8985
46,-0.5,2.8998
50,-0.5,2.83
45,-0.5,2.04
70,-0.5,4
33,-0.5,4
48,-0.5,3.2
47,-0.5,2.895
51,-0.5,2.6
61,-0.5,4
40,-0.5,2.9
49,-0.5,2.07
74,-0.5,9
54,-0.5,2.8955
34,-0.5,2.1
44,-0.5,2.7
37,-0.5,2
53,-0.5,8
78,-0.5,7
57,-0.5,6
58,-0.5,3
63,-0.5,2.7
61,-0.5,10
65,-0.5,2.4
45,-0.5,2.3
70,-0.5,4.5
51,-0.5,2.8909
45,-0.5,2.4
50,-0.5,5
39,-0.5,2.89666
42,-0.5,2.898
48,-0.5,2.89939005
63,-0.5,5
45,-0.5,2.89693
57,-0.5,2.896
52,-0.5,2.8971
62,-0.5,4.05
66,-0.5,2.9
36,-0.5,2.9
138,-0.5,10
57,-0.5,5
72,-0.5,8
42,-0.5,2
40,-0.5,2.89
54,-0.5,6
47,-0.5,2.899492
48,-0.5,3.2
51,-0.5,3.8
57,-0.5,3
59,-0.5,3.4
58,-0.5,2.9
52,-0.5,2.8956
42,-0.5,2.89704
90,-0.5,7
95,-0.5,9
31,-0.5,2.8967
41,-0.5,4
80,-0.5,6
35,-0.5,2.24
45,-0.5,2.99
66,-0.5,2.89
64,-0.5,5
112,-0.5,10
70,-0.5,6
30,-0.5,2.896867
46,-0.5,4.2
49,-0.5,4
30,-0.5,2
44,-0.5,5
60,-0.5,2.4
49,-0.5,2.8965
81,-0.5,7.8
39,-0.5,2.899
51,-0.5,2.85
88,-0.5,7
43,-0.5,2.87
75,-0.5,9.75
50,-0.5,3
43,-0.5,2.89
50,-0.5,5
49,-0.5,2.83
10,-0.5,3.5
84,-0.5,8
53,-0.5,5
50,-0.5,2.5
50,-0.5,2.02
84,-0.5,7
47,-0.5,2.89
59,-0.5,3.8
49,-0.5,5
49,-0.5,5
81,-0.5,9.7
45,-0.5,2.5
67,-0.5,9
45,-0.5,2.9
50,-0.5,5.2
40,-0.5,3.7
48,-0.5,2.93
38,-0.5,2.8993
61,-0.5,6
52,-0.5,2.875
73,-0.5,7
54,-0.5,2.893
44,-0.5,2.89
34,-0.5,2.8982
80,-0.5,9.2
43,-0.5,2.896911
79,-0.5,6
55,-0.5,4
45,-0.5,3
44,-0.5,2.9
57,-0.5,2.75
63,-0.5,3.5
45,-0.5,3
38,-0.5,4
58,-0.5,8
42,-0.5,2
112,-0.5,7
52,-0.5,3
57,-0.5,3
46,-0.5,2.9
103,-0.5,4
49,-0.5,3
49,-0.5,2.896
64,-0.5,5
49,-0.5,2.8
68,-0.5,8
37,-0.5,3
91,-0.5,6
60,-0.5,10
44,-0.5,2.8995545
38,-0.5,2.65
41,-0.5,4
61,-0.5,6
53,-0.5,4
54,-0.5,6.5
37,-0.5,2.78
42,-0.5,2.5
39,-0.5,2.89814
87,-0.5,7
48,-0.5,3
105,-0.5,10
92,-0.5,7
52,-0.5,7.5
56,-0.5,6
67,-0.5,3.26
48,-0.5,3.5
42,-0.5,2.8964
66,-0.5,5
61,-0.5,2.894
63,-0.5,2.85
45,-0.5,2
54,-0.5,7
36,-0.5,3
55,-0.5,6.25
45,-0.5,2.7
70,-0.5,2.895
57,-0.5,9
41,-0.5,3
66,-0.5,5
57,-0.5,4
33,-0.5,2
86,0.5,5
123,-0.5,6
42,-0.5,2.4
66,-0.5,5
98,-0.5,5
51,-0.5,5.5
51,-0.5,2.8
60,-0.5,5
75,-0.5,8
89,-0.5,5
46,-0.5,2.9
74,-0.5,3.61
71,-0.5,2.895
60,-0.5,2.6
43,-0.5,4
75,-0.5,2.6
133,-0.5,8
65,-0.5,9
81,-0.5,2.899
174,-0.5,8
59,-0.5,2.89
78,-0.5,5
78,-0.5,6
44,-0.5,2.85
42,-0.5,2.896921
56,-0.5,2.9
99,-0.5,7
44,-0.5,2.8969
39,-0.5,2.7
68,-0.5,6.5
57,-0.5,2.905
35,-0.5,2.899
55,-0.5,6
42,-0.5,2
62,-0.5,2.8937
79,-0.5,8.4
81,-0.5,6
65,-0.5,3.63
43,-0.5,2.8
53,-0.5,2.8979
70,-0.5,3
39,-0.5,2.89939
34,-0.5,2.9
54,-0.5,2.8912
47,-0.5,3
62,-0.5,9
60,-0.5,2.895
51,-0.5,2.8965
82,-0.5,2.6
49,-0.5,2.5
47,-0.5,4
46,-0.5,3.5
62,-0.5,8
37,-0.5,4.5
59,-0.5,2.915
75,-0.5,8
49,-0.5,3
29,-0.5,2
42,-0.5,3
35,-0.5,2
81,-0.5,8.5
50,-0.5,3.2
61,-0.5,9
48,-0.5,3
76,-0.5,2.5
42,-0.5,2.9
60,-0.5,3
77,-0.5,10
67,-0.5,7.6
39,-0.5,2.5
36,-0.5,2.9
53,-0.5,2.55547
46,-0.5,3
66,-0.5,6
70,-0.5,8
143,-0.5,9
76,-0.5,2.85
42,-0.5,2.88
41,-0.5,2.5
63,-0.5,9
54,-0.5,2.95
51,-0.5,6.8
91,-0.5,8.2
47,-0.5,4.6
31,-0.5,2
71,-0.5,6
78,-0.5,3.51
47,-0.5,2.896
74,-0.5,6
46,-0.5,2.9
71,-0.5,8
57,-0.5,5.25
37,-0.5,2.8966
68,-0.5,5
38,-0.5,2
48,-0.5,2.7
36,-0.5,2
75,-0.5,2.88
36,-0.5,2.63
41,-0.5,2.896928
60,-0.5,7.75
55,-0.5,6
61,-0.5,4.2
49,-0.5,2.7
51,-0.5,5
40,-0.5,3
47,-0.5,4
49,-0.5,5.5
50,-0.5,2.89954995
55,-0.5,6
72,-0.5,6
57,-0.5,3.2
72,-0.5,5
85,-0.5,8.8
52,-0.5,3
66,-0.5,2.4
76,-0.5,8
54,-0.5,2.89711
57,-0.5,2.9
49,-0.5,3
53,-0.5,2.89
59,-0.5,3.9
54,-0.5,2.88
44,-0.5,2.2
62,-0.5,2.89957
54,-0.5,7.2
51,-0.5,3.6
53,-0.5,2.889
52,-0.5,2.897
48,-0.5,3
41,-0.5,2.25
71,-0.5,8.5
61,-0.5,7
50,-0.5,2.93
68,-0.5,7
58,-0.5,3.8
73,-0.5,9
71,-0.5,7
43,-0.5,2.1
86,-0.5,10
83,-0.5,8
60,-0.5,6.5
81,-0.5,7
48,-0.5,2.8976
73,-0.5,6
66,-0.5,6
76,-0.5,6
61,-0.5,5
46,-0.5,3
45,-0.5,2.91
34,-0.5,2.86054
52,-0.5,2.8966
54,-0.5,2.82
60,-0.5,3.85
55,-0.5,6.8
54,-0.5,3.5
53,-0.5,3
45,-0.5,3
88,-0.5,8
60,-0.5,5.1
73,-0.5,5
75,-0.5,4
92,-0.5,10
54,-0.5,3.5
68,-0.5,3.32
52,-0.8,3
81,-0.5,9.5
59,-0.5,3
56,-0.5,9
42,-0.5,2.9
44,-0.5,2.5
59,-0.5,8.5
71,-0.5,7.2
90,-5,5
76,-0.5,7.2
51,-0.5,3.4
38,-0.5,2.9
85,-0.5,3.04
42,-0.5,2.89938
30,-0.5,2
37,-0.5,2.892
61,-0.5,6.4
51,-0.5,2
48,-0.5,4
71,-0.5,8
48,-0.5,4
44,-0.5,2.2
50,-0.5,2.89716
92,-0.5,3
45,-0.5,4
63,-0.5,7
54,-0.5,2.8
108,-0.5,3.3
49,-0.5,2.6
48,-0.5,2.4
57,-0.5,2.89
71,-0.5,2.896875
77,-0.5,9
52,-0.5,3.3
63,-0.5,3.37
39,-0.5,2
84,-0.5,9.5
30,-0.5,2
59,-0.5,10
63,-0.5,9
32,-0.5,3
54,-0.5,8
58,-0.5,2.87
70,-0.5,5
49,-0.5,7.1
62,-0.5,9
52,-0.5,4.11
58,-0.5,2.89939
111,-0.5,2.5
45,-0.5,3
37,-0.5,2.8
51,-0.5,2.90000001
