runtime,in01,in02
39,-0.5,2.8997
78,-0.5,2.91
55,-0.5,2.8995
53,-0.5,3.5
47,-0.5,3
66,-0.5,8
62,-0.5,5.1
57,-0.5,3.25
45,-0.5,2.8995
41,-0.3,5
65,-0.5,7.5
67,-0.5,9
73,-0.5,2.89939008
43,-0.5,3
45,-0.5,4
40,-0.5,3.5
32,-0.5,2.8967
33,-0.5,2.8
53,-0.5,2.8
51,-0.5,5
33,-0.5,2
41,-0.5,2.8981
48,-0.5,3.5
63,-0.5,6
74,-0.5,7
74,-0.5,7
34,-0.5,3
80,-0.5,10
79,-0.5,3.71
60,-0.5,2.899
50,-0.5,2.95
55,-0.5,5
47,-0.5,5.5
48,-0.5,2.89
51,-0.5,2.89689
63,-0.5,5
68,-0.5,8
73,-0.5,7
44,-0.5,4
40,-0.5,2.89601
88,-0.5,7
62,-0.5,8
67,-0.5,2.895
72,-0.5,7
62,-0.5,5
80,-0.5,2.8
30,-0.5,2.8
36,-0.5,2.98
77,-0.5,2
41,-0.5,2.898
37,-0.5,3.77
41,-0.5,2.9
33,-0.5,2.8992
75,-0.5,6
47,-0.5,2.6
44,-0.5,2.85
30,-0.5,2.897
68,-0.5,9
35,-0.5,2
49,-0.5,4
59,-0.5,9
71,-0.5,3.8
41,-0.5,2.8981456
34,-0.5,3
47,-0.5,2.906
47,-0.5,2.83
41,-0.5,4
59,-0.5,3
42,-0.5,2.8
104,-0.5,9
32,-0.5,2
68,-0.5,7
72,-0.5,7
54,-0.5,2.9
86,-0.5,8
42,-0.5,2.898
61,-0.5,5.7
48,-0.5,4.5
51,-0.5,2
47,-0.5,2.88
55,-0.5,2.5
48,-0.5,4.5
66,-0.5,8
53,-0.5,2.87
76,-0.5,5.1
38,-0.5,2.88
116,-0.5,2.8
45,-0.5,2.9
41,-0.5,2.89
39,-0.5,2.897
83,-0.5,6
39,-0.5,2.9
71,-0.5,3
47,-0.5,2.89681
59,-0.5,5
45,-0.5,3.5
72,-0.5,7
67,-0.5,3
74,-0.5,8
57,-0.5,4.5
48,-0.5,2.896906
59,-0.5,3
36,-0.5,2.904
43,-0.5,4.8
76,-0.5,7
54,-0.5,2.4
50,-0.5,2.8902
42,-0.5,2.1
51,-0.5,3
63,-0.5,9
44,-0.5,2
69,-0.5,6
77,-0.5,5
63,-0.5,5
37,-0.5,2.6
54,-0.5,2.779898992
84,-0.5,9.5
50,-0.5,2.8993901
53,-0.5,2.8
42,-0.5,3
55,-0.5,2.8
44,-0.5,4
53,-0.5,2.89
57,-0.5,2.84
45,-0.5,3.5
41,-0.5,4
42,-0.5,2.4
37,-0.5,2.5
102,-0.5,5
89,-0.5,10
89,-0.5,9
39,-0.5,2.8
39,-0.5,2.89685
53,-0.5,2.9
81,-0.5,3.2
41,-0.5,2.8625
78,-0.5,6
106,-0.5,10
64,-0.5,6
56,-0.5,2.893
55,-0.5,2
50,-0.5,3
53,-0.5,2.88
100,-0.5,4.5
34,-0.5,2
64,-0.5,5
60,-0.5,2.89686
54,-0.5,2.5
67,-0.5,4
55,-0.5,3.5
42,-0.5,2
48,-0.5,2.89815
79,-0.5,7
58,-0.5,4.18
45,-0.5,2.2
83,-0.5,5.5
69,-0.5,7
68,-0.5,5
93,-0.5,10
43,-0.5,3
60,-0.5,5
53,-0.5,2.4
42,-0.5,2.89
74,-0.5,6
67,-0.5,9
72,-0.5,8
57,-0.5,2.5
36,-0.5,2.7
45,-0.5,2.5
83,-0.5,2.7
61,-0.5,8.5
88,-0.5,5
83,-0.5,6
55,-0.5,2.8
85,-0.5,8
40,-0.5,2.4
81,-0.5,8.5
101,-0.5,7
30,-0.5,2
80,-0.5,2.9
70,-0.5,8
79,-0.5,2.9
44,-0.5,5
82,-0.5,5
52,-0.5,4
43,-0.5,3
51,-0.5,2.3
44,-0.5,3
97,-0.5,9
62,-0.5,2.875
73,-0.5,6
45,-0.5,2.9
41,-0.5,2.9
41,-0.5,2.5
47,-0.5,2
62,-0.5,2.89
36,-0.5,2.5
62,-0.5,3
68,-0.5,5
56,-0.5,6
52,-0.5,3.9
80,-0.5,5
67,-0.5,2.85
36,-0.5,2.77
32,-0.5,2
46,-0.5,2
82,-0.5,10
46,-0.5,4.2
58,-0.5,2.8953
65,-0.5,2.896876
63,-0.5,7.5
59,-0.5,5
37,-0.5,2.8
76,-0.5,8.5
89,-0.5,6
74,-0.5,9
94,-0.5,10
38,-0.5,2.18
89,-0.5,8.5
44,-0.5,2.5
50,-0.5,2.915
46,-0.5,2.7
54,-0.5,2.905
73,-0.5,9
44,-0.5,2.8994
40,-0.5,3
40,-0.5,2.915307
51,-0.5,2.7
65,-0.5,8
52,-0.5,2.8903
51,-0.5,2.885
40,-0.5,2.92
42,-0.5,2
63,-0.5,9.5
72,-0.5,2.8935
45,-0.5,2.8967
54,-0.5,6
70,-0.5,10
36,-0.5,2
49,-0.5,2.7
72,-0.5,5
101,-0.5,2.89
39,-0.5,2.4
42,-0.5,4.9
48,-0.5,3
59,-0.5,6
79,-0.5,7.5
46,-0.5,2.899
38,-0.5,3
45,-0.5,3
51,-0.5,5
46,-0.5,2.9
69,-0.5,5
42,-0.5,4.8
63,-0.5,2.8951
92,-0.5,3.2
71,-0.5,8
46,-0.5,2.1
42,-0.5,2.88
35,-0.5,2
65,-0.5,4.5
36,-0.5,2.9
59,-0.5,7.5
49,-0.5,6.5
38,-0.5,2.5
43,-0.5,2.8
34,-0.5,3
36,-0.5,2.8989
68,-0.5,10
51,-0.5,2.8963
44,-0.5,2
46,-0.5,2.89816
54,-0.5,2.901
54,-0.5,3
55,-0.5,6
41,-0.5,3.5
24,-0.5,2
79,-0.5,8
38,-0.5,2.8904
66,-0.5,3.1
90,-0.5,7
50,-0.5,4.7
105,-0.5,3.5
33,-0.5,3
64,-0.5,8.9
50,-0.5,2.91
33,-0.5,2.89683
41,-0.5,2.899
39,-0.5,4
55,-0.5,6
55,-0.5,2.895
45,-0.5,4.8
69,-0.5,2.896
39,-0.5,2.88
41,-0.5,2.89655
38,-0.5,3
66,-0.5,8
70,-0.5,8
70,-0.5,5
47,-0.5,2
43,-0.5,2.8
43,-0.5,2.898145
82,-0.5,4
48,-0.5,2.6875
50,-0.5,5.5
64,-0.5,8.5
48,-0.5,4.6
59,-0.5,9
50,-0.5,9
66,-0.5,5.4
52,-0.5,2.89713
106,-0.5,2.1
75,-0.5,7
37,-0.5,2.1
44,-0.5,6.1
37,-0.5,2.8967
44,-0.5,2.896926
52,-0.5,2.7
38,-0.5,2.8975
61,-0.5,5
42,-0.5,2.8
40,-0.5,2.82
83,-0.5,7
61,-0.5,4.5
37,-0.5,2.85
113,-0.5,9
65,-0.5,2.89688
54,-0.5,5
71,-0.5,5
43,-0.5,3
42,-0.5,4
50,-0.5,2.9
67,-0.5,6.5
60,-0.5,4.4
60,-0.5,5
60,-0.5,5
51,-0.5,2.5625
45,-0.5,3.9
60,-0.5,5
49,-0.5,2.8995
64,-0.5,6
57,-0.5,5.5
82,-0.5,9
54,-0.5,2.889
61,-0.5,2.8922
37,-0.5,2.896922
48,-0.5,5.9
53,-0.5,5
61,-0.5,8
45,-0.5,2.77991
83,-0.5,7
86,-0.5,9
34,-0.5,2.36
65,-0.5,2.45
52,-0.5,3.7
82,-0.5,6
56,-0.5,2.8964
52,-0.5,3
74,-0.5,7
34,-0.5,2.8991
71,-0.5,9
69,-0.5,7
76,-0.5,2.888
59,-0.5,7.5
65,-0.5,6
72,-0.5,6
65,-0.5,6
39,-0.5,2.73
41,-0.5,4.8
67,-0.5,6
51,-0.5,4
41,-0.5,2.9
42,-0.5,4
75,-0.5,2.91831
51,-0.5,2.9021875
62,-0.5,2.8961
46,-0.5,2.98
73,-0.5,6
71,-0.5,2.88
54,-0.5,2.8968
48,-0.5,4.1
51,-0.5,2.7
58,-0.5,3.65
103,-0.5,2.4
51,-0.5,3
40,-0.5,2
39,-0.5,2.554
52,-0.5,6
37,-0.5,2.899375
58,-0.5,2.5
66,-0.5,3.15
67,-0.5,4.199
49,-0.5,2.88
34,-0.5,2.8
60,-0.5,2.88
77,-0.5,5
47,-0.5,4.4
50,-0.5,2.2
64,-0.5,5
48,-0.5,2.8995
92,-0.5,8
34,-0.5,2
45,-0.5,2.55541
77,-0.5,7
54,-0.5,2.83
77,-0.5,3.74
69,-0.5,3.05
47,-0.5,2.6
47,-0.5,4.9
73,-0.5,9.6
61,-0.5,3.21
40,-0.5,3.6
88,-0.5,6
53,-0.5,2.2
51,-0.5,2.899495
66,-0.5,6
49,-0.5,2.5
53,-0.5,5.5
76,-0.5,6
52,-0.5,2.92
64,-0.5,3
41,-0.5,2
43,-0.5,2.85
71,-0.5,9.6
38,-0.5,2.7
59,-0.5,6
49,-0.5,2.89814
37,-0.5,2.89681
45,-0.5,2
46,-0.5,2.5
74,-0.5,10
86,-0.5,10
49,-0.5,2.9
52,-0.5,2.5
41,-0.5,3.5
46,-0.5,5.6
64,-0.5,6
45,-0.5,2.85
44,-0.5,3
66,-0.5,3
74,-0.5,9
48,-0.5,2.86
45,-0.5,2.5
59,-0.5,3.34
50,-0.5,4
51,-0.5,2.9
73,-0.5,7
55,-0.5,4
38,-0.5,2.96
80,-0.5,10
46,-0.5,3
84,-0.5,8.5
46,-0.5,2.5
57,-0.5,2.75
66,-0.5,8
103,-0.5,7
41,-0.5,2.885
40,-0.5,4.24
75,-0.5,6
81,-0.5,9
62,-0.5,2.75
58,-0.5,6
84,-0.5,8
76,-0.5,8
59,-0.5,3.8
43,-0.5,2.85
45,-0.5,3
36,-0.5,2
43,-0.5,3
67,-0.5,9
51,-0.5,4.5
38,-0.5,2.5
65,-0.5,2.88
31,-0.5,2.896869
83,-0.5,7
48,-0.5,2.8993
49,-0.5,2.2
60,-0.5,2.78
43,-0.5,2.75
71,-0.5,6
72,-0.5,2.895
91,-0.5,3
42,-0.5,3.8985
56,-0.5,3
42,-0.5,2
70,-0.5,4.1
44,-0.5,2.98
44,-0.5,2
68,-0.5,5
64,-0.5,6.8
33,-0.5,2
57,-0.5,2.75
46,-0.5,2
39,-0.5,3.5
40,-0.5,2.909
70,-0.5,3.8
49,-0.5,2.896
51,-0.5,4
71,-0.5,6.8
43,-0.5,2.7
54,-0.5,6.5
66,-0.5,2.87948008
59,-0.5,2.93
68,-0.5,8
45,-0.5,2.7
39,-0.5,2.89675
39,-0.5,2.898387097
40,-0.5,2.75
58,-0.5,2.87
42,-0.5,2.8983
133,-0.5,7
42,-0.5,2.83
71,-0.5,3.73
44,-0.5,2.2
46,-0.5,2.87
43,-0.5,4
51,-0.5,3
63,-0.5,4
43,-0.5,2.896913
37,-0.5,2.5
74,-0.5,7
41,-0.5,2.3
31,-0.5,2
26,-0.5,2.3
52,-0.5,2.876
71,-0.5,8
44,-0.5,2.87
55,-0.5,3
48,-0.5,2.85
44,-0.5,2.86
56,-0.5,5
59,-0.5,9
45,-0.5,2.899
39,-0.5,4
56,-0.5,5
57,-0.5,3.43
34,-0.5,2.58
48,-0.5,4
77,-0.5,2.7
44,-0.5,2.85
49,-0.5,6.5
64,-0.5,5.45
48,-0.5,2.9
77,-0.5,7
50,-0.5,2.8
80,-0.5,10
56,-0.5,5
40,-0.5,2.6
45,-0.5,2
44,-0.5,3
64,-0.5,6
37,-0.5,2
44,-0.5,3.6
43,-0.5,2.6
47,-0.5,2
39,-0.5,2.8915
78,-0.5,6
61,-0.5,2.896
69,-0.5,9
59,-0.5,4
48,-0.5,3
48,-0.5,2
86,-0.5,9
78,-0.5,9
83,-0.5,3.45
66,-0.5,9
58,-0.5,6
64,-0.5,6
42,-0.5,2.9
68,-0.5,7
40,-0.5,3
40,-0.5,3.9
40,-0.5,4.26
50,-0.5,2.894
34,-0.5,2
55,-0.5,5.5
35,-0.5,2.85
71,-0.5,8
38,-0.5,2.5
56,-0.5,2.88
41,-0.5,2.89
56,-0.5,5
49,-0.5,2.93
42,-0.5,2.8
37,-0.5,2.3
58,-0.5,9
75,-0.5,2.5
59,-0.5,5.4
64,-0.5,4.7
64,-0.5,7.5
81,-0.5,7
79,-0.5,7
82,-0.5,8.5
50,-0.5,3
64,-0.5,2.8931
40,-0.5,2.86
65,-0.5,2.8968
44,-0.5,2.6
83,-0.5,10
36,-0.5,2
41,-0.5,2.8984
35,-0.5,4
41,-0.5,3.7
55,-0.5,2.899
46,-0.5,3
43,-0.5,2.9
48,-0.5,3.1
45,-0.5,3
31,-0.5,2
9,-0.5,3.2
131,-0.5,8
55,-0.5,8
63,-0.5,5
66,-0.5,2.7
49,-0.5,2.6
56,-0.5,5
40,-0.5,2.8985
66,-0.5,5
47,-0.5,2.8998
60,-0.5,4.2
42,-0.5,2.8
57,-0.5,5
71,-0.5,6
70,-0.5,5
61,-0.5,7
57,-0.5,2.89
95,-0.5,8
53,-0.5,5
40,-0.5,4
64,-0.5,6.5
59,-0.5,2.89
46,-0.5,3
71,-0.5,4
37,-0.5,2
51,-0.5,2.5
84,-0.5,2.9
53,-0.5,4
72,-0.5,10
38,-0.5,2.2
55,-0.5,2.895
73,-0.5,8.2
45,-0.5,2.7
37,-0.5,2.8
68,-0.5,8
45,-0.5,4
50,-0.5,5
48,-0.5,2.9985
80,-0.5,8
79,-0.5,8
81,-0.5,7
99,-0.5,10
50,-0.5,4
68,-0.5,2.89
53,-0.5,3
51,-0.5,2.893
51,-0.5,2.9
68,-0.5,8
87,-0.5,9
73,-0.5,7
89,-0.5,6
39,-0.5,2.899
43,-0.5,2.89654
94,-0.5,10
49,-0.5,2.899556
81,-0.5,5.5
83,-0.5,10
41,-0.5,2.39
50,-0.5,3.5
43,-0.5,2.887
74,-0.5,3.5
67,-0.5,10
64,-0.5,8
38,-0.5,2.15
84,-0.5,9
45,-0.5,2
66,-0.5,3.25
62,-0.5,5
62,-0.5,2.8921
56,-0.5,2.89811081
54,-0.5,7.6
59,-0.5,2.8907
93,-0.5,10
89,-0.5,2.2
58,-0.5,2.9
58,-0.5,5
58,-0.5,3.5
46,-0.5,2.82
66,-0.5,3.82
42,-0.5,3
44,-0.5,4
55,-0.5,3
72,-0.5,9
53,-0.5,5
89,-0.5,10
45,-0.5,2.88
30,-0.5,2
64,-0.5,8
57,-0.5,2.89
56,-0.5,2.8985
40,-0.5,2.85
56,-0.5,3
102,-0.5,6
56,-0.5,4.2
52,-0.5,2.89942
39,-0.5,4
52,-0.5,2.625
90,-0.5,9.5
42,-0.5,2.1
73,-0.5,7
89,-0.5,8
61,-0.5,7
41,-0.5,2.55545
48,-0.5,4.1
109,-0.5,10
46,-0.5,3.1
73,-0.5,5
39,-0.5,2.9
44,-0.5,4
47,-0.5,2.8964
41,-0.5,2.5
44,-0.5,4.14
78,-0.5,7
58,-0.5,9
47,-0.5,2.8
72,-0.5,2.7
48,-0.5,3
48,-0.5,2.85
71,-0.5,5
49,-0.5,3
71,-0.5,5
79,-0.5,9.5
49,-0.5,2.894
57,-0.5,3
38,-0.5,2
108,-0.5,10
38,-0.5,2.899
50,-0.5,4
57,-0.5,5.5
70,-0.5,6
51,-0.5,4
35,-0.5,2
94,-0.5,10
52,-0.5,4
59,-0.5,7
37,-0.5,2.89836
43,-0.5,4
42,-0.5,2.8
66,-0.5,2.896874
66,-0.5,5
34,-0.5,2.897
94,-0.5,6
80,-0.5,7
66,-0.5,2.99
72,-0.5,9
56,-0.5,2.89
36,-0.5,2
88,-0.5,9.5
37,-0.5,2
35,-0.5,3
37,-0.5,2.85
73,-0.5,5
40,-0.5,2.9
46,-0.5,5.9
48,-0.5,2.8994
41,-0.5,2.8
50,-0.5,2.9
38,-0.5,3
66,-0.5,6
35,-0.5,2.55
72,-0.5,9
39,-0.5,2.9
61,-0.5,2.91
50,-0.5,2.8973
58,-0.5,9
41,-0.5,2.89
57,-0.5,2.8
46,-0.5,2.899
57,-0.5,3
71,-0.5,5
85,-0.5,10
36,-0.5,2.3
37,-0.5,2.9
53,-0.5,2.896
44,-0.5,2.9
69,-0.5,10
40,-0.5,2
71,-0.5,4
38,-0.5,3
46,-0.5,2.8968
47,-0.5,2.7
76,-0.5,6.8
35,-0.5,2.86
46,-0.5,2.8969
58,-0.5,6
64,-0.5,5
56,-0.5,2.9
57,-0.5,7.5
46,-0.5,2.89
47,-0.5,2.6
66,-0.5,6
54,-0.5,3.8
48,-0.5,2.85
99,-0.5,7
79,-0.5,8
39,-0.5,2.8
77,5,5
73,-0.5,9
57,-0.5,2.899390099
63,-0.5,9
55,-0.5,2.89737
43,-0.5,7.5
46,-0.5,2.81
78,-0.5,8
47,-0.5,4
71,-0.5,8
53,-0.5,2.89811085
83,-0.5,3.8
92,-0.5,10
67,-0.5,10
60,-0.5,6
41,-0.5,2.898111
48,-0.5,5
48,-0.5,2.89
51,-0.5,3
80,-0.5,8
80,-0.5,10
53,-0.5,2.89709
34,-0.5,2.8
63,-0.5,5.5
31,-0.5,2.5
58,-0.5,2.89703
71,-0.5,2.64
72,-0.5,10
31,-0.5,4
66,-0.5,2.9
41,-0.5,4
49,-0.5,2.892
76,-0.5,8
53,-0.5,2.897
68,-0.5,9
53,-0.5,2.86
36,-0.5,4
58,-0.5,7.9
75,-0.5,8
92,-0.5,7
58,-0.5,3.1
66,-0.5,2.89
63,-0.5,6.7
69,-0.5,2.88
42,-0.5,2.8981455
88,-0.5,2.88
52,-0.5,2.89947
44,-0.5,3.5
98,-0.5,10
70,-0.5,7
38,-0.5,2.897
52,-0.5,2.5
38,-0.5,2.9
62,-0.5,2
77,-0.5,9
65,-0.5,3.64
123,-0.5,6
57,-0.5,2.899
61,-0.5,9.4
48,-0.5,3
43,-0.5,4.15
80,-0.5,9.5
67,-0.5,5.5
52,-0.5,4.5
64,-0.5,8
73,-0.5,6
55,-0.5,2.8993902
51,-0.5,4
115,-0.5,9
81,-0.5,9
53,-0.5,6
56,-0.5,2.8965
64,-0.5,7
36,-0.5,2.9
59,-0.5,5
67,-0.5,8
55,-0.5,5
46,-0.5,2.2
73,-0.5,7
64,-0.5,9
44,-0.5,3
104,-0.5,10
58,-0.5,7.5
43,-0.5,2.896
39,-0.5,3
40,-0.5,2.77989
50,-0.5,5.2
43,-0.5,3.69
43,-0.5,2.8
62,-0.5,5
82,-0.5,6
46,-0.5,2.8
103,-0.5,2
40,-0.5,2.8
62,-0.5,3.36
39,-0.5,2.8969
40,-0.5,2.897
84,-0.5,8.2
72,-0.5,5.5
62,-0.5,6
43,-0.5,2.894
60,-0.5,2.895
64,-0.5,4.5
43,-0.5,2.898789063
37,-0.5,2.59
46,-0.5,2.55
57,-0.5,5
49,-0.5,2.555435
51,-0.5,2.89
64,-0.5,2.8
61,-0.5,2.6
69,-0.5,2.89
51,-0.5,3.5
52,-0.5,2.8969
59,-0.5,7.6
106,-0.5,5
71,-0.5,9
69,-0.5,6
81,-0.5,5
64,-0.5,7.2
38,-0.5,2.5
62,-0.5,6.5
44,-0.5,4.6
62,-0.5,8
45,-0.5,2.8966
53,-0.5,5
65,-0.5,9
35,-0.5,2
49,-0.5,5.8
153,-0.5,10
53,-0.5,3.5
68,-0.5,8.5
69,-0.5,5
48,-0.5,2.8
38,-0.5,2.8975
39,-0.5,2.85
82,-0.5,2.5
70,-0.5,6
64,-0.5,7
73,-0.5,7.5
96,-0.5,10
46,-0.5,2.89675
53,-0.5,2.895
64,-0.5,5
52,-0.5,3
57,-0.5,3.28
43,-0.5,3
111,-0.5,8
63,-0.5,3.1
74,-0.5,8.8
46,-0.5,2.898
54,-0.5,5
53,-0.5,3
46,-0.5,2.9
58,-0.5,8.5
40,-0.5,2.653
45,-0.5,3
47,-0.5,2.8
50,-0.5,4.5
47,-0.5,2.88
42,-0.5,2.55545
53,-0.5,3
30,-0.5,2
39,-0.5,3
52,-0.5,3.05
47,-0.5,3
60,-0.5,5
79,-0.5,9
68,-0.5,5
73,-0.5,6
55,-0.5,2.89
68,-0.5,5.6
76,-0.5,8
65,-0.5,6.5
40,-0.5,3
70,-0.5,2.875
51,-0.5,2.7
40,-0.5,2
45,-0.5,2.9
59,-0.5,5
48,-0.5,3.1
83,-0.5,2.5
46,-0.5,2.1
70,-0.5,7
76,-0.5,9.5
41,-0.5,3
66,-0.5,5.2
78,-0.5,5
43,-0.5,4
44,-0.5,2.89947
66,-0.5,8.5
36,-0.5,2.899
52,-0.5,2.89698
58,-0.5,3
58,-0.5,3.65
52,-0.5,4
32,-0.5,2.83
64,-0.5,2.8928
89,-0.5,7.5
82,-0.5,8
79,-0.5,7
32,-0.5,2
59,-0.5,2.5
53,-0.5,5
55,-0.5,2.1
78,-0.5,7
63,-0.5,2.89
43,-0.5,2.85
58,-0.5,2.9475
67,-0.5,2.87
45,-0.5,2.2985
40,-0.5,2.9
53,-0.5,2.8
41,-0.5,3.3
30,-0.5,4
75,-0.5,7.25
38,-0.5,3
51,-0.5,2.8994995
59,-0.5,6
54,-0.5,2.8984
76,-0.5,7
40,-0.5,2.7
50,-0.5,3.5
66,-0.5,6
63,-0.5,8
75,-0.5,5
44,-0.5,3
56,-0.5,5
42,-0.5,4.8
80,-0.5,10
42,-0.5,3.5
36,-0.5,2.896868
64,-0.5,2.896872
37,-0.5,2.33
40,-0.5,2.7
36,-0.5,2.96
72,-0.5,10
43,-0.5,2.8
58,-0.5,2.89743
80,-0.5,8
37,-0.5,2
41,-0.5,3.7
46,-0.5,2.8
82,-0.5,8
67,-0.5,2.885
93,-0.5,8
52,-0.5,3.6
79,-0.5,5.3
45,-0.5,2.896
38,-0.5,2.1
96,-0.5,9
56,-0.5,2.97
46,-0.5,2.896
56,-0.5,3.56
53,-0.5,2.5
74,-0.5,6
44,-0.5,2.8997
61,-0.5,2.898
55,-0.5,2.898
38,-0.5,2
51,-0.5,7.5
80,-0.5,3.83
51,-0.5,2.4
54,-0.5,2.8958
79,-0.5,8
60,-0.5,8
73,-0.5,7
51,-0.5,3
43,-0.5,2
50,-0.5,4
60,-0.5,2.779899
66,-0.5,9
77,-0.5,7.8
54,-0.5,2.896901
59,-0.5,5
63,-0.5,9.8
31,-0.5,2
56,-0.5,2.2
52,-0.5,2.896
41,-0.5,2.88
34,-0.5,2.31
52,-0.5,2.75
67,-0.5,2.8
49,-0.5,3
50,-0.5,4.5
67,-0.5,9
69,-0.5,6.2
67,-0.5,5
53,-0.5,5
43,-0.5,2.896902
36,-0.5,2.66
64,-0.5,6
51,-0.5,2.89
31,-0.5,2.27
68,-0.5,6
78,-0.5,5
44,-0.5,2
42,-0.5,4.2
58,-0.5,7.6
79,-0.5,6
45,-0.5,2.89
67,-0.5,6
40,-0.5,2.904182109
61,-0.5,4
38,-0.5,2.85
56,-0.5,3
55,-0.5,7.5
66,-0.5,5
47,-0.5,2.1
79,-0.5,6
49,-0.5,2.86
64,-0.5,2.8925
36,-0.5,3
39,-0.5,2.8982
51,-0.5,2.896
68,-0.4,2
63,-0.5,6
50,-0.5,2.8995
55,-0.5,2.898
48,-0.5,2.5
107,-0.5,9.2
44,-0.5,2.95
37,-0.5,2.8
50,-0.5,3.6
41,-0.5,2.8
58,-0.5,2.95
67,-0.5,10
36,-0.5,3
2632,-0.5,2.95
126,-0.5,10
50,-0.5,3.4
62,-0.5,2.89
54,-0.5,4
57,-0.5,3
86,-0.5,7
126,-0.5,8
36,-0.5,2.89677
44,-0.5,3.1
90,-0.5,10
52,-0.5,2.03
63,-0.5,9
77,-0.5,8
68,-0.5,6.5
103,-0.5,8
43,-0.5,3.5
51,-0.5,6
78,-0.5,9
44,-0.5,3
46,-0.5,6
58,-0.5,2.89328
44,-0.5,2.895
53,-0.5,2.88
43,-0.5,2.6
64,-0.5,2.89689
59,-0.5,4
60,-0.5,5.4
39,-0.5,3.5
57,-0.5,3.09
70,-0.5,7
43,-0.5,2.94
53,-0.5,2.8914
37,-0.5,2
69,-0.5,7
52,-0.5,2
43,-0.5,2.7
45,-0.5,2.7
47,-0.5,3
41,-0.5,2.896
40,-0.5,3
75,-0.5,9
52,-0.5,6
82,-0.5,5
33,-0.5,2.42
36,-0.5,2.897
77,-0.5,9.5
54,-0.5,2.88
83,-0.5,10
77,-0.5,10
53,-0.5,2.89697
67,-0.5,6
61,-0.5,5
46,-0.5,3
65,-0.5,2.91
38,-0.5,2
66,-0.5,9
2910,-0.5,7
55,-0.5,6
65,-0.5,5
36,-0.5,2.896504
43,-0.5,2.88
89,-0.5,7
26,0,5
61,-0.5,8
69,-0.5,9
47,-0.5,4
52,-0.5,2.8957
58,-0.5,8.5
56,-0.5,5
42,-0.5,2.9
38,-0.5,4
39,-0.5,2.6
57,-0.5,6
68,-0.5,5.5
49,-0.5,2.56
45,-0.5,3
46,-0.5,2.91
39,-0.5,2.9
45,-0.5,2.8965
68,-0.5,5
42,-0.5,2.89811082
53,-0.5,2.7
110,-0.5,7
49,-0.5,2.9
100,-0.5,8
69,-0.5,2.8961
42,-0.5,3.5
64,-0.5,2.35
71,-0.5,6
34,-0.5,2.6
34,-0.5,2.89698
99,-0.5,10
43,-0.5,2.7
36,-0.5,3
39,-0.5,2.9
48,-0.5,6
92,-0.5,10
33,-0.5,2.5
57,-0.5,7
49,-0.5,3.3
51,-0.5,6
48,-0.5,2.891
50,-0.5,2.8
67,-0.5,2.61
78,-0.5,9
48,-0.5,2.898
84,-0.5,8
51,-0.5,3.9
56,-0.5,2.2
56,-0.5,7.9
56,-0.5,2.91
47,-0.5,2.8
53,-0.5,3
53,-0.5,4.4
78,-0.5,2.8965
30,-0.5,2
38,-0.5,4
51,-0.5,5
76,-0.5,2.5
56,-0.5,5.2
35,-0.5,3
77,-0.5,3.81
45,-0.5,2.8996
42,-0.5,2.8993
67,-0.5,3.8
83,-0.5,6.5
102,-0.5,7
37,-0.5,2
36,-0.5,2.5
43,-0.5,2.875
27,-0.5,2
86,-0.5,10
72,-0.5,8
50,-0.5,3.5
36,-0.5,2.896866
49,-0.5,3
55,-0.5,6.5
77,-0.5,9
44,-0.5,2.89
85,-0.5,10
41,-0.5,2.898110811
34,-0.5,3
48,-0.5,2.9889
50,-0.5,3.7
88,-0.5,9
56,-0.5,2
41,-0.5,2.93
37,-0.5,2
38,-0.5,2
64,-0.5,2.9
64,-0.5,3.88
39,-0.5,3
44,-0.5,3.8
64,-0.5,9
37,-0.5,2
42,-0.5,4
47,-0.5,6
91,-0.5,5
58,-0.5,2.899
53,-0.5,4.4
41,-0.5,2.8
68,-0.5,2.9
41,-0.5,2.4
83,-0.5,10
46,-0.5,2.89954
67,-0.5,3
71,-0.5,9.5
33,-0.5,2.52
49,-0.5,5.4
77,-0.5,7
57,-0.5,5
75,-0.5,7
48,-0.5,2.89
25,0,5
48,-0.5,2.897
93,-0.5,10
66,-0.5,8
75,-0.5,2.8934
115,-0.5,10
35,-0.5,2.5
78,-0.5,9
110,-0.5,9
75,-0.5,4.7
55,-0.5,4
41,-0.5,2.7
46,-0.5,6.5
55,-0.5,5
43,-0.5,2.9
54,-0.5,4
36,-0.5,2.9
39,-0.5,2
49,-0.5,4
52,-0.5,2.87
56,-0.5,3.5
46,-0.5,2.89727
93,-0.5,10
60,-0.5,2.8
58,-0.5,6
53,-0.5,2.85
69,-0.5,2.89816
34,-0.5,2.96
37,-0.5,2.8
54,-0.5,2.6
51,-0.5,2.8952
66,-0.5,3.01
41,-0.5,3
90,-0.5,8.2
66,-0.5,3.68
54,-0.5,5.8
98,-0.5,8
45,-0.5,2.8
44,-0.5,4.1
70,-0.5,5
64,-0.5,2.8
38,-0.5,2.8
56,-0.5,2.8915
55,-0.5,9.5
37,-0.5,3
47,-0.5,2.9
45,-0.5,2.7
66,-0.5,5.5
74,-0.5,10
47,-0.5,2.8972
67,-0.5,9
36,-0.5,2.8985
48,-0.5,2
42,-0.5,3
2582,-0.5,4
74,-0.5,8
58,-0.5,2.89812
68,-0.5,5
79,-0.5,3.23
